,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_077,20:00,-72,-14,0.54,1.33,8.96,7.9,128233,3.1,0.14,6.94,873007,48667,39478,2527,1429
VIP_078,20:00,-93,-10,0.28,3.05,4.59,8.4,244449,3.91,0.45,9.94,601544,30964,47111,3147,603
VIP_079,20:00,-116,-12,3.59,0.75,4.34,13.7,953076,5.22,3.91,1.89,188932,33741,6443,4713,324
VIP_080,20:00,-95,-6,1.35,4.11,11.39,19.8,701802,5.36,1.18,2.54,118151,48911,14233,118,2523
VIP_081,20:00,-92,-9,4.15,1.38,3.79,10.5,568268,0.28,3.14,8.7,600966,14526,23275,4948,2634
VIP_082,20:00,-71,-15,2.73,4.15,5.79,12,933999,0.25,5.12,9.45,344267,21110,12703,3811,1900
VIP_083,20:00,-106,-15,0.39,1.68,8.98,6.5,805881,2.22,4.31,10.54,763326,24259,24032,1127,477
VIP_084,20:00,-92,-15,1.63,4.5,0.08,16.1,689265,0.78,4.12,5.65,359965,35461,15545,3839,2708
VIP_085,20:00,-73,-16,4.8,0.38,6.47,14.9,588327,2.94,1.48,7.85,160962,45033,10020,425,2798
VIP_086,20:00,-94,-14,4.17,1.29,9.81,10.8,750321,3.96,4.55,11.55,762504,35559,5070,4945,2824
VIP_087,20:00,-100,-7,2.66,2.15,7.58,4.4,856006,4.94,2.69,9.02,851043,46821,5619,3507,897
VIP_088,20:00,-83,-10,2.47,0.36,8.82,13.2,312336,0.45,2.51,8.18,974905,47990,46578,2129,1863
VIP_089,20:00,-88,-12,1.17,0.77,1.16,2.3,238928,2.33,2.33,2.37,978324,9155,25082,411,396
VIP_090,20:00,-101,-7,0.66,1.51,11.9,9.3,873054,2.19,1.3,0.3,297237,35693,11266,4867,464
VIP_091,20:00,-102,-11,4.57,5.19,11.38,9.6,995638,2.16,2.79,6.31,683035,44637,48862,2055,1814
VIP_092,20:00,-104,-6,0.16,2.36,3.41,8.6,477529,0.63,1.11,10.7,513861,22121,1396,668,2720
VIP_093,20:00,-74,-11,1.08,4.33,6.14,7.9,377111,3.54,0.12,0.7,926917,33681,16954,1781,2962
VIP_094,20:00,-101,-11,0.57,3.78,8.55,3.2,185143,3.17,0.58,0.15,765290,46427,14413,683,614
VIP_095,20:00,-117,-11,0.49,5.14,10.32,13.2,973516,3.23,4.53,7.7,981649,26375,26718,378,242
VIP_096,20:00,-72,-10,4.57,2.53,6.55,2.5,470160,0.08,0.56,1.03,911077,8983,16889,118,1360
VIP_097,20:00,-112,-8,0.31,3.5,11.56,19,972589,0.61,4.14,1.7,557849,4979,42659,2368,262
VIP_098,20:00,-108,-16,1.7,1.46,6.36,3,244639,3.4,3.24,4.84,427424,46690,47311,4245,655
VIP_099,20:00,-95,-10,2.1,4.07,2.01,16,506270,2.46,4.7,3.53,164541,21351,39021,2742,1715
VIP_100,20:00,-107,-14,1.92,0.16,11.58,4.4,912088,2.09,2.97,1.89,373587,9308,14360,875,163
VIP_101,20:00,-99,-14,2.31,3.12,1.26,19.3,921446,2.29,3.23,7.44,418789,26356,4206,1636,1603
VIP_102,20:00,-88,-9,4.92,4.08,1.69,16.8,386544,3.41,4.47,5.13,687991,11245,27888,1608,2177
VIP_103,20:00,-92,-9,3.19,1.66,4.9,19.5,875757,2.69,2.2,11.05,350552,10191,6192,3543,167
VIP_104,20:00,-76,-9,3.52,4.01,1.99,17.9,824437,1.23,2.31,10.55,111323,49967,19642,2565,1526
VIP_105,20:00,-97,-6,2.52,1.46,3.62,17.3,632694,2.12,1.85,10.49,201485,39813,48905,1575,2596
VIP_106,20:00,-76,-12,3.39,2.29,9.85,16.2,216902,3.97,5.05,1.55,489387,32278,8638,4414,1668
VIP_107,20:00,-82,-15,2.11,2.07,11.18,7.5,614448,1.15,5.08,7.08,464208,41642,45272,4372,864
VIP_108,20:00,-69,-12,0.61,4.46,0.86,9.7,407905,3.31,5.15,7.23,171064,6107,20702,2079,1852
VIP_109,20:00,-81,-13,4.05,3.14,9.42,16.2,789315,0.11,1.42,8.75,626411,24882,31799,4475,897
VIP_110,20:00,-65,-8,3.72,0.25,10.75,18.1,246963,4.95,1.51,4.26,624978,5218,3407,1709,788
VIP_111,20:00,-99,-16,4.87,2.42,6.51,15.6,913535,0.91,2.36,1.42,768644,16805,45254,1596,277
VIP_112,20:00,-102,-10,4.58,5.03,9.53,1.9,532723,5.13,2.02,8.89,300043,37532,31907,2280,849
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,21:00,-101,-9,0.94,1.51,4.85,2.1,164775,4.58,0.85,6.41,226808,38620,15470,3924,2442
VIP_002,21:00,-81,-16,4.3,1.16,7.71,19.3,738430,3.03,2.2,4.11,426494,26454,2475,2736,564
VIP_003,21:00,-67,-11,1.19,0.82,9.91,11.3,141106,4.4,1.78,7.1,349891,31555,37730,2143,677
VIP_004,21:00,-60,-8,3.73,0.69,2.3,7.5,636465,4.79,0.67,7.45,160149,15796,13462,1544,66
VIP_005,21:00,-114,-9,0.7,2.74,3.21,7.3,601912,1.98,0.94,0.13,410961,4921,41405,3493,1563
VIP_006,21:00,-70,-9,0.85,1.37,8.87,6,529999,2.98,2.51,4.58,740180,9262,36674,2015,562
VIP_007,21:00,-79,-12,4.46,3.71,4.08,19.6,501486,4,3.17,11.69,337486,9615,20142,2920,535
VIP_008,21:00,-71,-9,3.3,5.02,6.19,17,335387,0.97,4.45,9.03,923498,27741,46035,3724,97
VIP_009,21:00,-98,-10,2.16,0.09,4.43,8.3,109510,2.06,0.12,9.97,984649,37916,21237,2504,2599
VIP_010,21:00,-96,-8,4.19,4.84,5.21,7.8,310383,1.5,0.89,4.75,161177,6382,15840,2516,2512
VIP_011,21:00,-97,-11,4.8,3.33,6.16,15.6,318271,1.66,3.55,10.54,224508,29251,45363,4239,2009
VIP_012,21:00,-97,-10,3.06,2.14,11.24,12.8,441559,1.95,1.35,1.77,421516,28864,7933,1099,1316
VIP_013,21:00,-72,-14,2.61,4.44,1.08,18.7,255515,0.96,3.67,4.21,872527,45552,15741,1563,239
VIP_014,21:00,-120,-14,5.15,4.87,9.83,11.5,221520,1.6,4.35,1.28,228154,18671,32818,4349,2087
VIP_015,21:00,-114,-12,1.98,4.87,8.46,20,780341,4.47,1.61,5.24,223896,1640,22399,4564,2950
VIP_016,21:00,-69,-7,5.36,1.43,4.62,16.4,833607,2.91,0.82,0.68,561004,17240,31133,3056,1858
VIP_017,21:00,-111,-8,0.92,3.98,12,15.8,529165,0.54,5.17,8.94,887630,48443,6569,3153,2061
VIP_018,21:00,-119,-15,0.13,3.53,5.26,18.6,310889,4.61,1.7,2.47,572932,9090,12202,2197,2143
VIP_019,21:00,-60,-13,5.49,3.95,10.52,11.2,169622,2.43,4.6,3.77,699922,5971,47584,2525,2651
VIP_020,21:00,-85,-8,0.11,1.15,5.79,17.2,383198,3.62,2.1,7.33,320681,31768,47457,4167,300
VIP_021,21:00,-105,-6,1.87,3.98,1.14,6.9,400481,2.11,3.87,7.13,514074,35986,2053,4528,1749
VIP_022,21:00,-73,-7,1.36,3.9,0.73,2.1,649907,3.9,1.03,5.37,116762,37155,14142,2800,1391
VIP_023,21:00,-111,-12,3.83,4.81,11.59,13.5,972976,2.8,0.16,7.95,325309,41475,23341,2672,1772
VIP_024,21:00,-89,-16,0.76,0.73,8.64,8.3,766991,0.83,0.98,0.26,605303,30332,34646,479,294
VIP_025,21:00,-76,-11,3.9,0.38,11.83,4.1,596198,0.2,0.48,4.13,711724,10620,14904,4114,2244
VIP_026,21:00,-78,-15,2.76,4.28,10.66,17.6,184914,5.4,4.68,0.75,570865,42017,46924,4705,2749
VIP_027,21:00,-66,-11,4.98,1.01,6.29,11.6,818792,3.02,2.06,9.68,431515,36757,20196,2821,1836
VIP_028,21:00,-103,-15,2.29,4.93,7.72,1.6,409241,2.87,1.11,11.02,805696,15282,8964,4726,2543
VIP_029,21:00,-91,-12,4.83,0.53,9.01,3.1,639590,1.33,3.35,5.04,219968,40048,35786,744,2597
VIP_030,21:00,-118,-12,3.2,2.73,3.03,14.8,658229,3.5,1.92,4.69,988940,43593,42349,3629,1389
VIP_031,21:00,-80,-7,5.36,3.06,8.36,5.8,924964,5.11,2.39,9.89,766211,49567,34129,2261,248
VIP_032,21:00,-87,-6,0.24,3.75,4.94,5.7,759326,2.35,1.33,1.14,895581,48063,25778,2981,1205
VIP_033,21:00,-96,-12,0.76,4.88,10.78,16.1,962145,3.06,2.95,6.74,883158,16180,29814,78,1738
VIP_034,21:00,-62,-10,4.32,2.5,6.53,7.4,458200,0.18,4.75,8.7,754285,29644,12747,1254,861
VIP_035,21:00,-106,-15,2.34,1.31,3.26,16.1,137065,1.74,2.01,2.46,796717,41341,12774,4644,1145
VIP_036,21:00,-83,-9,3.46,0.27,2.62,5.2,564775,1.19,4.17,3.49,112375,23223,20358,4959,586
VIP_037,21:00,-99,-13,2.81,5.44,5.75,15.9,606785,1.73,1.85,1.97,580134,17525,24459,1538,1535
VIP_038,21:00,-120,-7,0.8,1.95,9.45,10.4,158741,1.8,1.35,4.12,789367,27187,2075,3327,393
VIP_039,21:00,-76,-12,1.6,1.14,8.33,12.8,487415,0.69,1.23,2.43,611109,21598,42471,4883,2712
VIP_040,21:00,-90,-8,0.72,3.42,3.69,0.7,682382,3.48,1.29,5.13,272652,35500,19887,1065,2887
VIP_041,21:00,-65,-16,0.59,0.16,4.19,16.4,396318,0.91,3.04,2.67,985605,29529,19420,3839,1526
VIP_042,21:00,-86,-15,2.59,5.29,4.81,6.8,442008,3.68,3.33,7.38,155282,25065,32201,324,134
VIP_043,21:00,-103,-10,2.88,3.31,11.53,14.3,355484,0.5,4.34,3.42,243687,14149,17974,2736,1945
VIP_044,21:00,-102,-6,4.95,1.45,1.95,17.9,520553,3.38,4.35,0.59,824759,16292,20525,2431,1760
VIP_045,21:00,-90,-16,3.92,2.06,7.08,10.4,129734,1.17,4.09,11.84,816457,11287,9751,4107,2020
VIP_046,21:00,-83,-7,3.89,0.21,5.05,8.8,274003,5.1,5.33,8.59,792578,30612,10381,4910,1489
VIP_047,21:00,-73,-8,2.32,1.87,1.75,12.8,311024,1.67,1.3,7.88,416899,11459,48052,4473,245
VIP_048,21:00,-117,-16,3.7,4.91,8.57,12,883048,2.2,3.3,7.72,163748,34722,28790,4639,1820
VIP_049,21:00,-112,-8,0.16,0.49,3.25,4.3,482574,5.09,5.36,5.4,819269,37951,49045,4125,1296
VIP_050,21:00,-118,-7,0.31,3.17,5.48,7.5,709993,4.11,1.4,2.53,424248,26829,47020,2309,1778
VIP_051,21:00,-67,-16,3.54,2.76,5.59,11.8,897367,4.4,0.97,11.96,311878,32977,19725,373,1062
VIP_052,21:00,-76,-14,3.43,1.57,7.41,13.3,452301,3.69,3.34,8.32,569506,46772,21185,676,1560
VIP_053,21:00,-62,-13,1.66,1.16,5.37,13.8,880637,1.68,1.88,11.52,882961,24162,43375,3851,48
VIP_054,21:00,-111,-9,3.72,3.43,3.01,8.3,419410,0.16,1.11,11.32,756673,17282,49750,409,2078
VIP_055,21:00,-97,-12,3.06,3.52,11.35,19.6,251099,2.26,3.04,11.82,539553,16551,6677,4833,732
VIP_056,21:00,-70,-16,3.97,4.92,3.05,1.2,774249,0.87,3.43,9.83,848785,7890,42953,1949,654
VIP_057,21:00,-73,-16,1.14,0.55,1.41,15.9,118727,1.95,3.83,6.58,269170,32151,49650,2019,81
VIP_058,21:00,-89,-9,1.37,2.81,8.73,5.9,787884,3.51,2.44,7.98,491358,43384,21529,142,2941
VIP_059,21:00,-85,-13,0.83,2.49,6.06,6.2,863519,4.68,1.15,3.64,122753,11157,27569,2100,2442
VIP_060,21:00,-93,-6,3.13,3.49,5.64,7.5,445268,2.77,0.26,1.99,454982,24312,14522,1053,2720
VIP_061,21:00,-67,-13,3.72,5,6.75,5.5,794120,1.63,0.1,6.44,886225,48045,15985,1591,525
VIP_062,21:00,-106,-16,1.11,1.19,3.15,18.1,232545,1.95,5.35,8.36,572188,17872,7900,4567,2320
VIP_063,21:00,-81,-15,0.47,2.1,12,1.9,773951,2.57,3.94,8.81,358374,48176,30827,4102,1494
VIP_064,21:00,-89,-9,4.5,0.36,9.25,18.8,522648,2.14,2.43,10.13,198132,13930,13053,718,2283
VIP_065,21:00,-101,-11,0.62,1.2,4,5.1,933186,4.98,3.15,2.24,270133,41842,11057,1758,2296
VIP_066,21:00,-116,-11,4.29,3.31,1.32,8.4,233572,0.67,3.72,5.27,429505,34824,10084,3011,2433
VIP_067,21:00,-113,-11,2.61,1.87,2.47,3.7,371256,1.09,3.92,9.25,268074,14884,45780,3255,1977
VIP_068,21:00,-102,-12,3.44,3.83,6.39,6.9,342780,4.91,4.64,4.06,763936,49945,9913,2499,472
VIP_069,21:00,-61,-15,0.55,1.96,0.63,12.4,695692,2.68,0.08,10.23,589732,37130,3351,52,58
VIP_070,21:00,-111,-11,1.72,3.23,4.38,7.4,464627,1.34,2.74,1.71,250183,21255,3207,2736,275
VIP_071,21:00,-114,-12,0.77,0.25,11.38,11.7,260885,1.26,2.3,11.46,718676,4712,30229,4021,2301
VIP_072,21:00,-86,-12,2.58,2.02,6.2,7,512325,4.94,3.21,8.65,192078,44044,42552,591,2434
VIP_073,21:00,-78,-8,1.87,4.7,3.95,6.2,346617,4,1.31,10.48,923816,29150,16184,1935,533
VIP_074,21:00,-80,-10,4.2,4.04,10.19,11.8,268495,2.91,0.69,5.22,326891,37963,20447,2218,1892
VIP_075,21:00,-60,-14,2.37,0.87,3.57,14.6,296826,5.19,3.86,2.25,655489,20036,31239,3675,342
VIP_076,21:00,-69,-7,1.75,0.92,11.78,9.1,108722,4.35,1.28,3.82,697985,24914,29235,4802,1564
VIP_077,21:00,-66,-15,3.23,1.27,11.43,18.6,243295,5.05,1.07,1.22,410002,40751,32029,703,2534
VIP_078,21:00,-106,-6,4.5,0.63,4.22,6.8,328535,1.73,0.41,1.19,966825,36146,27740,1191,1358
VIP_079,21:00,-86,-9,4.81,1.59,11.61,14,670762,3.82,1.34,4.11,242304,1268,1220,1226,892
VIP_080,21:00,-65,-12,5.1,4.97,10.9,11.3,935666,4.35,2.19,4.95,607214,31091,44470,4787,1697
VIP_081,21:00,-104,-13,0.82,3.99,6.04,18.1,432842,3.8,2.54,8.8,721024,49889,12371,1530,2583
VIP_082,21:00,-105,-6,2.7,0.06,9.62,16,132767,2.18,0.3,7.88,228989,38643,15774,4451,325
VIP_083,21:00,-76,-15,1.37,0.05,4.46,16.9,652649,4.12,2.07,11.17,233215,16971,33501,2788,1080
VIP_084,21:00,-108,-15,3.67,0.93,1.08,7.7,248748,4.77,0.86,5.24,889727,21598,4853,2050,2485
VIP_085,21:00,-63,-15,1.87,1.24,7.44,11.4,395242,5.34,4.11,5.89,683875,31702,7312,596,1458
VIP_086,21:00,-74,-8,1.53,0.14,10.01,20,290440,3.58,1.11,8.28,721758,2150,31536,3422,2377
VIP_087,21:00,-94,-6,0.09,1.11,3.51,2.3,748443,3.5,1.88,2.16,952982,31439,34722,2242,1310
VIP_088,21:00,-83,-7,4.4,2.49,10.89,6,628973,5.08,2.5,5.97,995446,21845,27233,3036,795
VIP_089,21:00,-80,-13,4.52,2.26,4.77,0.8,255223,1.98,4.95,11.27,302671,33282,48813,2037,2609
VIP_090,21:00,-104,-9,3.49,3.11,7.75,19.7,850662,1.98,3.71,7.95,186640,44026,9206,2381,1170
VIP_091,21:00,-69,-8,3.26,1.93,11.44,7.3,211864,4.53,3.55,1.83,331692,44146,28498,3963,2119
VIP_092,21:00,-86,-15,3.39,5.33,4.64,17.5,396658,4.47,0.12,10.3,445222,10216,26555,2455,222
VIP_093,21:00,-102,-13,2.59,1.77,7.78,15.9,975377,3.55,4.45,3.48,777672,3906,16953,3071,1088
VIP_094,21:00,-116,-12,4.69,4.74,8.74,15.7,784520,2.58,2.71,5.66,900758,48891,40094,3103,605
VIP_095,21:00,-117,-14,2.75,4.95,9.01,13.1,167612,4.2,1.58,9.92,625245,18022,32440,2455,1774
VIP_096,21:00,-77,-6,2.51,1.15,0.25,15.9,726398,3.85,2.7,11.11,963971,27852,16264,3486,665
VIP_097,21:00,-118,-11,1.24,3.21,6.8,16.8,591562,2.94,5.03,9.93,673431,41175,34694,3028,1717
VIP_098,21:00,-105,-16,2.54,5.32,6.99,8.3,895888,3.3,4.89,9,748225,35073,32491,729,1213
VIP_099,21:00,-81,-7,3.44,3.48,10.59,9,583187,5.22,3.09,11.66,644246,46862,9678,716,2920
VIP_100,21:00,-87,-8,3.78,4.08,5.65,0.8,616787,2.18,3.7,5.35,669244,16087,13502,4542,452
VIP_101,21:00,-87,-14,5.47,2.05,7.9,15.3,664736,4.35,4.2,5.65,867563,30286,10406,4448,2428
VIP_102,21:00,-120,-11,2.21,1.6,7.31,5.2,878088,3.69,0.13,8.8,503888,19081,12430,1126,2991
VIP_103,21:00,-62,-15,3.86,3.45,11.81,11.3,176549,3.86,1.89,8.01,560147,48558,29934,1082,2272
VIP_104,21:00,-110,-10,3.18,0.92,1.21,11.6,972511,0.65,1.39,3.45,197341,27741,4452,1333,230
VIP_105,21:00,-106,-9,4.19,2.94,1.22,8.9,898764,3.83,0.5,5.09,470569,13977,12218,2163,2448
VIP_106,21:00,-111,-16,0.47,4.63,5.01,9.8,359922,3.32,0.82,6.02,909260,27090,37391,1019,381
VIP_107,21:00,-114,-11,0.37,0.51,7.66,11.4,334341,0.85,2.08,4.52,538404,6809,35955,1612,2851
VIP_108,21:00,-113,-12,3.74,4.99,11.9,16.7,927953,0.05,1.48,9.14,317818,35419,27105,1720,255
VIP_109,21:00,-97,-9,1.46,1.84,8.26,1.9,375267,2.61,1.39,9.42,595112,18775,22587,1573,1261
VIP_110,21:00,-114,-11,0.16,4.3,9.76,1.9,966360,5.18,2.95,8.97,912670,37161,10159,3008,1231
VIP_111,21:00,-65,-14,0.17,2.81,11.99,1.5,318021,5.32,5.22,9,253101,44358,49980,3007,1859
VIP_112,21:00,-111,-11,0.58,3.65,10.85,13.1,107083,3.81,3.05,4.45,353912,8463,35971,2626,403
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,22:00,-100,-16,5.02,1.57,3.7,11.6,216635,0.73,3.27,1.85,843206,3495,24941,857,2048
VIP_002,22:00,-75,-11,0.74,0.06,10.92,16.5,864525,1.19,4.42,7.36,251255,48582,49746,273,389
VIP_003,22:00,-72,-13,3.66,4.32,7.23,12,749514,3.88,4.33,11.16,675992,29308,2297,1457,2016
VIP_004,22:00,-104,-8,2.14,2.81,3.16,6.9,711329,0.8,2.63,4.21,557992,45140,23754,4047,1275
VIP_005,22:00,-97,-11,5.47,0.83,7.7,16.5,103074,2.05,4.7,2.47,306476,42240,6078,4996,2928
VIP_006,22:00,-98,-8,2.87,5.07,2.17,7.3,910736,2.29,1.09,8.62,955174,44562,2949,365,696
VIP_007,22:00,-90,-7,0.65,1.82,1.75,5.6,579296,4.54,2.35,7.27,680919,44569,16760,4249,251
VIP_008,22:00,-85,-9,3.07,3.08,5.19,7.9,268703,4.28,1.97,0.32,126267,7478,20151,1349,1711
VIP_009,22:00,-117,-10,4.41,0.15,5.1,13.7,222549,2.36,4.89,8.27,544034,44549,28632,1238,2630
VIP_010,22:00,-108,-13,3.44,4.12,1.23,10.9,808729,5.36,4.73,4.35,588436,7938,13146,485,2395
VIP_011,22:00,-116,-6,4.31,5.07,2.83,13.1,353403,2.19,5.34,7.07,746406,38038,27513,2377,1250
VIP_012,22:00,-93,-12,0.52,4.89,8.67,6.2,477819,1.83,4.02,6.96,814042,6016,4079,844,2445
VIP_013,22:00,-75,-14,4.63,4.31,11.02,14.6,972564,0.29,3.67,2.83,873775,30544,40964,1351,1188
VIP_014,22:00,-115,-7,1.47,0.28,5.8,19.7,293887,4.09,0.15,3.27,663669,14179,44925,29,2507
VIP_015,22:00,-107,-16,1.97,3.87,10.47,4.7,106443,0.26,2.37,2.96,362645,23592,21584,4006,1208
VIP_016,22:00,-109,-6,3.62,2.63,0.27,17.1,447706,2.64,2.41,5.03,150327,12627,10352,4638,835
VIP_017,22:00,-84,-9,0.22,4.17,6.21,10.4,349989,3.65,3.52,5.24,934584,6902,6497,3731,1289
VIP_018,22:00,-60,-11,4.98,0.53,7.41,9,524527,1.31,1.27,1.67,745207,13151,12168,4297,915
VIP_019,22:00,-86,-7,2.22,4.84,5,19,810425,0.19,4.99,4.06,295692,46903,12205,915,1946
VIP_020,22:00,-67,-8,3.2,3.71,10.56,18.1,933963,4.85,3.88,2.03,233540,28820,43548,3690,1404
VIP_021,22:00,-62,-11,2.37,2.22,1.77,7.6,589943,3.64,2.32,9.57,997587,37699,19281,1683,2154
VIP_022,22:00,-71,-15,3.31,3.15,10.14,6.7,469112,1.13,0.17,6.08,890789,3881,30429,3813,586
VIP_023,22:00,-100,-11,2.59,3.53,11.35,4.2,811134,4.14,3.95,2.63,387333,18171,16844,949,1185
VIP_024,22:00,-86,-11,5.47,1.99,4.06,5.9,910978,0.9,5.05,6.69,112755,27696,36827,3026,2537
VIP_025,22:00,-60,-14,3.5,1.99,0.83,13.1,985119,2.37,2.63,5.55,514823,11284,14495,625,934
VIP_026,22:00,-100,-6,2.69,3.64,0.98,5.1,835791,1.28,5.33,7.15,314071,6373,8996,3446,1978
VIP_027,22:00,-70,-9,4.01,2.6,2.94,12.3,159389,4.88,1.4,8.82,607390,32793,24724,3727,2716
VIP_028,22:00,-105,-6,2.44,3.31,5.65,17.9,428977,1.71,1.85,5.66,632208,35670,22343,1887,1402
VIP_029,22:00,-64,-6,0.59,1.16,7.69,6.4,937070,2.04,2.45,9.9,258019,36566,22580,4573,1934
VIP_030,22:00,-71,-12,0.1,5.17,2.24,6.4,846146,5.5,2.75,0.08,288672,12209,12053,631,2492
VIP_031,22:00,-79,-16,2.67,0.77,11.79,4.3,499618,2.55,3.95,6.91,994250,27186,12811,1381,2149
VIP_032,22:00,-105,-10,3.59,2.4,8.76,4,219920,0.79,2.92,1.77,986975,14532,44415,3486,1717
VIP_033,22:00,-119,-12,5.37,4.04,1.64,18,779834,0.24,4.85,11.75,993473,6083,13670,3650,1354
VIP_034,22:00,-71,-9,0.39,1.15,3.34,18.8,996277,3.82,4.13,3.41,179638,22778,19352,4513,364
VIP_035,22:00,-73,-13,3.5,4.12,6.48,9.5,507960,3.22,3.43,7.92,656973,2197,34781,3966,436
VIP_036,22:00,-101,-16,5.26,3.24,10.1,16.3,379368,3.33,0.47,10.1,177361,3626,1876,1084,1787
VIP_037,22:00,-118,-7,3.08,1.01,7.48,13.8,579912,4.4,1.53,2.77,105683,9886,30869,3982,840
VIP_038,22:00,-61,-12,0.48,2.57,10.3,16.4,374069,0.35,4.83,10.63,349747,1276,40012,2540,882
VIP_039,22:00,-81,-15,0.93,2.59,7.92,1,260920,4.19,4.44,11.89,907811,22625,35432,727,2553
VIP_040,22:00,-63,-16,2.25,0.25,4.55,19.5,351168,0.38,1.16,9.05,910123,8262,27046,3332,2319
VIP_041,22:00,-65,-9,2.38,4.64,4.48,19.1,324462,4.08,1.21,11.94,282793,45064,13345,1651,1240
VIP_042,22:00,-109,-6,2.02,1.57,7.3,19.2,397072,2.15,3.22,0.67,281714,11630,6457,1014,1042
VIP_043,22:00,-79,-6,2.34,3.04,6.44,6.2,166639,3.88,0.84,11,839461,45230,35762,2478,1538
VIP_044,22:00,-68,-11,3.57,1.34,6.31,12,759031,3.76,5.01,4.34,460570,15697,26612,1929,2821
VIP_045,22:00,-102,-13,3.52,4.42,5.15,18.3,683465,3.59,4.35,3.99,403501,29108,45083,2097,129
VIP_046,22:00,-106,-12,2.23,0.35,7.89,4.2,246726,5.24,0.37,8.29,779004,14808,47459,1124,2721
VIP_047,22:00,-84,-9,4.12,1.77,2.67,3.7,140032,3.32,2.07,7.67,835093,27568,14585,2231,2849
VIP_048,22:00,-105,-13,1.31,3.05,11.36,14.1,301474,1.44,2.07,1.62,440608,36983,39514,253,2025
VIP_049,22:00,-82,-9,2.35,0.56,1.55,9,906957,0.36,2.23,7.21,240703,39882,8060,4755,1325
VIP_050,22:00,-87,-11,4.46,1.73,10,19.5,991568,4.02,3.8,0.46,296484,7252,47075,4487,1818
VIP_051,22:00,-90,-12,0.85,5.01,0.37,17.3,742739,3.05,3.71,9.36,839960,10089,14111,1888,76
VIP_052,22:00,-107,-12,0.27,5.02,8.04,8.1,250885,3.69,0.76,10.98,409611,45184,43443,2346,219
VIP_053,22:00,-111,-10,0.6,3.04,11.8,12.8,948918,4.14,4.11,0.43,622739,36611,11296,3368,1843
VIP_054,22:00,-99,-13,5.47,5.23,1.76,17.5,914135,3.41,4.1,9.4,892336,39274,13425,1839,1652
VIP_055,22:00,-86,-12,2.44,3.81,0.9,13.5,340013,4.74,3.11,2.28,460699,46033,27840,4200,1375
VIP_056,22:00,-70,-14,5.13,1.35,7.57,16.1,525874,2.06,4.15,5.55,195533,28336,11107,2171,1374
VIP_057,22:00,-109,-6,5.45,3.62,2.72,9.4,776337,3.75,0.87,2.31,469730,34849,25623,1327,1000
VIP_058,22:00,-65,-15,5.18,2.13,10.44,15.2,783725,4.83,4.09,11.68,431582,2524,25610,2060,2755
VIP_059,22:00,-99,-8,5.08,4.26,4.38,15.3,619073,2.93,3.72,0.12,105346,8624,41566,1961,281
VIP_060,22:00,-118,-10,1.47,1.52,6.2,8.2,982519,1.53,1.35,5.98,525203,46115,42313,1348,1917
VIP_061,22:00,-73,-9,3.66,2.83,6.07,9.7,630026,3.19,1.3,0.38,356218,22169,22150,608,1235
VIP_062,22:00,-88,-11,4,1.55,2.47,4.9,702625,0.67,3.35,1.24,429035,35282,44714,690,2362
VIP_063,22:00,-66,-16,1.09,2.28,7.3,14.5,274309,1.14,1.65,2.52,299477,23634,44159,3839,1686
VIP_064,22:00,-114,-15,0.17,3.17,5.98,2.8,738936,0.92,2.83,9.89,233033,7293,42614,4345,2508
VIP_065,22:00,-62,-13,1.21,0.81,4.69,2.6,179760,2.08,2.51,1.17,444406,11595,26163,4601,630
VIP_066,22:00,-103,-6,4.6,3.76,2.63,19,645854,0.05,2.48,6.42,616531,27863,6240,1407,430
VIP_067,22:00,-86,-6,3.13,4,11.13,7.7,868437,0.38,2.94,5.63,345359,47619,7842,104,1461
VIP_068,22:00,-118,-8,0.95,0.45,9.03,19.5,178762,2.35,4.81,11.61,548649,31413,24343,696,286
VIP_069,22:00,-62,-9,3.67,1.34,2.62,18.5,241910,1.59,1.14,8.3,286655,40611,25345,3988,113
VIP_070,22:00,-72,-11,4.14,3.94,1.83,5.7,180529,0.62,4.3,10.51,713833,46341,5622,2446,1701
VIP_071,22:00,-118,-6,4.42,4.14,8.17,3.5,125243,1.43,2.52,10.94,692068,28553,25233,2396,1799
VIP_072,22:00,-93,-15,2.7,4.33,8.25,19.7,720307,4.58,1.49,0.49,323576,32988,22859,2493,281
VIP_073,22:00,-118,-13,3.79,1.69,6.48,7.4,861364,4.28,1.42,10.2,852324,33830,10215,278,1838
VIP_074,22:00,-82,-10,5.32,4.29,11.02,17,459837,3.55,3.4,0.07,413921,7269,11096,3070,2192
VIP_075,22:00,-96,-11,3.6,1.82,0.48,8.7,959900,3.9,4.93,9.4,963386,8677,17162,545,1466
VIP_076,22:00,-90,-12,4.52,0.8,3.08,6.7,549700,0.54,4.83,5.24,291336,1979,30872,328,2901
VIP_077,22:00,-67,-6,4.01,3.84,8.67,0.5,300440,2.75,4.13,1.57,272842,2178,45657,1583,1410
VIP_078,22:00,-115,-7,2.02,4.62,10.34,13,825986,1.02,5.5,2.79,334759,38595,44608,2095,2386
VIP_079,22:00,-85,-8,3.46,3.93,1.37,18.2,990319,0.88,2.85,4.81,486838,33416,32809,542,2571
