,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
Japan,NTT Docomo,440/10,20:00,-93,-7,4.7,1.24,3.58,17.3,253467,4.06,0.6,0.38,110798,22499,40452,3127,1505
Japan,Soft Bank (Vodafone KK),440/20,20:00,-92,-11,2.25,2.73,9.53,12,480935,2.35,2,0.98,573188,1380,8207,328,2261
South Korea,LGT Telcom,450/06,20:00,-103,-9,1.85,1.56,1.36,18.1,348906,2.12,3.57,1.38,317478,19366,19619,2817,1102
South Korea,SK Telecom,450/05,20:00,-74,-10,4.35,1.32,3.04,1,825198,5.4,4.99,9.1,336505,34530,37197,1424,1393
Vietnam,Viettel,452/04,20:00,-61,-8,3.4,1.76,4.7,4.7,394986,3.75,0.6,9.28,173308,49148,28964,526,1737
Vietnam,Vinaphone,452/02,20:00,-102,-15,5.29,1.53,2.15,19.3,996064,3.5,1.03,0.33,876821,49107,33354,681,1889
Vietnam,Vietnam Mobile Telecom (VMS),452/01,20:00,-76,-15,0.06,2.67,2.57,12.9,659209,2.65,5.18,8.75,534412,6922,44233,2616,150
Hongkong,CSL (C&W),454/00,20:00,-76,-10,2.04,0.72,3.95,0.7,369023,2.05,5.01,8.32,850470,28053,40240,2718,1424
Hongkong,PCCW-HKT Telephone Limited,454/19,20:00,-112,-9,0.88,0.93,1.73,4.1,329238,4.73,1.46,7.16,102767,34105,30083,41,2867
Hongkong,China Mobile - Peoples,454/12,20:00,-112,-6,5.13,1.37,7.62,10.9,266498,5.21,4.35,5.72,560628,37959,46293,4231,1676
Hongkong,H3G(HONG KONG),454/03,20:00,-80,-6,3.23,4.12,9.26,16.8,628253,0.75,1.7,0.94,647242,18667,41257,65,483
Macao,Hutchison 3,455/03,20:00,-61,-6,4.07,1.3,7.28,1.2,233359,4.39,1.48,7.84,927790,46162,3226,1561,2571
Macao,CTM,455/01,20:00,-99,-6,3.79,2.56,0.53,17.1,436950,5.2,4.36,6.93,125109,24650,3425,2574,2539
CAMBODIA,CamGSM Mobitel,456/01,20:00,-93,-13,0.93,4.77,0.49,3.1,905855,3.96,0.88,6.46,360289,12045,28340,215,44
CAMBODIA,Viettel,456/08,20:00,-116,-7,3.09,4.23,4.09,20,801201,4.47,4.69,8.85,366351,23367,39224,1690,302
CAMBODIA,Latelz Co. Ltd,456/06,20:00,-72,-10,0.51,0.76,5.66,4.3,548428,5.42,1.19,11.15,989881,16375,13548,3880,2990
China,China Mobile,460/00,20:00,-62,-6,1.48,4.99,3.57,19.7,264513,2.25,0.68,3.31,603772,39756,8073,4805,1557
China,China Mobile,460/07,20:00,-107,-11,3.74,2.76,5.2,13.2,763668,1.57,1.84,0.14,233537,12426,4204,3227,1939
China,China Mobile,460/02,20:00,-94,-14,0.22,4.05,3.63,3.6,416972,1.22,1.51,6.74,773343,44031,44727,4153,652
China,China Unicom,460/01,20:00,-119,-12,0.5,1.25,6.77,18.5,319057,3.48,5.19,8.18,616854,31101,47429,865,2991
Taiwan,Taiwan Mobile (ex TCC),466/97,20:00,-70,-10,5.49,3.18,0.9,18.6,715523,4.01,4.16,11.09,812402,11006,49966,3113,10
Taiwan,Chunghwa Telecom,466/92,20:00,-79,-16,2.71,1.16,6.66,11.5,970995,4.42,4.79,5.12,666086,23077,3035,320,28
Taiwan,Fareastone,466/01,20:00,-107,-9,1.8,1.15,11.89,5.7,121996,3.65,1.97,11.66,548172,8890,29257,3013,2796
Malaysia,Maxis,502/12,20:00,-107,-8,2.89,4.45,10.34,15,698909,4.7,3.55,2.5,312885,22599,34715,2170,364
Malaysia,Celcom,502/19,20:00,-93,-13,4,2.72,7.48,12,843645,0.06,2.67,6.71,226830,2542,8318,3312,2132
Malaysia,U Mobile Sdn Bhd,502/18,20:00,-90,-10,3.38,2.52,3.28,19.9,292943,1.67,2.14,5.6,646496,2028,6424,3843,100
Malaysia,DiGi  Telecommunication,502/16,20:00,-72,-8,3.06,2.04,5.12,0.9,544934,3.48,0.37,2.03,763650,12512,24107,2017,1470
Australia,Optus,505/02,20:00,-60,-11,5.37,4.64,10.36,15.8,728165,4.44,2.84,4.33,720307,26521,47947,2941,2947
Australia,Telstra,505/01,20:00,-113,-11,1.23,5.25,10.22,0.5,483407,2.72,3.67,0.96,127257,47149,4662,1842,978
Indonesia,Telkomsel,510/10,20:00,-100,-12,0.46,4.46,5.48,9.7,228183,0.55,4.45,1.95,245223,36962,40165,1457,318
Indonesia,Hutchison,510/89,20:00,-114,-7,1.85,1.22,5.85,18.5,568980,1.67,3.78,11.71,476775,40633,37393,3770,1947
Indonesia,Excelcom Indo,510/11,20:00,-79,-15,0.85,4.45,4.9,19.1,677377,1.62,3.67,4.4,803797,34445,40797,2387,2959
Philippines,Globetel,515/02,20:00,-96,-14,2.05,1.76,11.19,11.9,281625,4.04,4.68,11.84,743747,45723,24731,1148,1048
Philippines,Digitel (Sun Cellular),515/05,20:00,-111,-8,4.54,0.88,9.58,5.8,832624,1.86,0.23,1.62,886630,27995,40408,1898,1683
Thailand,Advanced Wireless Network Company Ltd.,520/03,20:00,-77,-14,1.65,5.17,3.83,1.9,795287,4.16,3.01,0.77,773312,16799,13543,1219,2072
Thailand,True Move  HSPA,520/00,20:00,-79,-9,3.87,5.08,2.43,5.9,459822,2.98,2.9,4.55,466801,26298,7319,287,1968
Thailand,Total Access (DTAC),520/05,20:00,-60,-11,4.95,0.72,0.74,14.3,704396,0.87,4.33,6.95,767376,1364,47654,2739,948
Singapore,Starhub,525/05,20:00,-82,-15,4.48,4.46,8.05,5.1,454907,1.34,2.75,7.26,943589,15971,8350,4422,1877
Singapore,Mobile One,525/03,20:00,-112,-10,0.61,3.01,2.76,5.1,595225,2.88,5.23,9.6,701641,43706,38117,789,1032
Brunei,B-Mobile,528/02,20:00,-86,-6,4.09,1.85,6.57,8.4,854810,0.79,1.08,3.33,206515,17660,32865,962,635
Brunei,DST,528/11,20:00,-64,-10,1.77,2.82,8.22,1.3,438973,0.52,5.08,7.86,333155,1477,23802,3131,2740
New Zealand,Telecom New Zealand,530/05,20:00,-68,-10,5,4.49,6.47,2,198416,2.77,2.89,6.95,952790,35741,47976,4437,711
New Zealand,Vodafone(NEW ZEALAND),530/01,20:00,-82,-9,3.2,2.65,5.08,7.1,447664,5.38,3.86,3,793878,41006,7097,2044,1697
New Zealand,Two Degrees (NZ Communications),530/24,20:00,-85,-7,1.95,3.94,4.96,1.7,247796,4.32,4.9,11.83,246301,26672,3090,266,818
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,20:00,-99,-16,1.38,4.28,9.49,3.8,621567,3.17,3.85,5.69,745143,18004,11228,828,795
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,21:00,-68,-8,3.91,4.23,2.25,5.2,651351,2.71,2.51,5.98,357322,41580,34931,3337,151
Netherlands,T-mobile (ex Ben),204/16,21:00,-119,-14,1.31,3.86,10.14,17.9,420573,2.8,2.13,0.05,386454,5576,45254,3794,2787
Netherlands,KPN (iBasis),204/08,21:00,-65,-12,4.68,2.51,3.24,9,968117,4.45,1.4,3.05,301410,42254,34010,4832,229
Belgium,Belgacom Mobile,206/01,21:00,-74,-12,3.49,4.53,9.06,6.2,690031,4.8,3.41,0.47,595810,49506,17444,212,1614
France,Bouygues,208/20,21:00,-78,-6,1.45,4.19,6.14,11,677027,1.46,4.4,3.89,369084,17013,40678,2144,1748
France,Free Mobile,208/15,21:00,-69,-14,2.13,0.06,6.8,18.1,196023,2.52,0.27,9.24,919154,44556,37322,3811,1435
France,SFR (Cegetel),208/10,21:00,-60,-13,5,0.88,5.82,9.7,280123,3.39,3.16,4.87,813582,8443,29373,688,1583
Andorra,Mobiland/STA,213/03,21:00,-78,-14,4,4.5,1.14,15.3,513274,1.34,3.95,1.25,816890,11089,32896,1771,2242
Spain,Telefonica Moviles(SPAIN),214/07,21:00,-84,-9,5.47,2,2.45,19.5,769312,1.31,2.52,0.82,108846,4973,12278,3782,517
Spain,Vodafone (AirTel),214/01,21:00,-101,-6,3.83,1.1,7.76,8.9,874328,0.52,3.23,6.61,812709,15345,34120,4834,1055
Italy,TIM (Telecom Italia),222/01,21:00,-111,-14,3.42,2.06,1.33,5.1,776875,4.61,1.06,1.81,357077,46309,5189,441,603
Italy,H3G(ITALY),222/99,21:00,-108,-14,3.44,5.24,0.84,0.7,946201,4.66,5.5,3.55,625818,33460,18994,1051,295
Italy,Vodafone Omnitel,222/10,21:00,-87,-16,3.21,5.05,9.81,10.9,403748,1.42,2.12,10.65,152856,19375,44020,3897,1274
Switzerland,Swisscom,228/01,21:00,-76,-7,4.19,1.1,11.86,8.2,528438,1.89,5.35,0.3,649015,37558,18315,3152,510
Switzerland,Sunrise DiAx,228/02,21:00,-110,-14,4.69,5.42,5.4,5.8,539293,1.37,4.13,6.1,559190,28426,2709,1264,484
United Kingdom,Everything Everywhere,234/30,21:00,-68,-10,0.66,2.75,8.31,11.4,250964,0.72,4.3,1.07,139094,31648,32991,2463,204
United Kingdom,Telefonica O2 (CellNet),234/10,21:00,-102,-9,2.75,5.34,10.23,12.3,327132,2.3,1.97,7.92,952580,24449,2194,408,2851
United Kingdom,Jersey Telecom (JT-Wave),234/50,21:00,-104,-14,5.18,2,1.54,14.2,801110,0.2,2.51,8.41,683486,9798,28148,805,846
United Kingdom,Everything Everywhere (ex-Orange),234/33,21:00,-64,-9,0.73,3.97,1.43,3.8,469515,1.24,1.89,9.24,466398,37451,22085,2437,927
Sweden,Tele2 - Comviq,240/07,21:00,-97,-10,1.23,1.45,8.35,8.3,520480,2.21,0.26,4.49,624376,46344,18636,2283,2960
Sweden,"Telenor (Vodafone,Europolitn)",240/08,21:00,-98,-12,3.74,4.11,8.93,1,176310,1.95,2.39,7.8,776756,40489,27456,1820,2511
Norway,NetCom TeliaSonera,242/02,21:00,-91,-9,4.74,4.94,10.13,18.6,932940,1.13,0.36,1.86,310922,8969,29215,4598,2677
Estonia,EMT,248/01,21:00,-108,-16,0.6,1.56,7.6,0.9,767191,3.11,0.54,0.45,731167,36133,41843,4212,1896
Russia,Vimpelcom Beeline (KB Impuls),250/99,21:00,-118,-15,4.35,2.42,1.84,12.7,848475,4.95,1.86,2.21,709513,21703,29376,3057,1510
Poland,P4 Play,260/06,21:00,-80,-13,3.74,4.54,8.13,10.8,438729,3.54,1.18,7.01,109110,25858,32301,2336,2156
Germany,E-Plus,262/03,21:00,-81,-12,1.98,0.49,3.91,13,823335,2.7,4.83,4.25,156247,3255,41677,1593,890
Germany,Telekom Deutschland (T-Mobile),262/01,21:00,-90,-9,1.46,2.62,6.95,12,281014,1.98,2.78,3.86,771824,15799,43803,3256,2980
Germany,Telefonica O2/viag,262/07,21:00,-118,-15,2.43,3.84,2.29,10.6,305040,3.05,1.77,1.75,296723,32291,23561,4756,2542
Portugal,TMN,268/06,21:00,-87,-12,0.3,2.58,6.96,17.7,878805,5.03,4.92,0.4,807478,3475,2142,2478,1398
Turkey,AVEA (IS-TIM Aria),286/03,21:00,-68,-10,3.72,0.53,8.96,19.3,251477,3.36,3.12,1.63,817637,22255,37470,434,2951
MACEDONIA,T-Mobile (Mobimak),294/01,21:00,-109,-14,1.67,3.24,2.35,11.6,928539,0.86,3.18,0.27,381015,32580,38024,427,44
Canada,Rogers Wireless,302/61,21:00,-77,-16,0.68,4.43,1.54,17.5,838327,2.78,4.58,6.19,836470,13936,9299,536,1309
Canada,Rogers Wireless,302/22,21:00,-83,-12,4.25,1.44,2.31,9.2,502063,1.01,0.09,0.13,630999,8934,3735,2091,481
United States of America ,AT&T,310/41,21:00,-108,-14,0.24,4.53,11.97,18,671554,2.93,3.32,7.35,604579,15768,22550,2311,587
United States of America ,T-Mobile,310/26,21:00,-111,-15,1.69,5.39,3.31,4.3,412218,1.39,1.96,6.44,383083,11488,27237,3665,1857
United States of America ,Southern Communications dba Southern LINC,310/15,21:00,-120,-16,2.02,5.01,5.25,19.6,352452,2.4,0.93,6.96,370969,48496,35141,4882,496
Unted States,Verizon Wireless,311/48,21:00,-115,-8,0.91,2.94,2.41,3.9,848014,2.52,2.68,5.6,306604,43292,30460,2760,919
India,Airtel (Kolkata),404/31,21:00,-86,-16,3.84,5.01,6.27,15.3,248348,1.96,2.43,10.54,841772,46100,22154,3648,555
India,Airtel (Andhra Pradesh),404/49,21:00,-65,-8,0.41,2.36,0.43,8.8,206377,1.78,0.36,8.16,561879,14699,34464,2912,1028
India,Airtel (Mumbai),404/92,21:00,-77,-15,5.24,1.08,0.71,18.8,765745,2.13,3.64,7.87,258978,2164,32412,453,2418
India,Airtel (Kerala),404/95,21:00,-69,-15,5.12,4.99,5.74,3.4,582765,0.59,3.1,5.08,352003,16163,49219,706,790
India,AirTel (Chennai),404/03,21:00,-98,-8,3.33,2.5,8.9,8.9,524495,4.55,5.21,2.55,515491,35354,19325,4061,1581
India,Vodafone India (Mumbai) Hutchison Orange,404/20,21:00,-61,-6,5.28,5.04,7.81,11.2,343741,4.03,1.91,2.57,192076,41510,15145,3793,1521
India,Airtel (Karnataka),404/45,21:00,-86,-14,2.82,5.32,10.02,3.2,457977,2.39,5.43,6.94,920654,26644,12727,528,2160
India,Airtel (Maharashtra & Goa),404/90,21:00,-66,-14,0.66,3.97,7.77,15.6,472502,1.63,4.82,9.2,507326,42622,9899,3262,365
India,India(404),404/94,21:00,-64,-14,1.12,3.07,2.82,7.2,790373,2.9,3.08,8.87,339086,45168,44458,574,2962
India,AirTel (Chennai),404/02,21:00,-68,-12,5.19,0.06,6.97,7.2,886445,3.51,3.41,7.74,714641,14071,29694,2120,42
India,Airtel (Uttar Pradesh W),404/97,21:00,-93,-8,3.68,5.02,11.79,13,177503,3.34,1.56,1.47,513776,24712,23159,1278,1423
India,Vodafone (New Delhi) Hutchision Essar,404/11,21:00,-88,-7,0.29,1.23,9.3,3,658628,2.51,3.81,9.53,538054,19949,18304,4473,2946
India,AirTel (Chennai),404/40,21:00,-73,-13,3.66,4.24,3.76,18.7,326015,1.32,3.08,7.23,444437,33068,16937,1891,421
India,"Airtel (Rajasthan),Hexacom",404/70,21:00,-70,-10,0.59,2.17,4.57,2.3,533584,2.12,4.14,10.75,320649,17557,48230,3902,2079
India,Airtel (Madhya Pradesh),404/93,21:00,-79,-13,1.02,0.39,0.99,18.9,101766,4.73,3.51,2.19,440960,14790,19080,3461,1886
India,Airtel (Haryana),404/96,21:00,-104,-8,2.39,0.52,11.77,4.6,997438,3.6,3.87,8.92,543017,24680,36171,2770,146
India,Airtel (Delhi),404/10,21:00,-104,-9,0.57,3.22,5.49,1.2,233912,0.31,5.09,5.58,706325,23228,15029,2081,89
India(405),,405/52,21:00,-76,-9,2.15,1.77,9.48,15.7,838506,1.5,2.19,4.88,266928,15898,42516,143,2393
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,21:00,-78,-12,2.77,4.77,7.21,17,374786,2.51,3.72,3.94,299202,18223,31412,3437,2649
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,21:00,-91,-7,1.93,3.91,3.56,10.5,933374,1.2,3.27,5.07,209705,25817,4321,828,1255
Sri Lanka,Bharti Airtel,413/05,21:00,-86,-16,1.5,3.29,6.32,14.8,641926,4.51,4.06,4.59,876087,21151,43576,1172,1550
Sri Lanka,Dialog Axiata (ex MTN),413/02,21:00,-117,-15,1.75,1.52,0.29,16.7,788506,2.45,2.62,0.85,926267,23086,24533,2341,871
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,21:00,-63,-9,4.86,0.81,10.47,9.6,882052,1.6,4.91,6.04,990288,33744,23432,761,2866
Myanmar,Ooredoo Myanmar,414/05,21:00,-76,-14,2.22,3.18,10.87,15.4,476467,4.75,2.51,8.08,525630,48232,47189,1340,2338
Myanmar,Myanmar Post and Telecommunication,414/01,21:00,-62,-11,4.19,0.94,5.08,6.7,175874,2.48,4.03,10.63,693786,30063,31154,1389,1171
Saudi Arabia,Mobily,420/03,21:00,-103,-13,2.22,2.32,8.51,2.4,712976,5.47,1.31,8.53,914499,21880,2868,1327,71
Saudi Arabia,Saudi Telecom Company,420/01,21:00,-119,-7,5.4,2.52,5.96,2.9,250590,3.13,0.49,11.93,271314,20627,33727,1936,88
United Arab Emirates,Etisalat(UAE),424/02,21:00,-94,-7,4.18,2.99,6.24,17.3,938095,1.08,2.69,9.77,697576,33976,42622,1564,2718
Bahrain,Batelco,426/01,21:00,-99,-13,4,5.25,11.28,14.2,306159,4.93,5,9.69,526814,19086,26142,4677,903
Qatar,Q-Tel,427/01,21:00,-77,-10,4.28,4.03,9.4,1.1,215449,4.81,3.84,0.42,350036,46067,10074,3711,2431
Japan,NTT Docomo,440/10,21:00,-108,-16,3.69,0.55,7.55,13.6,515301,2.12,4.93,2.69,726081,28358,26693,1590,273
Japan,Soft Bank (Vodafone KK),440/20,21:00,-113,-8,0.44,1.48,10.79,7.8,951819,4.04,5.1,9.65,822308,5082,16292,2035,2313
South Korea,LGT Telcom,450/06,21:00,-92,-10,4.69,5.45,9.01,15.8,154451,4.52,0.15,7.88,248523,14623,1689,3120,122
South Korea,SK Telecom,450/05,21:00,-111,-14,2.29,1.33,11.37,17,247814,0.11,0.9,4.95,719879,23106,29133,3024,1087
Vietnam,Viettel,452/04,21:00,-83,-7,2.34,4.07,1.93,12.6,811097,4.15,2.52,5.77,627655,2461,8384,771,485
Vietnam,Vinaphone,452/02,21:00,-95,-7,2.96,4.04,0.56,15.9,261052,0.47,3.8,3.86,296305,10149,21780,4040,2269
Vietnam,Vietnam Mobile Telecom (VMS),452/01,21:00,-103,-15,3.79,4.39,8.91,1.7,293409,5.24,1.74,8.44,853661,7489,21053,393,363
Hongkong,CSL (C&W),454/00,21:00,-117,-8,0.58,3.87,2.72,14.5,117968,2.77,3.37,2.75,129447,34194,39444,2241,724
Hongkong,PCCW-HKT Telephone Limited,454/19,21:00,-93,-9,3.11,1.44,4.09,9.3,291121,4.41,3.45,1.56,267941,3111,39027,2436,1451
Hongkong,China Mobile - Peoples,454/12,21:00,-89,-8,3.82,5.46,2.66,7.4,253284,4.62,0.57,10.6,690516,27599,29240,4078,1272
Hongkong,H3G(HONG KONG),454/03,21:00,-68,-16,3.92,2.31,4.26,16.3,168298,3.83,0.22,0.1,228812,4313,23370,4187,1385
Macao,Hutchison 3,455/03,21:00,-61,-11,2.27,0.82,9.55,8,666673,0.58,2.81,3.78,351534,39547,16174,1324,2680
Macao,CTM,455/01,21:00,-79,-10,0.38,0.76,2.39,8.8,233659,4.83,5.1,10.84,568661,37189,7117,1554,106
CAMBODIA,CamGSM Mobitel,456/01,21:00,-81,-7,1.39,1.19,6.11,10.3,125417,1.71,5.08,4.08,732943,15735,8753,2109,2853
CAMBODIA,Viettel,456/08,21:00,-110,-8,0.28,4.44,8.4,1.3,899287,2.69,1.76,1.93,950062,8695,27160,774,2518
CAMBODIA,Latelz Co. Ltd,456/06,21:00,-64,-6,0.77,4.2,10.77,11.6,589820,3.08,1.77,10.85,995736,2998,30383,2048,2261
China,China Mobile,460/00,21:00,-65,-14,0.31,1.87,7.25,3,187803,1.4,3.22,3.65,569523,28629,37065,42,546
China,China Mobile,460/07,21:00,-91,-12,2.58,4.67,8.77,11.5,143092,4.49,1.7,1.17,447811,45887,26043,2790,1131
China,China Mobile,460/02,21:00,-108,-11,5.04,2.71,11.78,19,574444,0.62,5.46,2.07,406499,32681,3402,4871,213
China,China Unicom,460/01,21:00,-86,-12,3.82,0.42,6.41,12.7,973517,4.62,0.8,5.68,237716,42770,13619,2475,197
Taiwan,Taiwan Mobile (ex TCC),466/97,21:00,-67,-7,0.17,3.74,5.51,16.1,710057,3.62,1.59,6.37,641610,31906,6719,1086,922
Taiwan,Chunghwa Telecom,466/92,21:00,-86,-8,2.87,1.45,4.38,2,166499,1.28,0.47,2.79,340015,24265,12935,2971,1805
Taiwan,Fareastone,466/01,21:00,-98,-16,2.01,1.16,5.06,2.7,900860,5.25,0.79,10.54,240076,38895,26362,1219,1142
Malaysia,Maxis,502/12,21:00,-89,-9,2.03,3.05,1.99,3.2,230117,3.12,2.19,4.9,910213,39822,22831,2781,1970
Malaysia,Celcom,502/19,21:00,-105,-11,0.54,3.98,11.07,5.3,790567,0.97,2.8,0.86,188162,20972,2522,4149,2853
Malaysia,U Mobile Sdn Bhd,502/18,21:00,-63,-8,2.59,4.22,3.61,9.4,508916,3.01,3.17,3.21,853799,7005,25407,4981,496
Malaysia,DiGi  Telecommunication,502/16,21:00,-109,-8,3.08,0.8,0.21,12.7,473245,2.57,1.4,0.81,802505,3986,44783,820,2329
Australia,Optus,505/02,21:00,-62,-6,3.66,1.53,4.91,7.2,671940,5.2,0.38,10.13,811729,33492,26553,3129,2072
Australia,Telstra,505/01,21:00,-109,-7,0.73,2.38,4.69,13.5,161213,2.15,1.88,10.01,114274,24526,10034,2121,1843
Indonesia,Telkomsel,510/10,21:00,-113,-11,3.48,2.25,6.64,15.6,510719,3.41,1.9,5.22,244571,23866,34259,4708,1909
Indonesia,Hutchison,510/89,21:00,-119,-10,5.18,3.63,0.96,1.6,536733,3.8,2.53,9.76,874016,42611,24783,518,1735
Indonesia,Excelcom Indo,510/11,21:00,-119,-15,1.61,2.2,2.7,2.2,504305,4.2,0.05,8.24,120480,9307,39639,1478,314
Philippines,Globetel,515/02,21:00,-102,-13,3.81,4.88,6.19,3.2,643683,5.03,0.36,9.45,522541,15109,37132,3244,2066
Philippines,Digitel (Sun Cellular),515/05,21:00,-102,-7,1.09,0.88,9.53,15.6,134341,5.16,4.94,9.71,756408,27194,47524,1181,2072
Thailand,Advanced Wireless Network Company Ltd.,520/03,21:00,-62,-6,4.05,3.45,8.48,16.1,781116,0.91,1.82,11.25,423770,6849,48428,1104,613
Thailand,True Move  HSPA,520/00,21:00,-62,-15,2.74,3.74,8.39,16.9,606953,5.3,1.38,9.38,966972,6491,21986,4479,781
Thailand,Total Access (DTAC),520/05,21:00,-105,-8,4.28,1.71,5.96,20,241461,1.68,3.4,5.2,501125,19473,38751,4325,1643
Singapore,Starhub,525/05,21:00,-118,-13,4.86,2.99,11.65,15.8,228481,3.8,1.05,9.49,305609,26204,32998,4674,1969
Singapore,Mobile One,525/03,21:00,-89,-16,5.09,1.66,0.24,1.4,823291,5.26,2.26,11.78,475128,40147,25056,4312,329
Brunei,B-Mobile,528/02,21:00,-84,-10,3.5,3.22,9.7,10.5,377552,1.45,4.5,9.43,284879,2415,30861,446,1109
Brunei,DST,528/11,21:00,-106,-16,1.12,2.94,9.26,8.7,770942,4.03,2.01,0.3,559669,34084,12423,4566,903
New Zealand,Telecom New Zealand,530/05,21:00,-74,-14,5.22,3.99,7.13,17.8,476807,3.11,3.49,9.55,203802,33968,26229,1697,66
New Zealand,Vodafone(NEW ZEALAND),530/01,21:00,-62,-11,1.27,1.62,5.05,8,520240,1.69,3.25,3.08,112160,27117,9981,437,141
New Zealand,Two Degrees (NZ Communications),530/24,21:00,-63,-6,1.1,3.75,10.6,15.6,468468,2.25,0.49,5.87,597097,30275,39342,1136,2750
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,21:00,-82,-9,5.12,1.24,9.66,10.7,259918,1.56,1.62,2.82,309128,38491,3751,1527,169
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,22:00,-117,-12,0.58,3.26,1.13,12,121068,4.82,4.54,0.24,230102,39789,38006,4106,1621
Netherlands,T-mobile (ex Ben),204/16,22:00,-101,-12,4.27,0.27,9.14,12.2,281904,4.17,0.41,9.22,682805,32206,46708,675,1395
Netherlands,KPN (iBasis),204/08,22:00,-117,-14,3.14,5.37,1.87,9.4,742184,3.31,2.88,9.69,973493,39447,46295,3500,1350
Belgium,Belgacom Mobile,206/01,22:00,-109,-16,1.87,1.63,4.18,14.4,237391,5.41,2.49,2.47,258896,31731,34410,4755,2957
France,Bouygues,208/20,22:00,-96,-14,1.62,3.68,0.28,7.1,780505,1.31,1.74,6.2,861791,18913,10719,300,142
France,Free Mobile,208/15,22:00,-106,-15,3.49,5.4,2.05,6.1,427457,4.85,0.5,5.87,799016,6565,3532,3523,2291
France,SFR (Cegetel),208/10,22:00,-109,-15,2.55,5.24,9.68,8.7,896206,0.5,5.04,11.21,993957,29928,2522,4203,999
Andorra,Mobiland/STA,213/03,22:00,-95,-7,3.59,0.76,6.64,6.2,931462,1.44,4.13,10.65,346737,21201,7577,689,668
Spain,Telefonica Moviles(SPAIN),214/07,22:00,-69,-16,1.76,4.23,5.49,18,542010,1.94,0.06,8.97,972050,12846,25393,4018,562
Spain,Vodafone (AirTel),214/01,22:00,-62,-12,3.37,2.07,4.44,17.1,277435,4.19,2.57,3.37,681509,32632,10179,3160,2789
Italy,TIM (Telecom Italia),222/01,22:00,-88,-16,2.82,2.95,9.61,13.8,149699,5.43,1.77,3.37,340221,46626,31230,255,1856
Italy,H3G(ITALY),222/99,22:00,-118,-16,4.92,4.54,6.85,9.9,534286,4.21,4.56,0.66,289516,4234,20077,2749,1842
Italy,Vodafone Omnitel,222/10,22:00,-102,-14,2.91,4.03,3.14,16.1,267413,5.07,4.04,11.68,105504,5761,3890,3131,837
Switzerland,Swisscom,228/01,22:00,-95,-11,1.21,5.02,4.16,5.6,268962,4.84,1.09,7.82,241769,20901,19853,1339,2541
Switzerland,Sunrise DiAx,228/02,22:00,-76,-10,5.09,1.43,11.5,3.8,895087,2.54,4.8,2.1,632359,20441,12562,1052,1316
United Kingdom,Everything Everywhere,234/30,22:00,-80,-11,2.5,1.81,5.55,3.1,165945,2.45,1.56,6.58,744604,18453,28742,353,1311
United Kingdom,Telefonica O2 (CellNet),234/10,22:00,-65,-11,0.38,0.96,6.84,8,472314,2.02,2.28,1.55,129578,24814,27150,2239,1379
United Kingdom,Jersey Telecom (JT-Wave),234/50,22:00,-81,-11,1.15,3.1,2.38,5.2,199995,3.26,4.59,4.65,751250,31710,11988,4698,2409
United Kingdom,Everything Everywhere (ex-Orange),234/33,22:00,-90,-7,0.56,0.75,6.5,11.1,853674,5.06,1.27,5.67,456840,10699,10166,158,1821
Sweden,Tele2 - Comviq,240/07,22:00,-86,-6,1.33,1.75,10.61,8.1,492867,2.8,3.38,6.89,810793,44799,11210,99,1572
Sweden,"Telenor (Vodafone,Europolitn)",240/08,22:00,-87,-11,5,2.55,8.15,8.3,886763,3.73,4.57,7.4,523652,44524,25081,1254,392
Norway,NetCom TeliaSonera,242/02,22:00,-97,-11,4.59,2.85,2.66,0.5,373255,1.05,5.41,5.38,655935,35424,35917,691,2280
Estonia,EMT,248/01,22:00,-89,-7,0.44,0.25,11.07,14.1,436727,3.08,2.47,6.69,154858,24816,24726,2760,2466
Russia,Vimpelcom Beeline (KB Impuls),250/99,22:00,-110,-6,0.74,2.29,7,6.8,578854,2.14,0.26,1.33,109847,3373,26370,776,80
Poland,P4 Play,260/06,22:00,-69,-6,3.16,3.98,3.91,5.5,741771,1.15,3.9,8.09,657163,31469,30994,348,1663
Germany,E-Plus,262/03,22:00,-114,-7,2.17,3.03,4.89,8.9,315631,1.66,2.14,3.92,424864,16950,32775,2222,26
Germany,Telekom Deutschland (T-Mobile),262/01,22:00,-96,-13,2.68,2.27,7.59,1.4,757667,3.07,3.47,9.82,558484,40778,30822,3051,2253
Germany,Telefonica O2/viag,262/07,22:00,-105,-9,0.16,3.09,5.07,5.2,595986,1.12,4.11,2.25,807622,38552,31196,259,2436
Portugal,TMN,268/06,22:00,-116,-9,3.88,4.5,2.44,10.5,347302,0.21,4.16,8.21,467645,7737,24448,4953,2307
Turkey,AVEA (IS-TIM Aria),286/03,22:00,-92,-8,4.61,2.09,9.47,17.8,414661,0.44,2.72,1.27,489026,5265,28081,1574,2785
