,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
Japan,Soft Bank (Vodafone KK),440/20,9:55,-76,-9,0.68,2.49,9.56,9.9,567684,4.56,0.92,9.08,369065,16592,5066,3451,2435
South Korea,LGT Telcom,450/06,9:55,-101,-12,2.84,5.24,11.91,15.5,682508,2.72,0.09,0.41,324116,27656,37467,393,336
South Korea,SK Telecom,450/05,9:55,-108,-13,4.09,2.51,1.19,8.9,956531,1.89,3.78,11.58,282930,39021,49530,1713,2484
Vietnam,Viettel,452/04,9:55,-94,-14,4.48,0.32,8.85,1.2,493195,2.55,0.72,1.53,208790,41019,32618,246,1600
Vietnam,Vinaphone,452/02,9:55,-63,-7,2.59,1.25,6.83,12.2,462835,1.46,3.91,10.61,486656,49372,5945,1830,2829
Vietnam,Vietnam Mobile Telecom (VMS),452/01,9:55,-73,-10,1.46,4.62,1.27,8.1,631632,3.62,3.5,11.35,940019,32903,8555,4243,1985
Hongkong,CSL (C&W),454/00,9:55,-62,-10,1.88,4.63,0.15,17.4,497551,3.82,0.23,9.27,411375,19632,4989,1441,824
Hongkong,PCCW-HKT Telephone Limited,454/19,9:55,-86,-15,0.56,4.83,4.39,8.4,272201,0.16,4.76,4.42,387016,31664,49141,4174,1931
Hongkong,China Mobile - Peoples,454/12,9:55,-102,-16,1.24,0.19,0.35,19.8,858673,2.42,4.33,4.54,267126,32538,1531,1532,842
Hongkong,H3G(HONG KONG),454/03,9:55,-117,-12,1.31,2.22,9.43,6.2,259296,0.9,2.93,8.8,336484,25151,49650,4325,1747
Macao,Hutchison 3,455/03,9:55,-111,-8,3.21,4.79,10.66,19.5,166528,1.97,2.55,11.47,273497,14128,27898,1219,2413
Macao,CTM,455/01,9:55,-81,-14,4.81,0.58,4.53,17.2,269299,1.46,5.22,7.43,398273,5358,1704,3473,721
CAMBODIA,CamGSM Mobitel,456/01,9:55,-112,-16,2,3.54,6.75,5,840674,5,2.92,6.76,982228,33976,31301,4080,1928
CAMBODIA,Viettel,456/08,9:55,-77,-10,3.72,1.85,2.96,20,954987,4.39,5.35,11.69,292562,28381,43436,4577,1095
CAMBODIA,Latelz Co. Ltd,456/06,9:55,-98,-14,1.36,2.25,6.88,3.2,763786,4.53,3.66,4.33,566648,14500,13079,3992,255
China,China Mobile,460/00,9:55,-105,-13,3.82,3.48,4.33,19.8,874260,4.22,0.11,1.32,736822,25064,15590,2210,1208
China,China Mobile,460/07,9:55,-103,-6,2.51,2.12,2.08,18.2,104318,1.15,4.16,8.73,907373,31102,31934,4597,477
China,China Mobile,460/02,9:55,-115,-9,2.73,1.11,9.3,2.4,667298,2.33,3.36,4.7,453794,40050,10967,3990,2980
China,China Unicom,460/01,9:55,-92,-15,0.86,1.02,0.72,6.6,474682,1.42,4.93,9.42,728576,49382,43510,2728,2944
Taiwan,Taiwan Mobile (ex TCC),466/97,9:55,-78,-16,5.03,3.01,8.88,8.7,105110,3.79,2.22,2.05,773143,30740,14260,5000,1253
Taiwan,Chunghwa Telecom,466/92,9:55,-78,-8,5.13,1.26,1.47,19.9,926712,1.36,0.27,10.58,828774,30400,8085,4679,1114
Taiwan,Fareastone,466/01,9:55,-107,-8,3.78,0.9,1.27,6.7,798469,1.13,1.28,11.98,867623,23619,11638,4493,883
Malaysia,Maxis,502/12,9:55,-80,-7,2.23,1.76,7.34,12.8,170398,2.71,5.05,11.73,378176,10436,45828,1197,1498
Malaysia,Celcom,502/19,9:55,-86,-16,2.48,4.76,10.13,14.6,521011,3.99,1.57,11.67,192897,44768,41096,1839,2405
Malaysia,U Mobile Sdn Bhd,502/18,9:55,-63,-8,1.71,4.02,5,8,883083,3.2,1.3,1.24,466731,45537,3617,4233,1982
Malaysia,DiGi  Telecommunication,502/16,9:55,-92,-8,4.01,3.1,7.98,8.2,179665,5.15,1.36,3.01,688221,40463,24298,4745,1675
Australia,Optus,505/02,9:55,-69,-14,4.08,1.29,1.46,17.3,502976,3.26,1.36,11.01,728667,20530,15384,4034,1522
Australia,Telstra,505/01,9:55,-93,-15,0.19,4.18,9.14,5.7,984604,5.13,0.63,8.67,339112,11330,4902,4398,1528
Indonesia,Telkomsel,510/10,9:55,-83,-11,2.97,4.7,2.94,14.8,799019,5.44,3.35,10.19,397583,46073,16462,1046,1607
Indonesia,Hutchison,510/89,9:55,-80,-14,1.73,3.23,5.93,12.5,134261,1.59,2.88,10.89,894947,33477,46467,1300,2238
Indonesia,Excelcom Indo,510/11,9:55,-82,-9,4.71,5.43,3.85,13.9,713065,0.14,2.65,6.28,830172,42549,3210,1997,609
Philippines,Globetel,515/02,9:55,-107,-7,2.15,4.51,0.05,0.8,479284,0.77,3.35,8.57,980495,23780,39695,3718,1824
Philippines,Digitel (Sun Cellular),515/05,9:55,-120,-9,4.26,1.94,8.62,7.9,689166,4.45,0.19,3.99,576767,26800,35330,3268,2723
Thailand,Advanced Wireless Network Company Ltd.,520/03,9:55,-87,-13,2.45,2.23,3.91,14.3,948659,1.39,2.63,9.91,411321,33718,25414,2176,346
Thailand,True Move  HSPA,520/00,9:55,-64,-6,1.22,4.52,7.47,1.4,349014,0.99,4.59,5.71,361049,7054,27702,4908,1972
Thailand,Total Access (DTAC),520/05,9:55,-62,-10,3.37,3.01,5.21,8,408919,5.16,0.3,9.26,539498,4354,36238,3663,870
Singapore,Starhub,525/05,9:55,-117,-14,1.4,3.85,7.19,20,706977,2.85,4.03,10.23,324014,25001,19810,347,2782
Singapore,Mobile One,525/03,9:55,-107,-15,2.46,4.81,2.86,16,797220,5.25,2.65,4.56,332485,4971,32151,248,934
Brunei,B-Mobile,528/02,9:55,-62,-8,2.15,3.83,9.21,7.8,654905,5.04,3.34,8.73,257242,29000,24982,2309,1673
Brunei,DST,528/11,9:55,-81,-11,4.81,0.5,2.89,10.9,836868,2.79,2.75,8.27,395419,8707,45166,1953,2841
New Zealand,Telecom New Zealand,530/05,9:55,-88,-7,4.07,2.35,2.66,14.1,549498,4.76,1.9,3.85,411813,1466,2917,676,2639
New Zealand,Vodafone(NEW ZEALAND),530/01,9:55,-115,-15,0.4,1.79,9.58,3.3,441786,1.16,3.55,3.27,331173,41574,40622,74,853
New Zealand,Two Degrees (NZ Communications),530/24,9:55,-66,-8,2.03,4.3,6.27,19.6,656595,3.69,1.85,4.21,693409,9268,21119,2095,1336
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,9:55,-98,-14,1.28,4.2,7.1,7.4,807686,5.16,1.08,10.45,203927,28551,2941,4129,1975
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,10:00,-87,-14,4.12,3.35,11.27,11.3,363301,3.27,4.88,6.37,458862,23986,8278,252,2925
Netherlands,T-mobile (ex Ben),204/16,10:00,-119,-9,2.6,3.58,4.57,1.6,894908,4.59,4.77,2.57,902309,6309,40529,4305,112
Netherlands,KPN (iBasis),204/08,10:00,-74,-6,1.06,3.85,6.77,17.7,434465,3.83,2.93,6.94,673162,41976,38689,1264,2122
Belgium,Belgacom Mobile,206/01,10:00,-107,-14,2.37,1.68,6,7.3,877714,3.7,0.66,6.26,179116,22011,6545,54,461
France,Bouygues,208/20,10:00,-73,-7,2.92,2.78,2.57,10.6,423357,0.43,2.09,10.8,453932,42455,32903,1843,233
France,Free Mobile,208/15,10:00,-98,-11,2.27,5.19,8.57,11,671416,0.97,3.59,7.36,519208,33287,10509,2725,2399
France,SFR (Cegetel),208/10,10:00,-118,-14,1.39,2.48,2.09,9.1,777730,0.74,4.56,6.87,842234,21398,13331,2094,688
Andorra,Mobiland/STA,213/03,10:00,-98,-9,2.9,1.34,10.81,5.4,594253,2.06,1.01,6.88,432537,34552,32033,1987,924
Spain,Telefonica Moviles(SPAIN),214/07,10:00,-101,-6,5.14,1.72,5.15,2.8,988020,4.91,5.04,4.16,213440,3901,2552,2500,2063
Spain,Vodafone (AirTel),214/01,10:00,-60,-6,2.28,4.69,4.35,2.5,393762,0.3,4.95,11.62,348053,46016,9900,4113,937
Italy,TIM (Telecom Italia),222/01,10:00,-79,-10,3.01,1.35,11.77,1.7,754388,3.53,5,9.08,165590,16286,5560,2478,1199
Italy,H3G(ITALY),222/99,10:00,-64,-12,0.78,1.58,3.61,15.1,175557,5.46,4.84,6.63,617437,19473,23945,3015,2182
Italy,Vodafone Omnitel,222/10,10:00,-77,-13,0.36,2.73,6.33,14.6,589493,1.66,3.43,9.1,672542,34111,7678,372,2962
Switzerland,Swisscom,228/01,10:00,-118,-9,2.12,1.8,10.33,0.5,798046,2.08,0.91,9.12,206549,37445,8068,3002,832
Switzerland,Sunrise DiAx,228/02,10:00,-92,-6,0.11,1.11,2.3,16.4,303119,0.55,1.97,6.67,973683,34349,34256,621,2942
United Kingdom,Everything Everywhere,234/30,10:00,-112,-8,5.06,3.3,0.84,4.3,595787,3.26,0.8,10.21,980252,18627,7674,4810,96
United Kingdom,Telefonica O2 (CellNet),234/10,10:00,-71,-10,5.31,2.27,10.25,18.2,529694,2.16,3.26,11.89,609113,48090,6425,4530,2029
United Kingdom,Jersey Telecom (JT-Wave),234/50,10:00,-108,-16,2.5,4.41,10.73,2.3,308287,4.32,1.01,8.18,605983,1503,20437,1326,361
United Kingdom,Everything Everywhere (ex-Orange),234/33,10:00,-97,-6,2.62,1.19,2.98,15.5,115908,1.3,2.27,7.82,861978,44984,30915,3014,1775
Sweden,Tele2 - Comviq,240/07,10:00,-99,-15,3.58,0.61,5.79,8,789655,1.63,1.62,3.44,708166,14281,24078,1528,1314
Sweden,"Telenor (Vodafone,Europolitn)",240/08,10:00,-66,-16,4.02,0.35,0.59,0.9,139591,2.76,4.72,0.13,541672,23490,20605,2375,1428
Norway,NetCom TeliaSonera,242/02,10:00,-81,-15,3.08,4.15,4.33,16.3,879816,1.71,2.16,3.51,856569,3973,5574,4586,2836
Estonia,EMT,248/01,10:00,-63,-13,3.74,4.71,8.21,19.1,781614,4.36,1.53,2.93,524871,21553,45733,3305,7
Russia,Vimpelcom Beeline (KB Impuls),250/99,10:00,-93,-10,2.07,4.22,11.19,6.4,396616,1.11,0.67,5.11,553859,34557,21092,4669,1812
Poland,P4 Play,260/06,10:00,-80,-14,0.4,3.89,1.7,19.7,906006,4.09,2.66,4.04,933713,46879,15024,4905,1833
Germany,E-Plus,262/03,10:00,-102,-7,5.4,2.14,5.02,18.5,274395,5.09,4.65,10.59,870748,45013,25539,3316,1842
Germany,Telekom Deutschland (T-Mobile),262/01,10:00,-86,-12,4.64,1.4,5.03,1.1,733499,3.44,2.94,6,736428,40716,1500,4307,2562
Germany,Telefonica O2/viag,262/07,10:00,-93,-11,1.76,4.01,8.1,11.7,849962,3.83,3.77,3.33,526057,21490,45197,4694,814
Portugal,TMN,268/06,10:00,-60,-14,2.93,3.21,8.09,7,629534,1.26,4.02,9.11,565285,39320,30105,127,2197
Turkey,AVEA (IS-TIM Aria),286/03,10:00,-112,-16,3.06,1.88,1.26,0.6,718142,3.61,2.36,9.87,724119,9368,48353,4266,2732
MACEDONIA,T-Mobile (Mobimak),294/01,10:00,-80,-8,5.14,3.9,5.96,16.3,990909,2.7,0.77,0.4,329795,9874,42032,4952,1960
Canada,Rogers Wireless,302/61,10:00,-89,-10,0.89,4.12,10.22,13.4,381104,0.62,2.12,5.44,456812,31572,44372,2513,588
Canada,Rogers Wireless,302/22,10:00,-85,-7,2.87,3.72,2.69,13.3,909385,1.94,3.33,4.78,314582,34992,46178,2739,1228
United States of America ,AT&T,310/41,10:00,-95,-14,3.53,4.8,3.85,2,504648,5.45,4.6,4.42,724665,43824,49839,703,2807
United States of America ,T-Mobile,310/26,10:00,-68,-8,2.95,2.52,6.62,0.6,182511,5.45,4.03,11.59,675597,30888,35657,3335,2436
United States of America ,Southern Communications dba Southern LINC,310/15,10:00,-105,-10,4.66,2.26,4.81,14.3,872566,4.44,1.58,4.39,641147,9293,19957,1774,933
Unted States,Verizon Wireless,311/48,10:00,-65,-8,3.81,5.38,3.18,5.2,912279,0.52,2.26,11.68,757421,3983,7799,2686,1253
India,Airtel (Kolkata),404/31,10:00,-73,-11,0.23,1.55,6.56,12.4,268315,0.23,3.76,8.42,617918,40633,3850,1150,2561
India,Airtel (Andhra Pradesh),404/49,10:00,-113,-11,5.43,1.46,1.69,1.4,649181,1.37,3.69,7.5,706358,38297,9842,3992,2816
India,Airtel (Mumbai),404/92,10:00,-68,-16,1.39,5.07,7.52,8.1,550679,2.37,2.82,1.25,278515,47045,28103,158,1675
India,Airtel (Kerala),404/95,10:00,-63,-13,4.17,3.68,0.29,9.4,923819,1.16,1.49,4.21,757365,5072,29062,3728,1806
India,AirTel (Chennai),404/03,10:00,-69,-13,2.44,0.77,9.69,18.7,205383,2.64,3.29,7.96,691800,43539,2084,430,1349
India,Vodafone India (Mumbai) Hutchison Orange,404/20,10:00,-112,-14,0.65,4.84,11.85,13.4,470027,2.07,5.27,5.95,976572,47775,12278,2300,1263
India,Airtel (Karnataka),404/45,10:00,-81,-15,5.37,3.61,3.47,9,603723,4.69,2.25,7.17,864691,40130,6410,4427,2270
India,Airtel (Maharashtra & Goa),404/90,10:00,-117,-16,5.29,5.46,3.42,17,492696,1.99,1.78,5.48,759490,25266,19633,2393,2395
India,India(404),404/94,10:00,-93,-8,4.47,4.71,10.94,9.9,310873,1.9,0.58,9.65,711525,15382,42610,3814,1516
India,AirTel (Chennai),404/02,10:00,-72,-7,4.06,4.98,7.21,18,518695,1.13,1.77,4.36,121323,44262,19406,4113,89
India,Airtel (Uttar Pradesh W),404/97,10:00,-114,-12,5.15,3.09,6.23,19.8,457316,4.88,3.32,8.76,853236,4889,47643,4129,2345
India,Vodafone (New Delhi) Hutchision Essar,404/11,10:00,-115,-14,3.17,1.29,8.17,14.5,478518,1.64,3.77,0.98,524610,25152,33272,878,2517
India,AirTel (Chennai),404/40,10:00,-110,-11,3.92,2.72,10.61,20,417948,2.83,2.11,8.07,658094,32143,14054,481,984
India,"Airtel (Rajasthan),Hexacom",404/70,10:00,-81,-10,0.41,5.38,8.05,19,764832,4.1,4.55,9.72,994627,16424,19442,1857,419
India,Airtel (Madhya Pradesh),404/93,10:00,-83,-14,2.09,0.39,10.26,16.3,836850,1.6,2.62,1.28,766114,27979,37408,1652,961
India,Airtel (Haryana),404/96,10:00,-85,-7,1.7,3.18,8.01,12.1,285859,3.9,5.15,6.36,533123,3092,23354,993,163
India,Airtel (Delhi),404/10,10:00,-90,-10,3.34,4.09,2.17,1.7,517967,4.69,1.81,6.38,461565,24841,14048,3724,325
India(405),,405/52,10:00,-91,-11,2.56,3.49,4.52,7.5,331622,1.53,4.2,9.69,805002,27488,26123,998,2145
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,10:00,-75,-15,0.06,2.15,4.77,4.6,536363,5.38,1.23,8.25,710271,45145,38816,4105,315
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,10:00,-115,-14,3.43,3.53,7.35,12,850929,2.64,5.04,0.73,665058,28972,36933,4388,756
Sri Lanka,Bharti Airtel,413/05,10:00,-115,-12,3.09,0.44,1.15,15,796112,4.67,2.32,5.66,283227,38554,6550,3051,146
Sri Lanka,Dialog Axiata (ex MTN),413/02,10:00,-93,-13,5.33,0.18,11.73,18.6,294733,3.65,3.69,7.09,505571,6957,22452,3555,426
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,10:00,-99,-10,4.13,1.56,3.64,6.1,909359,2.45,3.32,11.65,697595,44867,17797,2070,1095
Myanmar,Ooredoo Myanmar,414/05,10:00,-76,-7,4.78,2.43,7.74,8.7,371549,0.63,2.34,9.57,263393,22622,17492,3194,1472
Myanmar,Myanmar Post and Telecommunication,414/01,10:00,-65,-9,0.12,4.05,3.01,4.9,843678,2.42,1.02,6.05,765635,3229,15827,1941,2027
Saudi Arabia,Mobily,420/03,10:00,-88,-12,5.05,5.38,0.15,16.7,200069,1.86,3.01,3.52,524963,5228,26430,3401,2747
Saudi Arabia,Saudi Telecom Company,420/01,10:00,-89,-9,0.53,2.99,6.31,13.1,150926,5.22,1.39,7.94,505724,2097,34379,3349,176
United Arab Emirates,Etisalat(UAE),424/02,10:00,-120,-11,1.55,2.6,4.6,4.3,366839,5.3,0.47,10.84,423460,19195,22991,2649,962
Bahrain,Batelco,426/01,10:00,-70,-8,0.66,3.6,10.15,10.9,358226,2.46,0.3,8.42,199509,24254,18697,3977,1630
Qatar,Q-Tel,427/01,10:00,-95,-13,4.03,5.24,7.89,6.8,284832,2.23,3.95,1.86,824487,9150,25311,3878,899
Japan,NTT Docomo,440/10,10:00,-107,-11,2.33,2.56,5.78,3.4,209871,0.17,4.76,0.57,310805,40389,47119,681,1174
Japan,Soft Bank (Vodafone KK),440/20,10:00,-82,-11,5.05,0.24,3.52,4.9,442733,4.9,0.4,11.22,858768,34970,37544,2547,2771
South Korea,LGT Telcom,450/06,10:00,-96,-13,4.2,4.86,3.21,1.4,894719,3.4,0.21,2.48,724725,19797,21129,1542,1701
South Korea,SK Telecom,450/05,10:00,-101,-7,3.46,5.09,1.91,13.4,573748,2.55,4.03,4.56,937508,24680,46754,2879,2947
Vietnam,Viettel,452/04,10:00,-85,-12,1.91,4.41,0.36,11.9,332755,2.51,5.49,2.87,951579,39111,23903,237,2625
Vietnam,Vinaphone,452/02,10:00,-94,-10,2.83,3.42,3.57,2.4,373626,5.47,1.26,0.45,659586,46236,35793,4339,429
Vietnam,Vietnam Mobile Telecom (VMS),452/01,10:00,-118,-7,0.3,0.89,8.26,0.9,451092,4.65,3.14,10.97,366602,4790,15600,173,822
Hongkong,CSL (C&W),454/00,10:00,-118,-13,2.98,1.54,5.87,14.7,395148,0.66,1.8,8.61,392257,21867,41953,1118,2407
Hongkong,PCCW-HKT Telephone Limited,454/19,10:00,-88,-12,3.52,2.88,2.71,11.6,560248,4.21,1.47,0.21,199878,27604,25123,1139,1152
Hongkong,China Mobile - Peoples,454/12,10:00,-78,-10,2.19,5.48,0.14,7.5,655923,2.74,3.14,7.81,444986,11921,22942,2986,987
Hongkong,H3G(HONG KONG),454/03,10:00,-68,-8,3.65,1.6,4.16,7.8,130042,5.2,5.35,9.33,545787,47842,29907,3856,2686
Macao,Hutchison 3,455/03,10:00,-100,-13,4.24,2.75,6.16,16.6,562653,1.89,4.02,3.29,182367,6609,9826,128,1644
Macao,CTM,455/01,10:00,-69,-16,4.45,2.39,2.19,19.7,433634,4.99,5.29,4.64,513145,9209,9164,2515,1650
CAMBODIA,CamGSM Mobitel,456/01,10:00,-99,-16,5.22,5.27,5.54,1,914074,1.7,5.11,11.87,291855,7953,15491,2984,648
CAMBODIA,Viettel,456/08,10:00,-91,-6,0.14,3.09,5.66,18.1,445835,4.13,1.97,2.99,411250,39231,13473,2051,2967
CAMBODIA,Latelz Co. Ltd,456/06,10:00,-108,-13,2.43,1.54,2.35,16.3,487149,4.26,0.93,8.11,559787,12363,19308,3638,422
China,China Mobile,460/00,10:00,-108,-7,5.19,4.69,4.35,13.7,280718,1.66,1.34,2.33,210769,29489,20788,3958,2493
China,China Mobile,460/07,10:00,-76,-14,5.02,4.8,3.7,9.8,886238,3.13,2.15,8.68,780614,16796,30079,752,881
China,China Mobile,460/02,10:00,-114,-6,1.94,4.83,5.88,13,397253,2.79,4.95,1.17,867840,49735,4315,4705,360
China,China Unicom,460/01,10:00,-118,-11,1.03,3.98,8.52,13.8,441916,2.4,0.28,2.74,629449,6215,34454,944,959
Taiwan,Taiwan Mobile (ex TCC),466/97,10:00,-77,-9,1.99,0.9,5.21,18.1,495778,4.32,4.07,8.63,930488,46876,18416,1256,1681
Taiwan,Chunghwa Telecom,466/92,10:00,-91,-6,3.69,2.91,10.8,18.9,693530,3.08,4.06,8.91,244744,2002,43257,1646,923
Taiwan,Fareastone,466/01,10:00,-82,-9,0.76,4,5.38,9.4,183214,5.08,3.93,3.68,294478,33454,11630,1436,1531
Malaysia,Maxis,502/12,10:00,-109,-16,3.34,0.13,6.25,5.7,172300,4.07,3.19,8.55,377100,21831,13945,1612,455
Malaysia,Celcom,502/19,10:00,-97,-15,1.69,3.07,8.33,6.6,224847,0.92,3.95,3.04,776626,34541,43675,3520,1163
Malaysia,U Mobile Sdn Bhd,502/18,10:00,-72,-7,2.96,2.08,9.49,5.8,635837,0.63,2.59,4.32,443475,25321,16335,2470,2633
Malaysia,DiGi  Telecommunication,502/16,10:00,-112,-12,0.42,3.67,5.72,15.5,555390,3.11,2.51,11.55,774159,48526,39124,1719,165
Australia,Optus,505/02,10:00,-74,-13,1.75,4.12,3.56,4.8,299628,3.16,2.37,2.73,866560,16219,28775,909,732
Australia,Telstra,505/01,10:00,-100,-9,5.37,4.27,10.06,8.5,642621,1.29,4.99,0.3,400136,42576,39940,4724,1699
Indonesia,Telkomsel,510/10,10:00,-64,-6,2.29,4.84,4.42,8.8,948156,1.25,2.43,4.61,278506,43170,39064,3602,673
Indonesia,Hutchison,510/89,10:00,-79,-13,4.47,1.95,5.57,11.5,400927,5.06,3.38,6.67,922777,37942,12997,1782,984
Indonesia,Excelcom Indo,510/11,10:00,-92,-10,0.09,3.16,5.42,14.6,629788,1.07,3.82,7.75,563530,18708,13509,2126,1369
Philippines,Globetel,515/02,10:00,-99,-9,3.97,2.6,8.53,8.2,264550,2.7,1.56,6.04,219464,7929,45344,2337,2113
Philippines,Digitel (Sun Cellular),515/05,10:00,-70,-16,3,4.83,2.36,16.1,376450,3.61,3.78,3.82,306173,40451,9411,1868,588
Thailand,Advanced Wireless Network Company Ltd.,520/03,10:00,-63,-15,4.75,1.87,11.07,18.5,376314,0.45,2.22,6.17,583250,31094,26651,4207,1952
Thailand,True Move  HSPA,520/00,10:00,-83,-14,1.21,0.44,10.76,3,645511,0.62,2.3,2.26,874108,27776,5092,1041,69
Thailand,Total Access (DTAC),520/05,10:00,-102,-12,4.22,1.74,6.06,8.2,461124,2.07,0.32,8.78,629962,24745,31013,1963,1712
Singapore,Starhub,525/05,10:00,-88,-14,0.24,5.15,5.62,17,730132,0.61,5.08,10.61,374115,47411,35434,3875,1730
Singapore,Mobile One,525/03,10:00,-83,-14,0.16,2.69,5.53,7.4,345056,4.1,1.07,10.16,478317,24638,47449,1008,1181
Brunei,B-Mobile,528/02,10:00,-99,-12,2.71,1.82,8.66,0.7,536989,3.62,3.1,11.14,934539,27121,20094,2160,1431
Brunei,DST,528/11,10:00,-80,-10,4.69,1.01,11.48,13.3,888386,1.55,5.18,4.96,315078,47242,3863,1884,1534
New Zealand,Telecom New Zealand,530/05,10:00,-118,-16,4.04,4.52,10.35,6.2,641214,5.3,3.66,5.88,490628,2594,23368,51,2275
New Zealand,Vodafone(NEW ZEALAND),530/01,10:00,-96,-6,1.4,1.87,7.79,19.4,564722,2.88,3.83,11.63,450736,43631,17445,2208,885
New Zealand,Two Degrees (NZ Communications),530/24,10:00,-118,-11,1.82,1.87,10.45,6.9,592093,3.96,4.41,8.34,914500,9735,36798,3135,930
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,10:00,-93,-8,4.6,4.99,4.88,8.9,266164,2,0.41,7.22,984248,16881,46219,3018,3
