Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Fayette,Kentucky,9:45,-101.27,-7.13,7.62,5.35,1.68,2.76,636300,0.06,0.03,0.1,239904,5811,43656,1883
Fleming,Kentucky,9:45,-111.41,-7.99,7.56,8.76,1.17,3.73,547052,0.01,0.03,0.07,953233,43935,6239,2363
Floyd,Kentucky,9:45,-114.32,-6.64,8.43,7.77,1.29,3.76,268422,0.09,0.05,0.08,788509,30342,44202,2160
Franklin,Kentucky,9:45,-115.84,-6.13,9.53,7.28,1.53,3.4,765336,0.1,0.02,0.08,311362,11317,7196,454
Fulton,Kentucky,9:45,-111.99,-6.58,8.05,7.68,1.32,2.93,973386,0.03,0.06,0.1,994478,15335,12871,4193
Gallatin,Kentucky,9:45,-122.36,-7.2,8.4,6.87,1.98,3.51,777327,0.03,0.03,0.07,245902,44716,24223,4355
Garrard,Kentucky,9:45,-123.87,-6.38,6.72,5.65,1.24,2.38,339018,0.06,0.01,0.04,450475,8536,33269,2826
Grant,Kentucky,9:45,-125.96,-7.93,6.47,9.74,0.82,3.29,641115,0.05,0.05,0.1,956103,42595,45191,1743
Graves,Kentucky,9:45,-103.2,-6.78,5.53,8.18,1.28,3.1,362604,0.06,0.06,0.04,527436,2104,1175,2829
Grayson,Kentucky,9:45,-112.37,-7.11,6.42,5.43,1.44,4.96,566788,0.07,0.07,0.1,954665,45181,30984,789
Green,Kentucky,9:45,-117.87,-6.16,9.03,8.13,1.69,2.08,217336,0.04,0.06,0.02,725890,26306,16296,3771
Greenup,Kentucky,9:45,-125.2,-7.12,6.42,5.5,1.01,3.32,439705,0.07,0.01,0.06,535409,44509,19480,3421
Hancock,Kentucky,9:45,-116.24,-6.13,5.34,8.86,1.35,4.72,596244,0.04,0.09,0.1,933580,28204,26118,2268
Hardin,Kentucky,9:45,-101.23,-6.25,8.32,7.18,1.29,2.09,998745,0.02,0.1,0.02,629533,8883,5869,1122
Harlan,Kentucky,9:45,-118.26,-7.34,7.37,5.26,1.39,4.1,804207,0.01,0.03,0.02,559247,38958,29543,1215
Harrison,Kentucky,9:45,-122.97,-6.59,6.88,8.91,1.33,4.38,551438,0.08,0.07,0.08,537916,4186,21257,2003
Hart,Kentucky,9:45,-124.8,-7.62,6.66,8.34,1.62,4.38,177160,0.07,0.04,0.09,558864,33476,40705,47
Henderson,Kentucky,9:45,-104.82,-6.83,5.1,6.34,1.87,3.09,884976,0.05,0.07,0.05,825991,10223,21608,1569
Henry,Kentucky,9:45,-125.15,-6.96,5.38,6.52,1.81,2.94,438112,0.02,0.1,0.02,122495,17101,47426,2901
Hickman,Kentucky,9:45,-124.7,-6.55,6.69,8.8,1.64,3.6,248855,0.02,0.04,0.1,916304,24225,26276,296
Hopkins,Kentucky,9:45,-126.37,-6.69,8.78,6.44,1.18,2.84,579396,0.08,0.07,0.01,383760,41977,26139,2933
Jackson,Kentucky,9:45,-101.26,-7.28,7.34,9.26,1.21,3.15,152022,0.06,0.1,0.06,639089,28432,44575,1202
Jefferson,Kentucky,9:45,-124.17,-6.6,7.39,6.09,1.48,2.24,122588,0.08,0.07,0.09,707851,8577,3622,4862
Jessamine,Kentucky,9:45,-101.34,-6.37,9.77,9.17,1.93,2.16,131048,0.07,0.08,0.05,438604,18255,31200,3363
Johnson,Kentucky,9:45,-109.49,-7.92,6.19,7.65,1.48,3.35,875672,0.07,0.07,0.09,699434,1936,23870,2666
Kenton,Kentucky,9:45,-127.68,-7.01,9.36,6.64,0.86,3.48,590396,0.1,0.08,0.02,594355,28304,19119,2291
Knott,Kentucky,9:45,-120.2,-7.86,5.44,8.22,1.6,2.81,156841,0.01,0.07,0.08,189021,3457,14144,2957
Knox,Kentucky,9:45,-127.97,-7.64,6.87,5.78,1.16,4.53,831049,0.06,0.03,0.1,107069,26350,41878,3797
Larue,Kentucky,9:45,-110.01,-6.92,8.44,8.01,1.17,2.1,807832,0.05,0.03,0.1,215121,8410,48686,2954
Laurel,Kentucky,9:45,-123.98,-6.16,7.87,9.05,1.39,3.7,196581,0.09,0.02,0.08,633919,13202,15329,2982
Lawrence,Kentucky,9:45,-100.58,-6.16,8.59,7.71,1.79,4.39,760955,0.07,0.1,0.04,439669,12750,29058,2125
Lee,Kentucky,9:45,-125.89,-7.21,9.82,9.61,0.64,2.1,461671,0.01,0.07,0.08,642314,5725,43528,2798
Leslie,Kentucky,9:45,-122.96,-7.7,6.65,8.85,1.96,3.8,178146,0.05,0.01,0.07,230465,4681,12496,4218
Letcher,Kentucky,9:45,-112.26,-7.06,9.74,7.61,1.99,3.97,923034,0.03,0.07,0.05,102515,39693,40203,4320
Lewis,Kentucky,9:45,-122.29,-7.04,5.84,9.35,0.81,2.37,394089,0.06,0.02,0.08,715784,44469,31567,3582
Lincoln,Kentucky,9:45,-127.56,-6.55,8.78,9.51,0.97,3.59,455495,0.1,0.06,0.03,199647,18519,38360,3645
Livingston,Kentucky,9:45,-103.5,-6.49,9.09,6.27,1.94,3.03,690091,0.05,0.02,0.01,693184,49172,18373,431
Logan,Kentucky,9:45,-129.53,-7.6,9.56,7.37,1.94,3.52,630615,0.06,0.02,0.01,778955,34043,43861,37
Lyon,Kentucky,9:45,-118.4,-7.56,5.1,7.49,1.33,3.08,630436,0.05,0.03,0.03,426358,7442,22571,880
McCracken,Kentucky,9:45,-102.89,-7.27,8.43,5.16,0.97,3.18,147335,0.04,0.06,0.1,566220,30232,34670,900
McCreary,Kentucky,9:45,-117.21,-6.54,7.13,5.16,1.55,4.8,523649,0.07,0.01,0.01,509640,22023,9689,3207
McLean,Kentucky,9:45,-110.53,-7.27,5.5,8.3,1.12,2.47,479729,0.09,0.02,0.1,857030,46402,45556,3237
Madison,Kentucky,9:45,-116.17,-7.82,8.06,5.03,0.61,2.23,211622,0.01,0.06,0.04,960123,23278,37989,529
Magoffin,Kentucky,9:45,-121.61,-6.51,9.38,6.65,1.67,3.42,730006,0.1,0.04,0.01,557197,7209,21030,1859
Marion,Kentucky,9:45,-113.93,-7.03,9.86,5.88,1.34,4.59,483204,0.03,0.01,0.06,413122,18924,20672,4346
Marshall,Kentucky,9:45,-101.91,-6.19,6.06,9.2,1.4,4.8,524626,0.09,0.02,0.09,225505,25766,21209,1721
Martin,Kentucky,9:45,-123.65,-6.4,9.99,7.51,1.35,3.95,771975,0.07,0.1,0.07,504653,47931,37975,4233
Mason,Kentucky,9:45,-114.35,-7.36,6.89,8.95,1.77,4.34,776308,0.03,0.02,0.07,223624,30413,21673,983
Meade,Kentucky,9:45,-104.96,-6.88,8.53,8.07,1.16,3.45,903408,0.01,0.07,0.05,439858,34593,25904,283
Menifee,Kentucky,9:45,-119.14,-6.05,7.07,6.7,1.3,2.27,535078,0.04,0.01,0.02,748086,16724,8363,1775
Mercer,Kentucky,9:45,-103.73,-6.19,9.03,5.27,1.11,4.66,258778,0.03,0.09,0.05,891360,40343,23505,2231
Metcalfe,Kentucky,9:45,-124.22,-6.58,6.28,6.97,0.58,4.36,309332,0.06,0.06,0.06,263286,30786,43191,3950
Monroe,Kentucky,9:45,-104.5,-7.01,9.72,8.52,1.61,3.62,602346,0.08,0.03,0.08,414475,11307,27530,2424
Montgomery,Kentucky,9:45,-118.12,-7.39,8.84,8.46,1.69,3.77,199914,0.03,0.08,0.05,524771,11189,32590,3259
Morgan,Kentucky,9:45,-106.09,-7.69,7.24,7.14,1.75,2.7,516772,0.01,0.04,0.08,858682,12612,47620,1726
Muhlenberg,Kentucky,9:45,-122.89,-7.7,9.16,6.31,1.59,4.19,236088,0.05,0.07,0.07,562982,14214,43903,206
Nelson,Kentucky,9:45,-110.29,-6.98,6.58,5.77,0.54,3.31,170637,0.02,0.02,0.08,430800,35046,37351,2795
Nicholas,Kentucky,9:45,-105.14,-7.05,5.89,5.49,0.95,3.48,602769,0.08,0.02,0.02,461760,2912,17511,1491
Ohio,Kentucky,9:45,-119.54,-7.06,5.9,7.09,1.1,2.37,873239,0.03,0.01,0.01,553082,7085,2925,4687
Oldham,Kentucky,9:45,-120.19,-7.17,6.08,9.79,0.78,4.16,234774,0.04,0.07,0.03,262374,45948,4138,3209
Owen,Kentucky,9:45,-106.1,-7.49,9.69,6.57,1.14,3.58,257007,0.01,0.04,0.01,234674,23675,45208,446
Owsley,Kentucky,9:45,-120.11,-7.7,9.15,8.49,1.53,3.46,262924,0.07,0.04,0.04,574725,14318,2587,4914
Pendleton,Kentucky,9:45,-124.82,-6.3,5.58,5.52,0.79,3.85,102501,0.03,0.07,0.05,987141,14560,7792,2763
Perry,Kentucky,9:45,-116.74,-6.07,6.63,6.29,0.86,4.19,835587,0.1,0.02,0.07,936085,13306,40306,3206
Pike,Kentucky,9:45,-125.54,-7.86,8.42,6.36,0.98,3.68,761472,0.02,0.02,0.1,514495,15662,10519,3946
Powell,Kentucky,9:45,-129.06,-7.44,5.86,7.92,1.73,4.77,817203,0.02,0.04,0.04,845718,13153,47729,3863
Pulaski,Kentucky,9:45,-116.2,-6.73,9.97,7.41,0.96,2.29,837885,0.01,0.03,0.06,692274,18454,7810,862
Robertson,Kentucky,9:45,-101.01,-7.94,9.4,6.33,1.72,2.77,354820,0.02,0.04,0.03,352034,15285,49807,4198
Rockcastle,Kentucky,9:45,-123.65,-7.79,8.15,5.67,1.12,4.87,779929,0.01,0.05,0.08,932121,26655,23756,3416
Rowan,Kentucky,9:45,-114.17,-7.38,7.48,9.3,0.93,2.02,441692,0.05,0.06,0.05,764835,32369,13149,4450
Russell,Kentucky,9:45,-109.57,-6.99,9.38,9.93,0.81,3.14,773958,0.05,0.07,0.01,800236,5254,17929,2689
Scott,Kentucky,9:45,-126.85,-6.91,7.76,9.41,1.4,3.6,351674,0.1,0.1,0.02,289414,27740,19844,217
Shelby,Kentucky,9:45,-114.55,-7.88,7.07,9.37,1.32,3.9,835734,0.05,0.07,0.04,744956,38300,42703,4847
Simpson,Kentucky,9:45,-104.29,-6.27,7.08,9.44,1.66,4.76,289771,0.01,0.03,0.1,996402,21067,17448,1098
Spencer,Kentucky,9:45,-106.8,-6.29,9.59,7.58,1.14,2.28,278656,0.09,0.04,0.05,504301,12384,44993,4734
Taylor,Kentucky,9:45,-125.79,-7.51,8.63,9.3,0.76,4.55,851096,0.04,0.06,0.07,287689,45373,28965,4210
Todd,Kentucky,9:45,-116.53,-7.82,7.72,9.42,1.34,3.75,754535,0.08,0.08,0.05,241020,26044,43304,95
Trigg,Kentucky,9:45,-125.97,-7.37,6.17,8.33,0.51,4.97,480338,0.02,0.03,0.02,569700,2755,31227,294
Trimble,Kentucky,9:45,-113.18,-6.23,9.94,8.36,1.08,2.83,496020,0.07,0.09,0.01,895979,26444,39134,2834
Union,Kentucky,9:45,-116.67,-7.16,6.09,7.6,0.55,4.33,731199,0.09,0.03,0.1,341143,21077,30171,3758
Warren,Kentucky,9:45,-118.35,-6.44,5.32,9.82,1.59,3.6,721548,0.06,0.06,0.07,251720,8844,19620,4146
Washington,Kentucky,9:45,-105.86,-6.22,6.48,8.34,1.67,3.86,572368,0.08,0.04,0.03,453124,29497,8831,4826
Wayne,Kentucky,9:45,-115.28,-7.22,7.59,7.52,1.47,3.71,595227,0.08,0.04,0.02,826505,29519,20620,4321
Webster,Kentucky,9:45,-126.6,-6.64,6.37,7.8,1.19,4.84,158988,0.09,0.04,0.06,584843,33440,17043,2903
Whitley,Kentucky,9:45,-109.08,-7.98,9.1,7.83,1.47,2.79,736994,0.08,0.08,0.1,549885,21461,17650,2414
Wolfe,Kentucky,9:45,-107.75,-7.68,5.9,6.44,1.4,4.68,681847,0.02,0.05,0.04,803844,18334,23582,189
Woodford,Kentucky,9:45,-112.2,-6.48,5.76,9.33,0.74,3.44,670305,0.06,0.03,0.09,407471,15701,1009,1854
Acadia Parish,Louisiana,9:45,-120.01,-7.03,5.52,8.15,1.02,2.23,801037,0.07,0.02,0.07,764684,8298,26895,4472
Allen Parish,Louisiana,9:45,-126.41,-6.68,6.58,9.26,1.83,2.31,497207,0.04,0.07,0.03,192171,6613,3243,446
Ascension Parish,Louisiana,9:45,-115.47,-7.54,6.38,5.57,1.6,4.6,705218,0.1,0.06,0.01,520056,25932,15923,180
Assumption Parish,Louisiana,9:45,-113.38,-6.28,7.2,7.25,0.8,4.65,202772,0.07,0.08,0.06,517453,8343,43589,4741
Avoyelles Parish,Louisiana,9:45,-104.62,-6.93,5.98,7.46,1.3,3.74,285655,0.06,0.02,0.07,351686,2539,41530,4086
Beauregard Parish,Louisiana,9:45,-125.79,-7.71,5.19,5.52,1.04,2.19,110942,0.07,0.08,0.09,158371,16355,2188,4719
Bienville Parish,Louisiana,9:45,-113.7,-7.07,9.24,7.88,1.25,2.17,505325,0.05,0.02,0.1,939923,20664,16273,4145
Bossier Parish,Louisiana,9:45,-119.23,-7.11,5.33,5.4,0.59,4.67,750648,0.08,0.02,0.02,207744,36344,13814,1420
Caddo Parish,Louisiana,9:45,-123.81,-6.12,9.8,9.47,1.79,4.84,265039,0.05,0.05,0.09,660019,19331,42489,152
Calcasieu Parish,Louisiana,9:45,-123.65,-6.23,7.39,8.19,0.92,3.38,369406,0.06,0.07,0.1,678697,42272,43123,2227
Caldwell Parish,Louisiana,9:45,-104.64,-6.11,5.87,9,0.8,2.65,570272,0.07,0.05,0.03,381994,36228,45460,2371
Cameron Parish,Louisiana,9:45,-114.99,-7.16,5.09,5.49,1.32,4.7,769227,0.1,0.08,0.05,615204,22117,30193,2497
Catahoula Parish,Louisiana,9:45,-123.35,-6.04,5.63,8.55,1.39,4.64,726084,0.08,0.03,0.03,541212,36394,25256,3868
Claiborne Parish,Louisiana,9:45,-111.26,-6,7.91,9.51,1.56,4.79,712383,0.05,0.02,0.09,123774,48812,43725,1479
Concordia Parish,Louisiana,9:45,-109.13,-6.19,7.14,7.72,0.95,3.17,301632,0.03,0.08,0.05,818668,4437,18843,678
De Soto Parish,Louisiana,9:45,-124.26,-6.69,5.19,9.23,0.58,3.24,409029,0.09,0.04,0.08,418369,38303,15749,650
East Baton Rouge Parish,Louisiana,9:45,-118.7,-7.18,6.17,7.25,1.77,3.1,317170,0.1,0.09,0.07,432104,15699,5721,2776
East Carroll Parish,Louisiana,9:45,-109.1,-6.33,6,9.68,0.73,2.47,322371,0.01,0.07,0.1,774887,31507,21379,1498
East Feliciana Parish,Louisiana,9:45,-119.68,-7.42,7.57,6.58,0.81,2,855323,0.03,0.06,0.05,152781,20648,49050,4293
Evangeline Parish,Louisiana,9:45,-119.49,-7.41,7.64,9.12,1.79,3.54,827398,0.05,0.01,0.02,238679,3873,23185,1018
Franklin Parish,Louisiana,9:45,-105.51,-6.87,7.75,5.94,1.33,4.71,819228,0.09,0.02,0.09,850391,4840,3602,3120
Grant Parish,Louisiana,9:45,-123.77,-6.9,5.34,6.41,1.6,2.99,535716,0.04,0.09,0.03,129985,11879,22314,4340
Iberia Parish,Louisiana,9:45,-104.82,-6.19,5.04,7.78,1.13,4.85,101237,0.04,0.1,0.09,474889,22134,5556,1841
Iberville Parish,Louisiana,9:45,-119.75,-7.47,7.49,8.49,1.32,3.16,309476,0.05,0.1,0.08,948214,2036,30269,2093
Jackson Parish,Louisiana,9:45,-124.29,-6.53,6.63,7.69,1.8,3.6,159259,0.07,0.06,0.06,268588,25415,11406,4158
Jefferson Parish,Louisiana,9:45,-109.13,-6.67,7.05,7.37,0.99,2.22,244279,0.07,0.08,0.04,780372,33186,20431,4708
Jefferson Davis Parish,Louisiana,9:45,-124.8,-6.46,9.23,7.98,0.52,3.16,820636,0.04,0.03,0.06,476991,19016,17353,949
Lafayette Parish,Louisiana,9:45,-111.7,-6.84,8.76,9.08,1.79,2.21,795000,0.03,0.08,0.02,526453,47229,32148,1664
Lafourche Parish,Louisiana,9:45,-110.23,-7.02,7.01,6.98,1.13,3.52,288932,0.05,0.05,0.09,248807,15587,23069,867
LaSalle Parish,Louisiana,9:45,-101.54,-7.04,9.7,5.76,1.34,4.13,867935,0.01,0.08,0.02,835086,31795,30779,1521
Lincoln Parish,Louisiana,9:45,-115.26,-6.46,9.86,6.36,0.89,3.71,247008,0.1,0.01,0.06,282160,37577,24632,2140
Livingston Parish,Louisiana,9:45,-127.83,-7.87,8.48,8.02,0.71,2.63,808152,0.03,0.08,0.07,442004,30764,6334,3665
Madison Parish,Louisiana,9:45,-122.82,-7.55,7.76,5.29,0.87,2.16,499986,0.09,0.08,0.05,305380,17844,33333,1554
Morehouse Parish,Louisiana,9:45,-115.12,-7.87,9.33,9.85,1.27,2.03,907032,0.06,0.06,0.07,401566,10859,18710,4785
Natchitoches Parish,Louisiana,9:45,-123.46,-7.75,8.08,6.8,1.35,2.68,812242,0.03,0.02,0.08,504718,40298,36453,1461
Orleans Parish,Louisiana,9:45,-121.86,-6.88,10,5.85,1.87,3.83,532808,0.02,0.04,0.1,241879,1749,18362,2018
Ouachita Parish,Louisiana,9:45,-121.59,-6.29,5.42,6.17,1.81,4.44,555288,0.05,0.1,0.08,131746,9422,39180,4916
Plaquemines Parish,Louisiana,9:45,-118.41,-6.72,5.74,7.1,0.82,3.71,256479,0.1,0.01,0.03,495160,29974,30001,4587
Pointe Coupee Parish,Louisiana,9:45,-106.11,-6.39,8.3,9.91,0.72,3.24,672310,0.09,0.03,0.09,287660,26664,44131,4337
Rapides Parish,Louisiana,9:45,-114.19,-6.36,8.73,6.89,1.04,3.98,685641,0.02,0.01,0.09,967310,24972,43218,3352
Red River Parish,Louisiana,9:45,-112.8,-6.33,6.05,6.15,1.29,4.6,692194,0.05,0.06,0.05,217108,27642,47138,2016
Richland Parish,Louisiana,9:45,-109.52,-6.1,9.22,8.63,0.61,3.13,329761,0.03,0.01,0.06,296005,37252,31189,546
Sabine Parish,Louisiana,9:45,-102.93,-7.96,8.1,9.17,1.05,2.67,551365,0.1,0.02,0.04,784176,25738,17384,3936
St. Bernard Parish,Louisiana,9:45,-100.01,-7.64,6.37,6.62,1.52,2.87,505573,0.02,0.03,0.1,270441,45730,7035,3970
St. Charles Parish,Louisiana,9:45,-122.7,-7.67,8.08,8.23,1.96,4.52,951170,0.02,0.07,0.08,975078,5819,32876,3280
St. Helena Parish,Louisiana,9:45,-114.27,-6.08,6.26,5.06,0.74,3.31,870536,0.02,0.09,0.09,763731,1931,48295,1081
St. James Parish,Louisiana,9:45,-101.19,-7.83,5.12,8.37,1.29,2.18,175547,0.02,0.1,0.1,185039,34932,3915,4649
St. John the Baptist Parish,Louisiana,9:45,-117.32,-7.62,7.08,9.09,1.61,4.47,384697,0.01,0.02,0.09,429691,1935,39943,2422
St. Landry Parish,Louisiana,9:45,-108.06,-7.69,8.45,8.4,0.8,3.44,170523,0.09,0.06,0.08,645559,33583,33168,614
St. Martin Parish,Louisiana,9:45,-102.49,-7.44,9.55,9.43,1.93,3.3,262483,0.06,0.07,0.1,232025,7894,32298,1094
St. Mary Parish,Louisiana,9:45,-115.04,-6.85,8.33,9.71,0.64,3.53,582249,0.1,0.09,0.09,868762,24300,48684,1965
St. Tammany Parish,Louisiana,9:45,-126.18,-6.71,9.11,6.42,1.9,2.46,704739,0.09,0.05,0.05,701173,18878,27695,637
Tangipahoa Parish,Louisiana,9:45,-126.74,-7.03,9.75,7.03,1.87,2.81,949378,0.02,0.06,0.1,513533,42352,23201,2576
Tensas Parish,Louisiana,9:45,-107.08,-6.47,5.41,9.34,0.6,2.18,559581,0.1,0.04,0.06,608909,22896,23863,3038
Terrebonne Parish,Louisiana,9:45,-104.09,-6.34,8.03,9.42,0.97,3.17,182197,0.05,0.02,0.1,709439,44281,43794,1464
Union Parish,Louisiana,9:45,-109.48,-7.37,6.29,9.3,1.63,2.85,126740,0.08,0.1,0.1,565603,34911,33348,2157
Vermilion Parish,Louisiana,9:45,-119.17,-7.52,8.26,5.39,1.24,3.98,674879,0.04,0.05,0.06,419477,36128,8133,2823
Vernon Parish,Louisiana,9:45,-100.49,-6.71,7.18,5.19,0.57,2.72,608933,0.09,0.01,0.08,855486,2007,17360,2032
Washington Parish,Louisiana,9:45,-101.71,-7.9,6.44,5.61,0.65,3.53,349053,0.05,0.08,0.03,309247,48918,45407,3160
Webster Parish,Louisiana,9:45,-113.8,-7.96,6.24,5.01,1.34,2.23,771402,0.04,0.02,0.04,842548,22487,2006,1732
West Baton Rouge Parish,Louisiana,9:45,-120.71,-6.59,6.97,7.92,1.31,4.52,935259,0.09,0.02,0.01,259973,9724,24958,488
West Carroll Parish,Louisiana,9:45,-128.37,-7.45,9.46,9.82,1.94,3.77,671636,0.08,0.1,0.02,646406,29621,38509,697
West Feliciana Parish,Louisiana,9:45,-100.05,-7.2,6.09,7.53,1.11,4.56,853315,0.07,0.07,0.07,880048,48125,6191,1313
Winn Parish,Louisiana,9:45,-103.56,-6.96,8.18,6.38,1.29,2.48,444638,0.07,0.01,0.03,109452,8022,49288,2173
Androscoggin,Maine,9:45,-118.24,-6.37,5.69,6.5,1.34,3.31,926519,0.01,0.06,0.09,494159,3841,25436,4228
Aroostook,Maine,9:45,-122.76,-7.92,9.14,8.9,0.61,3.58,299825,0.02,0.05,0.08,909261,47321,18468,3606
Cumberland,Maine,9:45,-127.85,-6.79,6.28,7.13,1.99,4.59,304773,0.04,0.09,0.06,441605,7468,5709,159
Franklin,Maine,9:45,-121.8,-6.11,5.78,9.34,1.15,3.69,982400,0.09,0.02,0.03,159391,4178,41504,3067
Hancock,Maine,9:45,-116.8,-6.13,5.29,9.29,0.73,4.38,473744,0.01,0.03,0.07,953222,3200,21569,2446
Kennebec,Maine,9:45,-125.55,-7.18,8.8,7.33,1.29,4.01,265667,0.01,0.06,0.04,683901,48931,10779,4129
Knox,Maine,9:45,-115.03,-7.83,6.06,8.44,0.71,2.47,173139,0.1,0.02,0.03,142867,37381,3276,1048
Lincoln,Maine,9:45,-118.76,-6.29,9.51,5.65,1.65,2.44,366646,0.09,0.1,0.1,731922,45472,16409,381
Oxford,Maine,9:45,-129.83,-6,6.29,9.34,1.27,2.46,119696,0.08,0.07,0.09,476464,23550,37175,2982
Penobscot,Maine,9:45,-112.73,-7.23,6.8,5.17,1.76,2.81,803699,0.08,0.07,0.03,747829,27280,16455,861
Piscataquis,Maine,9:45,-106.45,-6.09,9.01,5.62,1.1,4.25,471630,0.09,0.04,0.06,447798,13155,41282,1611
Sagadahoc,Maine,9:45,-120.69,-6.81,9.46,5.31,1.67,3.3,368003,0.04,0.08,0.07,455824,23701,8324,3080
Somerset,Maine,9:45,-107.02,-7.15,7.22,6,1.45,2.46,431301,0.03,0.05,0.1,630909,16916,6635,4921
Waldo,Maine,9:45,-105.89,-7.8,6.57,7.37,0.81,3.55,154125,0.01,0.1,0.02,330637,23794,42951,3974
Washington,Maine,9:45,-114.2,-7.31,8.15,5.61,1.79,2.59,959491,0.02,0.09,0.02,528274,16915,32016,2578
York,Maine,9:45,-109.04,-6.31,9.87,5.49,0.83,4.98,521031,0.05,0.03,0.06,296547,24464,21078,320
Allegany,Maryland,9:45,-103.9,-7.33,7.95,9.88,1.6,3.43,881688,0.06,0.09,0.01,950443,44768,44664,4052
Anne Arundel,Maryland,9:45,-122.1,-7.02,6.27,5.95,0.87,3.89,501669,0.03,0.02,0.07,261352,14461,20945,944
Baltimore,Maryland,9:45,-107.8,-7.35,9.17,7.99,1.12,4.7,171638,0.05,0.09,0.02,332249,31000,26246,4648
Calvert,Maryland,9:45,-119.43,-6.89,8.97,5.96,0.91,2.11,999319,0.03,0.09,0.1,100401,22059,40430,3895
Caroline,Maryland,9:45,-129.98,-6.02,6.77,5.03,1.83,4.48,316087,0.03,0.02,0.01,941777,15412,22268,677
Carroll,Maryland,9:45,-123.72,-7.76,5.01,8.11,0.74,4.24,218741,0.07,0.07,0.01,929439,36923,2640,1865
Cecil,Maryland,9:45,-105.4,-6.13,5.95,6.9,1.77,3.22,535554,0.02,0.03,0.06,801232,36480,46244,400
Charles,Maryland,9:45,-117.12,-7.93,5.87,5.23,1.24,4.85,940715,0.1,0.09,0.02,801100,33425,32574,1342
Dorchester,Maryland,9:45,-113.03,-6.37,8.68,9.06,1.48,2.08,477070,0.03,0.1,0.07,748419,46002,5650,841
Frederick,Maryland,9:45,-105.14,-6.88,7.49,5.86,1.65,4.06,801644,0.06,0.05,0.06,135111,6602,23797,3271
Garrett,Maryland,9:45,-111.89,-6.61,6.92,8.01,0.74,4.63,348026,0.04,0.1,0.06,691778,9227,34156,3814
Harford,Maryland,9:45,-106.7,-7.78,7.42,6.44,1.54,4.33,424619,0.09,0.04,0.08,579776,36699,41175,4109
Howard,Maryland,9:45,-124.5,-6.19,8.66,7.69,1.85,2.84,228185,0.03,0.07,0.07,793190,23133,24670,4676
Kent,Maryland,9:45,-104.22,-7.09,6.33,6.21,1.29,3.64,106585,0.1,0.08,0.1,229381,36054,49586,1203
Montgomery,Maryland,9:45,-108.5,-7.11,7.16,7.98,0.61,3.16,676076,0.06,0.06,0.07,900224,20682,6425,930
Prince George's,Maryland,9:45,-127.59,-6.94,5.57,5.75,1.85,2.8,314850,0.03,0.05,0.08,203435,25019,39961,2976
Queen Anne's,Maryland,9:45,-107.34,-7.53,8.6,5.76,1.13,3.44,714632,0.04,0.06,0.04,954200,7279,39475,1791
St. Mary's,Maryland,9:45,-123.95,-7.73,7.13,8.09,0.81,4.21,735784,0.08,0.09,0.07,825574,44035,47951,153
Somerset,Maryland,9:45,-110.75,-7.63,8.09,7.1,1.46,3.92,443041,0.06,0.09,0.09,773672,39309,44057,1295
Talbot,Maryland,9:45,-122.8,-7.81,9.64,7.03,1.65,2.13,238980,0.06,0.01,0.02,797313,44182,41412,1120
Washington,Maryland,9:45,-126.02,-6.88,8.26,8.17,0.53,4.8,483861,0.02,0.05,0.04,543896,19247,23237,2619
Wicomico,Maryland,9:45,-128.04,-7.99,7.17,9.05,1.45,3.45,163381,0.06,0.07,0.09,131905,43871,30700,2100
Worcester,Maryland,9:45,-108.23,-7.75,9.39,7.28,1.3,4.84,187552,0.1,0.04,0.08,732479,16605,2728,4438
Baltimore,Maryland,9:45,-127.92,-6.68,5.05,5.91,0.66,4.57,728159,0.02,0.09,0.06,633891,37264,10497,1195
Barnstable,Massachusetts,9:45,-106.2,-6.59,7.48,5.57,1.27,3.29,635791,0.07,0.09,0.07,336661,13751,42676,2389
Berkshire,Massachusetts,9:45,-116.51,-7.32,5.24,7.26,0.53,4.13,239159,0.02,0.02,0.09,490901,10088,34549,2979
Bristol,Massachusetts,9:45,-105.95,-6.49,8.3,6.66,1.65,3.32,343926,0.05,0.09,0.08,926892,34959,21944,1267
Dukes,Massachusetts,9:45,-113.46,-6.42,8.19,9.7,1.57,4.11,794863,0.04,0.08,0.07,340062,41032,2143,614
Essex,Massachusetts,9:45,-122.27,-6.44,5.54,5.39,1.53,2.84,241553,0.08,0.06,0.01,761668,36388,12021,1672
Franklin,Massachusetts,9:45,-107.51,-7.55,5.99,6.44,0.67,3.54,400682,0.03,0.06,0.04,153208,26146,28482,4888
Hampden,Massachusetts,9:45,-123.67,-7.91,8.69,5.16,1.06,3.98,587427,0.01,0.01,0.01,469908,35022,40323,3533
Hampshire,Massachusetts,9:45,-111.8,-6.78,5.18,6.88,1,4.38,691446,0.06,0.03,0.01,574017,39893,49201,2812
Middlesex,Massachusetts,9:45,-121.49,-6.89,9.84,6.77,1.32,2.98,948395,0.03,0.1,0.09,262270,18453,24306,3432
Nantucket,Massachusetts,9:45,-127.87,-6.98,5.49,5.95,1.91,3.14,538096,0.09,0.06,0.05,398857,38864,42609,2937
