Counties,States,Time,Subscriber,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Indian River County,Florida,2017-1-6-0-0,41336574,-77,-8,1.41,1,0.4,19.8,413929,5.26,4.42,3.09,220068,42658,19813,4277
Jackson County,Florida,2017-1-6-0-0,96552638,-79,-13,3.91,1.28,1.03,18.8,511943,4.75,2.17,6.56,892095,32460,10121,828
Jefferson County,Florida,2017-1-6-0-0,48433372,-95,-10,3.92,0.05,3.21,19,375805,3.81,2.43,3.66,616505,39006,35170,32
Lafayette County,Florida,2017-1-6-0-0,73180044,-86,-6,1.04,1.11,0.78,17.6,580808,1.73,2.56,0.83,963566,36380,38237,4357
Lake County,Florida,2017-1-6-0-0,69805952,-107,-15,3.55,5.47,5.24,18.9,623299,4.51,1.46,6.89,452622,15648,11664,3739
Lee County,Florida,2017-1-6-0-0,67605955,-108,-7,1.47,1.94,6.21,19.9,738765,0.57,0.4,1.92,947603,37237,4255,1839
Leon County,Florida,2017-1-6-0-0,54265462,-63,-10,5.5,0.76,0.35,18,407181,4.3,4.2,11.49,462034,24176,40056,1776
Levy County,Florida,2017-1-6-0-0,4700197,-79,-11,0.72,4.72,1.13,7.9,400102,0.33,2.37,6.08,657639,23462,5649,1116
Liberty County,Florida,2017-1-6-0-0,63935161,-107,-16,0.11,0.1,1.96,17.1,660234,0.23,2.48,4.37,260156,15662,37664,3767
Madison County,Florida,2017-1-6-0-0,20276973,-64,-6,3.39,4.72,6.41,12.4,658427,5.42,0.06,9.74,852459,44958,39879,3900
Manatee County,Florida,2017-1-6-0-0,48817310,-66,-11,0.62,1.61,7.73,7.7,588748,4.41,2.38,1.28,325702,34328,34150,3815
Marion County,Florida,2017-1-6-0-0,62960572,-61,-10,4.01,0.56,8.47,17.6,926280,3.5,5.02,0.38,999432,28366,20141,4664
Martin County,Florida,2017-1-6-0-0,9228803,-94,-6,3.42,4.74,8.03,12.8,978092,0.58,4.49,6.39,353148,11170,39538,898
Miami-Dade County,Florida,2017-1-6-0-0,51743940,-68,-9,3.03,4.08,0.69,12.9,240054,4.71,0.11,4.28,317723,21506,25684,3698
Monroe County,Florida,2017-1-6-0-0,46184460,-103,-13,1.35,3.13,3.22,3.2,486998,2.45,4.91,10.5,118834,42750,12062,3292
Nassau County,Florida,2017-1-6-0-0,14430757,-110,-16,1.29,5.22,2.83,4.4,502351,2.13,0.95,3.2,351568,30637,49830,4191
Okaloosa County,Florida,2017-1-6-0-0,62552283,-96,-7,4.21,0.17,1.17,4.1,850594,0.63,0.4,8.79,899593,41161,2350,2428
Okeechobee County,Florida,2017-1-6-0-0,23118816,-109,-12,4.51,1.39,3.06,8.9,520175,1.72,3.68,1.28,637004,36297,20609,3927
Orange County,Florida,2017-1-6-0-0,97375367,-67,-12,1.55,5.24,3.28,9.9,528254,5.18,5.07,2.54,816509,10630,17210,2760
Osceola County,Florida,2017-1-6-0-0,95000061,-119,-12,1.13,5.01,8.18,2.1,542125,5.09,4.66,7.06,855609,19830,23737,3644
Palm Beach County,Florida,2017-1-6-0-0,42335143,-110,-11,0.61,0.49,3.05,14.4,260512,1.05,2.22,3.69,770187,36646,43551,4560
Pasco County,Florida,2017-1-6-0-0,12969090,-108,-14,1.67,2.13,5.6,5.7,706824,4.43,5.13,4.11,524727,40587,23605,3055
Pinellas County,Florida,2017-1-6-0-0,74955644,-104,-10,1.37,2.02,7.21,0.8,604201,0.14,2.8,4.56,858447,12202,19154,446
Polk County,Florida,2017-1-6-0-0,28837831,-60,-10,5.13,0.38,2.87,18.7,305794,2.94,1.1,3.12,845831,5734,14334,105
Putnam County,Florida,2017-1-6-0-0,85743148,-111,-11,0.16,3.56,0.45,2.5,399791,4.29,0.47,10.37,126857,42683,10119,2090
St. Johns County,Florida,2017-1-6-0-0,64921037,-80,-16,4.13,2.8,5.66,4.9,735670,4.88,4.32,5.27,541801,49276,30977,2514
St. Lucie County,Florida,2017-1-6-0-0,21856475,-68,-15,3.6,3.16,10.65,19.1,601873,0.37,5.39,2.51,161937,35700,47741,3054
Santa Rosa County,Florida,2017-1-6-0-0,69497868,-89,-15,1.48,2.04,2.38,4.1,246397,2.07,0.5,11.51,305913,46530,12172,2151
Sarasota County,Florida,2017-1-6-0-0,64556768,-64,-16,0.87,4.31,11.07,11,836318,0.25,3.24,7.6,543752,9012,45673,3373
Seminole County,Florida,2017-1-6-0-0,48493184,-92,-12,1.24,0.48,4.84,16.3,733084,5.37,1.22,11.53,309242,26791,27576,1622
Sumter County,Florida,2017-1-6-0-0,48834077,-86,-15,4.9,0.86,6.18,0.9,453588,0.53,2.83,5.44,940046,21813,27227,1967
Suwannee County,Florida,2017-1-6-0-0,66380056,-87,-11,5.35,1.61,2.37,5.6,795208,4.33,4.94,7.07,436230,34725,8954,1715
Taylor County,Florida,2017-1-6-0-0,29592278,-93,-14,2.45,2.3,3.57,9.3,240443,1,3.53,7.75,927007,40036,49272,4023
Union County,Florida,2017-1-6-0-0,29913542,-63,-6,4.87,3.26,9.06,19.2,621501,3.98,1.72,5.55,553266,37294,1141,598
Volusia County,Florida,2017-1-6-0-0,8057200,-113,-15,4.31,1.12,7.94,11.3,385249,4.9,3.13,6.22,352519,30208,48588,140
Wakulla County,Florida,2017-1-6-0-0,58386093,-97,-6,2.77,1.66,0.62,1,320446,2.46,0.58,5.72,401015,47576,15585,830
Walton County,Florida,2017-1-6-0-0,74416234,-60,-11,5.16,1.54,8.58,12.8,372596,5.45,2.77,4.99,978258,27908,36949,2012
Washington County,Florida,2017-1-6-0-0,18499280,-112,-13,2.94,4.02,5.57,16.5,146425,1.59,1.36,7.62,713442,22295,7454,51
Appling County,Georgia,2017-1-6-0-0,85230099,-66,-9,3.53,3.01,8.38,4.1,291032,5.41,1.39,1.87,136225,38427,38431,1783
Atkinson County,Georgia,2017-1-6-0-0,93051014,-97,-15,4.92,0.31,6.4,5.2,231432,0.31,0.43,2.7,875910,3999,30624,592
Bacon County,Georgia,2017-1-6-0-0,64188414,-78,-14,3.12,0.82,9.55,14.5,287367,1.63,4.33,9.84,892571,30394,20866,151
Baker County,Georgia,2017-1-6-0-0,42358389,-80,-8,2.59,5,6.17,10.1,745243,4.36,3.75,7.35,814419,6855,34896,265
Baldwin County,Georgia,2017-1-6-0-0,31629107,-77,-7,4.63,3.02,8.29,16.2,824741,5.31,0.44,4.38,539010,34094,43634,2310
Banks County,Georgia,2017-1-6-0-0,91896227,-70,-16,5.39,2.81,2.6,2.7,479036,2.25,5.06,9.96,402290,9178,42160,764
Barrow County,Georgia,2017-1-6-0-0,53311581,-70,-15,4.8,3.31,0.35,16.1,831197,4.38,2.21,4.77,171166,39734,19176,3682
Bartow County,Georgia,2017-1-6-0-0,42692308,-72,-12,3.45,1.91,0.14,17.3,586029,3.64,4.18,8.51,960689,13316,30710,1850
Ben Hill County,Georgia,2017-1-6-0-0,13957450,-69,-9,1.01,4.83,10.72,15.2,653227,0.57,4.2,3.4,199389,24647,32786,4648
Berrien County,Georgia,2017-1-6-0-0,71297694,-64,-6,2.36,3.31,7.98,1.8,710373,3.4,5.02,10.41,138815,49059,48940,47
Bibb County,Georgia,2017-1-6-0-0,84259900,-71,-16,2.43,4.67,4.65,19,497168,1.98,2.45,9.45,274577,5008,17137,733
Bleckley County,Georgia,2017-1-6-0-0,27258189,-118,-15,5.29,2.63,5.71,10.8,305656,4.83,1.01,11,897959,24720,24368,4003
Brantley County,Georgia,2017-1-6-0-0,5573288,-107,-10,4.46,1.32,9.1,4,277030,4.3,0.25,9.6,127846,39917,3397,973
Brooks County,Georgia,2017-1-6-0-0,34752650,-72,-6,0.58,5.2,11.46,13.7,486524,5.25,5.3,0.79,949130,22415,35194,2273
Bryan County,Georgia,2017-1-6-0-0,78792344,-100,-16,3.23,4.89,4.2,15,150677,3.59,5,6.5,942573,14161,25389,4982
Bulloch County,Georgia,2017-1-6-0-0,56423690,-77,-16,3.95,4.15,11.68,16.5,861927,2.49,2.63,0.97,176163,32905,9565,2198
Burke County,Georgia,2017-1-6-0-0,25658410,-94,-10,2.04,2.97,5.53,3.8,863046,2,2.82,10.35,837685,3115,28416,1467
Butts County,Georgia,2017-1-6-0-0,51323562,-92,-16,0.39,3.26,1.32,6.8,127315,2.93,4.31,11.54,920055,43869,29808,1396
Calhoun County,Georgia,2017-1-6-0-0,35557975,-82,-15,4.98,0.44,8.23,1.5,862300,1.02,3.13,0.54,780439,12849,33023,3157
Camden County,Georgia,2017-1-6-0-0,92982365,-92,-10,3.3,0.17,8.55,17.5,853444,1.89,4.45,10.86,697845,38636,33813,1396
Candler County,Georgia,2017-1-6-0-0,90453477,-97,-6,3.52,4.61,6.39,2,773312,0.74,2.66,5.35,360463,26516,29628,4971
Carroll County,Georgia,2017-1-6-0-0,98118515,-110,-16,4.34,0.95,7.96,8.6,977009,0.07,0.2,4.69,563924,46190,45590,450
Catoosa County,Georgia,2017-1-6-0-0,71852145,-108,-9,0.59,1.98,8.99,17.9,273632,4.96,2.01,0.13,867829,49485,34562,1440
Charlton County,Georgia,2017-1-6-0-0,82104201,-99,-7,4.68,5.08,7.48,9.4,308451,3.56,5.01,8.16,116113,47797,24037,190
Chatham County,Georgia,2017-1-6-0-0,15972771,-69,-12,0.38,3.07,9.48,19.4,621072,0.94,1.68,10.16,371073,26530,31729,2306
Chattahoochee County,Georgia,2017-1-6-0-0,34263423,-79,-10,2.39,3.43,9.39,17.4,954207,4.81,3.13,0.9,380680,35893,38127,857
Chattooga County,Georgia,2017-1-6-0-0,6660238,-93,-8,4.11,4.64,2.83,1.4,981195,0.43,1.34,2.41,726912,20497,22168,2078
Cherokee County,Georgia,2017-1-6-0-0,78482573,-96,-7,1.98,0.92,9.3,15.1,116155,4.32,0.2,10,587600,36810,34061,913
Clarke County,Georgia,2017-1-6-0-0,41719669,-75,-9,4.59,2.93,4.56,7,392539,1.48,4.39,2.73,874328,12432,41746,442
Clay County,Georgia,2017-1-6-0-0,99049849,-105,-6,0.47,1.39,10.39,11.1,997929,3.49,3.34,8.25,473411,44832,29779,1885
Clayton County,Georgia,2017-1-6-0-0,76387225,-62,-15,0.09,4.66,7.17,1.1,943962,3.74,2.31,3.08,384546,25377,21725,4723
Clinch County,Georgia,2017-1-6-0-0,18197546,-106,-6,3.88,0.7,8.34,19.4,318497,1.89,4.49,3.82,949140,27398,2010,1394
Cobb County,Georgia,2017-1-6-0-0,11986707,-83,-15,2.59,1.15,4.56,12.2,178589,4.86,2.79,2.24,224281,13982,5435,4064
Coffee County,Georgia,2017-1-6-0-0,98626497,-97,-14,5.44,1.89,2.19,13.8,595179,2.39,3.62,10.54,976999,45851,15087,3843
Colquitt County,Georgia,2017-1-6-0-0,96578944,-106,-15,5.28,0.66,0.66,15.3,436764,2.29,2.77,3.15,139198,8319,41016,2256
Columbia County,Georgia,2017-1-6-0-0,40458696,-65,-13,0.68,1.58,8.44,11.9,194942,3.28,1.87,10.51,321892,27051,22600,4437
Cook County,Georgia,2017-1-6-0-0,19492727,-79,-14,0.74,2.61,9.32,0.9,980499,3.31,3.12,1.98,171410,5282,1852,2715
Coweta County,Georgia,2017-1-6-0-0,99013639,-87,-14,3.24,4.81,7.8,19,342088,0.4,3.07,9.93,803591,23943,19253,4903
Crawford County,Georgia,2017-1-6-0-0,21761601,-84,-11,2.25,0.36,3.81,17.7,845598,1.3,1.02,1.16,858357,34516,35129,3897
Crisp County,Georgia,2017-1-6-0-0,81517913,-93,-11,3.57,5.1,7.37,5.4,880039,2.32,3.44,8.3,950049,9902,19960,4203
Dade County,Georgia,2017-1-6-0-0,35612183,-89,-6,2.63,5.36,0.43,18.4,667698,1.8,1.01,4.21,891946,30154,28193,4184
Dawson County,Georgia,2017-1-6-0-0,16638256,-94,-14,0.31,0.43,0.88,4.8,829475,2.36,1.96,9.75,421815,17086,40667,2462
Decatur County,Georgia,2017-1-6-0-0,25184884,-110,-16,1.56,3.89,2.57,14.1,890512,3.74,4.36,11.15,789246,44663,37151,2974
DeKalb County,Georgia,2017-1-6-0-0,81247670,-110,-7,1.51,1.43,3.89,4.4,701464,1.87,1.36,3.23,897331,10471,34754,4045
Dodge County,Georgia,2017-1-6-0-0,46921743,-78,-16,3.85,2.64,8,12.1,620099,1.61,4.83,9.41,902283,24250,35346,3031
Dooly County,Georgia,2017-1-6-0-0,51680249,-99,-12,3.13,2.91,7.57,2.1,129919,2.13,3.31,3.59,415196,48596,12203,898
Dougherty County,Georgia,2017-1-6-0-0,66599758,-86,-6,1.45,1,8.4,4.5,394058,3.84,0.86,1.37,801790,22671,48275,4949
Douglas County,Georgia,2017-1-6-0-0,27223697,-101,-16,4.5,1.64,5.94,17.4,468161,0.33,2.32,4.44,401434,20467,33733,4498
Early County,Georgia,2017-1-6-0-0,27455288,-114,-6,3.12,1.54,2.58,17.9,916950,3.79,1.38,2.51,545760,45323,20858,712
Echols County,Georgia,2017-1-6-0-0,23343193,-101,-6,3.44,3.8,7.37,9.2,539606,0.14,2.45,10.85,786373,16278,13052,1014
Effingham County,Georgia,2017-1-6-0-0,98063549,-80,-13,4.85,0.79,0.5,19.8,767881,4,3.86,2.21,308275,20430,40560,2277
Elbert County,Georgia,2017-1-6-0-0,82115478,-70,-10,1.05,2.97,4.94,3.4,704865,3.09,4.46,9.26,580151,38038,27496,1031
Emanuel County,Georgia,2017-1-6-0-0,63746312,-72,-15,4.62,4.6,8.83,19.9,271487,2.58,2.45,4.43,344301,33610,20047,4400
Evans County,Georgia,2017-1-6-0-0,68166380,-91,-10,4.57,0.28,2.3,18.7,469249,2.16,5.39,1.47,765050,43294,21283,406
Fannin County,Georgia,2017-1-6-0-0,79331471,-87,-15,5.08,0.77,10.63,19,754589,1.47,1.91,3.4,502017,35350,28554,3523
Fayette County,Georgia,2017-1-6-0-0,88282639,-75,-16,4.22,2.09,9.19,3,482315,1.08,5.08,5.79,541419,24923,31369,1953
Floyd County,Georgia,2017-1-6-0-0,95840811,-91,-10,1.97,4.55,0.37,8.1,546445,0.5,5.43,3.32,927338,17067,7931,4725
Forsyth County,Georgia,2017-1-6-0-0,3314797,-60,-8,5.32,3.47,8.41,3,991433,2.89,1.95,5.49,417044,16035,37965,4087
Franklin County,Georgia,2017-1-6-0-0,19810635,-103,-6,2.32,0.44,9.44,6.7,907141,3.05,1.16,7.58,372156,3815,18169,3013
Fulton County,Georgia,2017-1-6-0-0,90396568,-111,-10,3.08,4.03,0.6,17.4,466277,3.83,1.1,1.9,909940,18273,9429,3224
Gilmer County,Georgia,2017-1-6-0-0,34067703,-100,-15,0.95,2.32,5.78,10.8,734063,2.91,5.35,9.26,300337,28099,1555,1350
Glascock County,Georgia,2017-1-6-0-0,4732053,-65,-8,0.28,1.3,3.55,14.8,447822,4.03,5.01,3.41,311684,4844,28872,3579
Glynn County,Georgia,2017-1-6-0-0,21799787,-120,-10,3.75,4.19,2.76,3.1,972555,1.64,1.39,1.68,834233,1813,24489,2374
Gordon County,Georgia,2017-1-6-0-0,90920354,-69,-14,1.39,5.46,7.3,15.1,234101,0.57,3.65,5.97,222442,4813,37056,1963
Grady County,Georgia,2017-1-6-0-0,49501109,-85,-16,3.5,0.81,9.96,18.2,271868,1.09,1.53,10.97,806990,23244,31322,3091
Greene County,Georgia,2017-1-6-0-0,70563237,-70,-9,2.62,2.71,1.25,2.2,104731,4.63,3.46,1.51,624469,8436,16124,4630
Gwinnett County,Georgia,2017-1-6-0-0,62408666,-113,-10,4.4,5.22,0.51,14.2,628212,3.73,3.08,5.71,639141,14089,43870,1045
Habersham County,Georgia,2017-1-6-0-0,16226576,-62,-7,2.19,4.48,11.82,17.4,520974,3.4,4.8,0.99,419357,4678,24276,235
Hall County,Georgia,2017-1-6-0-0,58759356,-91,-9,4.27,4.19,8.64,7.9,106909,0.55,2.74,9.92,305205,16835,27819,4966
Hancock County,Georgia,2017-1-6-0-0,15732528,-94,-7,3.86,3.54,11.32,9,543648,2.36,1.9,7.18,137839,47691,17695,2501
Haralson County,Georgia,2017-1-6-0-0,81712652,-66,-6,0.59,0.92,6.16,19.1,991326,3.04,0.27,1.17,184782,20890,6115,2710
Harris County,Georgia,2017-1-6-0-0,77286162,-69,-11,0.64,5.42,5.02,17.5,633719,0.94,5.48,6.2,210530,32960,41031,3498
Hart County,Georgia,2017-1-6-0-0,69540976,-60,-8,3.92,4.66,3.89,3.4,741441,0.1,2.97,10.81,152278,14563,44806,2876
Heard County,Georgia,2017-1-6-0-0,77050581,-120,-10,1.49,0.48,8.94,5.1,118799,0.29,2.42,4.49,886015,22578,40619,1000
Henry County,Georgia,2017-1-6-0-0,60133673,-68,-12,3.45,2.12,11.35,15.9,136825,3.68,4.5,1.92,570804,14848,12528,1549
Houston County,Georgia,2017-1-6-0-0,27554540,-75,-9,3.54,2.52,1.39,14.9,361826,2.4,2.83,1.45,849449,24105,45644,2346
Irwin County,Georgia,2017-1-6-0-0,57701428,-107,-15,0.22,4.1,5.4,7,798817,4.12,5.5,3.14,699030,15379,35414,4004
Jackson County,Georgia,2017-1-6-0-0,8199884,-62,-14,3.25,3.24,8.45,3.4,344604,4.49,3.91,11.04,611726,41372,38997,1006
Jasper County,Georgia,2017-1-6-0-0,94239201,-93,-14,2.58,0.55,9.96,5.7,868146,1.35,2.05,9.94,151478,10487,22750,4194
Jeff Davis County,Georgia,2017-1-6-0-0,33444672,-120,-13,1.91,2.44,7.83,11.1,222932,1.37,0.73,10.77,699986,4249,18373,1745
Jefferson County,Georgia,2017-1-6-0-0,32257184,-60,-6,0.66,2.8,7.13,14.3,416225,2.38,1.87,7.12,519767,10523,13010,1475
Jenkins County,Georgia,2017-1-6-0-0,33384342,-120,-11,0.77,2.56,11.84,14.2,512153,3.98,3.18,3.71,705590,27294,28008,1233
Johnson County,Georgia,2017-1-6-0-0,53332164,-107,-15,3.69,0.84,10.54,11.4,635786,4.65,2.45,4.72,746565,34628,29799,2391
Jones County,Georgia,2017-1-6-0-0,35981998,-68,-11,0.13,4.2,6.27,2.5,577507,2.58,2.8,5.16,540874,46703,32640,3907
Lamar County,Georgia,2017-1-6-0-0,39809108,-78,-10,2.49,4.85,10.14,12.6,426793,4.55,1.33,4.84,381106,2825,36702,4637
Lanier County,Georgia,2017-1-6-0-0,72918243,-72,-9,2.6,5.38,0.14,20,104358,3.77,0.34,1.11,806577,44384,7428,1407
Laurens County,Georgia,2017-1-6-0-0,37828848,-113,-6,5.24,1.61,5.29,1.2,583500,2.04,1.72,10.3,671141,35297,26762,1768
Lee County,Georgia,2017-1-6-0-0,27532218,-77,-7,3.65,5.44,1.86,13.5,308928,2.6,2.79,7.35,199196,37981,31709,1290
Liberty County,Georgia,2017-1-6-0-0,15172227,-75,-10,3.02,4.94,8.84,11.6,633449,3.47,5.09,9.92,150886,2389,23363,3813
Lincoln County,Georgia,2017-1-6-0-0,20296164,-107,-7,1,4.52,9.49,19.6,413696,3.68,2.63,2.87,752237,40963,5486,434
Long County,Georgia,2017-1-6-0-0,49207093,-109,-6,3.04,5.4,8.96,9.3,237069,0.94,3.26,3.12,440113,13880,35684,2479
Lowndes County,Georgia,2017-1-6-0-0,13581646,-65,-9,0.47,3.52,3.36,5.1,864950,1.18,0.38,1.59,650061,20602,16395,147
Lumpkin County,Georgia,2017-1-6-0-0,21368303,-62,-6,1.38,4.05,8.22,11.2,596574,1.43,0.45,10.62,779906,9523,24155,1780
McDuffie County,Georgia,2017-1-6-0-0,94227561,-74,-12,4.91,0.42,11.42,1.3,198488,2.49,4.33,9.79,923984,29430,3521,3150
McIntosh County,Georgia,2017-1-6-0-0,32053061,-119,-14,4.78,1.47,3.68,19.1,130469,0.58,1.43,2.83,966506,43587,40078,4524
Macon County,Georgia,2017-1-6-0-0,48008368,-83,-6,1.55,1.17,7.56,8.7,623744,2.46,2.63,2.31,909946,7820,41882,3635
Madison County,Georgia,2017-1-6-0-0,92842390,-117,-7,0.84,5.24,10.97,13.7,691993,3.47,4.87,7.41,814113,11317,4926,4234
Marion County,Georgia,2017-1-6-0-0,40948217,-75,-13,3.64,4.97,8.81,1.2,462262,3.3,5.16,8.94,864387,5700,31758,1008
Meriwether County,Georgia,2017-1-6-0-0,36705552,-91,-13,0.49,5.13,9.38,17.5,554868,0.28,4.68,9.56,413772,14136,30747,629
Miller County,Georgia,2017-1-6-0-0,14333113,-94,-12,4.29,4.72,6.14,6.2,251482,3.13,4.24,11.9,227274,48233,37017,4498
Mitchell County,Georgia,2017-1-6-0-0,60302798,-88,-14,0.09,1.71,3.91,18.2,821002,3.83,4.42,7.41,116430,20474,12907,1704
Monroe County,Georgia,2017-1-6-0-0,23063930,-117,-13,1.58,3.29,4.4,3.7,704955,2.13,1.37,9.93,648721,45918,49982,1031
Montgomery County,Georgia,2017-1-6-0-0,60977666,-61,-11,0.75,2.99,8.09,6.8,186116,4.61,4.91,4.92,239772,49451,34020,2245
Morgan County,Georgia,2017-1-6-0-0,97727105,-77,-7,4.79,4.72,0.49,13.3,684629,3.58,5.14,9.77,265658,16342,41217,2959
Murray County,Georgia,2017-1-6-0-0,23872550,-65,-12,0.86,2.38,9.03,14.1,609203,1.88,0.41,8.6,428145,44252,13632,3918
Muscogee County,Georgia,2017-1-6-0-0,65745875,-70,-13,1.41,2.83,0.59,4.5,594916,4.85,2.89,9.56,495460,30471,17260,4635
Newton County,Georgia,2017-1-6-0-0,84267518,-107,-8,4.97,2.03,7.79,4.2,955594,4.61,3.62,2.04,612894,17126,18694,3798
Oconee County,Georgia,2017-1-6-0-0,40365252,-118,-10,1.53,4.75,7.97,12.2,995627,3.46,2.32,8.96,253440,19794,33945,4040
Oglethorpe County,Georgia,2017-1-6-0-0,53886684,-69,-8,4.14,3.73,10.48,17.2,858637,4.09,4.51,2.29,238675,43913,14322,2670
Paulding County,Georgia,2017-1-6-0-0,42718672,-94,-14,1.6,2.73,10.85,14.8,528131,1.82,2.19,4,802318,46083,29301,2885
Peach County,Georgia,2017-1-6-0-0,19190967,-63,-16,4.54,4.94,11.84,15.6,134700,0.76,0.24,7.39,712364,19724,28053,451
Pickens County,Georgia,2017-1-6-0-0,23747344,-115,-13,4,3.11,6.48,0.9,743476,3.86,2.42,4.89,223427,23193,35125,2148
Pierce County,Georgia,2017-1-6-0-0,90187274,-107,-15,1.81,4.38,7.49,4.4,561606,3.22,0.36,2.93,417734,5453,36794,2192
Pike County,Georgia,2017-1-6-0-0,63597188,-73,-10,1.78,3,5.87,0.5,954980,5.27,0.14,11.26,903766,43187,29422,3509
Polk County,Georgia,2017-1-6-0-0,94320077,-103,-9,4.64,0.83,7.14,2.3,805225,1.7,5.14,10.42,925807,7003,11871,50
Pulaski County,Georgia,2017-1-6-0-0,13576718,-84,-12,5.39,2.94,4.65,12.8,273446,1.94,2.99,2.06,678497,10125,19733,1083
Putnam County,Georgia,2017-1-6-0-0,99600689,-107,-8,4.66,4.77,5.72,19,511639,2.9,3.28,1.05,470679,43241,34015,4076
Quitman County,Georgia,2017-1-6-0-0,39040683,-67,-10,4.85,4.33,9.33,19.6,347028,0.88,0.69,5.57,167081,21884,21412,2283
Rabun County,Georgia,2017-1-6-0-0,71613106,-107,-7,0.2,0.68,3.97,7.9,618361,1.14,1.87,11.09,151868,8103,23191,1037
Randolph County,Georgia,2017-1-6-0-0,26612829,-78,-15,0.07,5.25,2.59,17.6,202006,4.13,4.06,10.38,100010,8849,13039,3180
Richmond County,Georgia,2017-1-6-0-0,11295703,-98,-12,2.34,4.62,8.1,14.9,826573,4,0.98,10.55,147393,32718,24961,2375
Rockdale County,Georgia,2017-1-6-0-0,99753720,-80,-8,0.55,3.82,8.45,5,996500,2.31,0.85,4.15,276905,10850,7652,4882
Schley County,Georgia,2017-1-6-0-0,40597141,-67,-15,3.36,0.77,0.53,15,188002,5.1,2.39,5.04,857099,20963,18364,2052
Screven County,Georgia,2017-1-6-0-0,67151171,-78,-11,5.34,3.07,10.3,1.1,832493,3.67,2.65,6.31,215744,5418,17608,1143
Seminole County,Georgia,2017-1-6-0-0,17632928,-86,-8,4.58,0.52,6.76,7.4,943168,4.8,4.3,1.86,594375,40220,16988,2675
Spalding County,Georgia,2017-1-6-0-0,38933002,-63,-16,4.03,1.72,2.58,10,729141,3.98,2.47,10.8,992206,15626,38225,1141
Stephens County,Georgia,2017-1-6-0-0,52746281,-97,-8,5.3,4.24,2.37,19.1,771332,3.04,1.38,7.07,212867,13212,10592,1572
Stewart County,Georgia,2017-1-6-0-0,67665873,-114,-9,3.95,0.75,8.64,4.3,959652,0.76,5.4,4.38,503185,39436,13012,73
Sumter County,Georgia,2017-1-6-0-0,77134740,-118,-10,3.65,3.04,7.87,9.8,224671,3.94,2.29,4.54,547425,5896,20573,3037
Talbot County,Georgia,2017-1-6-0-0,12231475,-104,-6,0.37,4.27,2.51,15.8,364885,3.21,2.08,5.8,376243,44731,42236,4668
Taliaferro County,Georgia,2017-1-6-0-0,77950422,-63,-16,2.66,0.75,0.32,19.2,398790,2.72,3.35,7.63,114922,31830,7647,4471
Tattnall County,Georgia,2017-1-6-0-0,86496367,-99,-8,0.55,4.11,0.89,7.8,864505,4.32,5.39,11.99,491035,27258,5173,4265
Taylor County,Georgia,2017-1-6-0-0,61878700,-79,-6,5.45,2.52,6.31,16.4,325274,3.3,4.36,3.48,600005,12724,14028,1743
Telfair County,Georgia,2017-1-6-0-0,78832055,-93,-7,1.45,0.98,9.27,5.3,948263,3.62,2.98,9.93,793978,37605,17274,4278
Terrell County,Georgia,2017-1-6-0-0,17959434,-87,-6,2.11,0.56,3.88,9.5,737346,5.07,4.53,0.5,887799,32362,6236,4738
Thomas County,Georgia,2017-1-6-0-0,95935251,-116,-16,4.58,0.14,9.6,5.8,580765,0.66,0.08,6.68,790576,19291,48137,1512
Tift County,Georgia,2017-1-6-0-0,29099295,-103,-8,0.88,5.43,7.03,7,272537,2.52,0.27,9.81,605672,22568,9129,123
Toombs County,Georgia,2017-1-6-0-0,94348737,-67,-10,0.92,5.49,5.87,2.9,548421,3.49,4.95,8.17,812457,1014,20274,3803
Towns County,Georgia,2017-1-6-0-0,48913138,-100,-8,2.35,3.26,3.5,15.5,195866,1.91,2.52,11.69,283516,13443,8628,1065
Treutlen County,Georgia,2017-1-6-0-0,85579434,-90,-8,0.13,4.8,10,1.1,469680,0.5,4.2,8.72,571288,42262,1727,599
Troup County,Georgia,2017-1-6-0-0,94150374,-91,-15,5.03,4.6,10.81,12.9,511409,3.92,0.73,2.14,943315,36192,44257,1666
Turner County,Georgia,2017-1-6-0-0,78765958,-115,-8,0.85,0.49,11.04,8.9,202021,4.55,4.81,6,236533,7038,21455,927
Twiggs County,Georgia,2017-1-6-0-0,88686717,-112,-9,3.34,3.03,3.7,3.7,322539,3.33,4.27,7.32,415391,6041,6332,356
Union County,Georgia,2017-1-6-0-0,23259572,-98,-7,1.63,1.06,10.49,17.2,563338,0.23,4.08,8.81,771586,3550,44152,1852
Upson County,Georgia,2017-1-6-0-0,65621968,-114,-11,4.67,5.14,11.58,2.1,518135,1.45,1.09,1.59,854566,7036,34128,1239
Walker County,Georgia,2017-1-6-0-0,50489677,-72,-11,0.08,4.95,0.75,7.4,923542,1.91,3.1,0.29,902098,12092,2297,3237
Walton County,Georgia,2017-1-6-0-0,66212523,-116,-7,1.63,4.15,3.31,8.3,975940,1.39,2.71,5.27,544053,34319,13490,3956
Ware County,Georgia,2017-1-6-0-0,79518455,-114,-9,2.63,1.86,10.44,12.1,118735,2,0.5,7.37,816992,43023,18148,3831
