2015-1,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Poland,Orange/Centertel,260/03,27-Dec,-156.39,-7.88,0.1,0.59,0.1,0.04,0.56,0.08,0.13,0.69,599486,8525,53559,2471
Portugal,Vodafone(PORTUGAL),268/01,27-Dec,-72.61,-6.24,0.93,0.98,0.34,0.49,0.99,0.4,0.15,0.11,939788,6847,58796,4586
Portugal,Optimus (Sonecom),268/03,27-Dec,-131.09,-7.39,0.22,0.6,0.13,0.66,0.96,0.53,0.96,0.08,323483,4022,60286,6374
Qatar,Vodafone(QATAR),427/02,27-Dec,-146.23,-6.14,0.03,0.59,0.48,0.34,0.22,0.05,0.74,0.96,331209,4889,66607,9704
Qatar,Q-Tel,427/01,27-Dec,-83.98,-12.49,0.39,0.16,0.31,0.61,0.56,0.05,0.97,0.61,228911,7424,16609,3624
Romania,Orange (Mobilrom),226/10,27-Dec,-152.05,-6.37,0.75,0.03,0.97,0.83,0.9,0.34,0.71,0.28,345716,2292,88707,3249
Russia,MTS(RUSSIA),250/01,27-Dec,-145.27,-8.55,0.43,0.22,0.52,0.81,0.66,0.71,0.43,0.62,393838,3595,57410,7481
Russia,MegaFon,250/02,27-Dec,-77.16,-9.31,0.36,0.69,0.13,0.03,0.2,0.46,0.13,0.44,514583,1421,56883,4987
Russia,Vimpelcom Beeline (KB Impuls),250/99,27-Dec,-118.89,-10.05,0.54,0.88,0.21,0.65,0.84,0.71,0.42,0.68,305028,4474,27384,4101
Saudi Arabia,Saudi Telecom Company,420/01,27-Dec,-141.63,-8.85,0.49,0.14,0.4,0.63,0.98,0.98,0.35,0.93,374480,7444,74775,1058
Saudi Arabia,Mobily,420/03,27-Dec,-127.66,-10.45,0.37,0.66,0.12,0.75,0.75,0.74,0.4,0.85,299030,5648,11812,9905
SERBIA,Telenor Serbia,220/01,27-Dec,-79.58,-12.91,0.87,0.14,0.16,0.35,0.59,0.81,0.45,0.76,242916,4906,79717,9421
Singapore,Mobile One,525/03,27-Dec,-130.75,-7.14,0.46,0.72,0.73,0.27,0.63,0.33,0.63,0.33,258931,5018,89568,6108
Singapore,Starhub,525/05,27-Dec,-87.76,-14.11,0.45,0.35,0.59,0.4,0.78,0.09,0.15,0.88,182680,4197,40518,4076
Singapore,SingTel,525/01,27-Dec,-74.14,-6,0.7,1,0.85,0.03,0.43,0.63,0.21,0.92,184513,2189,16969,1931
Slovak Republic,Orange (ex Globtel),231/01,27-Dec,-106.78,-7.53,0.19,0.03,0.39,0.09,0.45,0.07,0.56,0.07,926811,8755,38551,5339
Slovenia,SI Mobil,293/40,27-Dec,-74.15,-14.54,0.48,0.76,0.91,0.01,0.72,0.81,0.07,0.81,224363,9397,80590,6635
South Africa,Vodacom(SOUTH AFRICA),655/01,27-Dec,-134.18,-9.47,0.42,0.67,0.51,0.84,0.24,0.51,0.78,0.91,664960,2535,40347,6451
South Africa,MTN(SOUTH AFRICA),655/10,27-Dec,-65.21,-8.09,0.4,0.93,0.93,0.59,0.96,0.1,0.78,0.04,944422,4169,58349,8021
South Korea,KT (KTF),450/08,27-Dec,-121.89,-8.14,0.1,0.93,0.96,0.94,0.27,0.84,0.98,0.58,293556,3318,68774,5858
South Korea,SK Telecom,450/05,27-Dec,-109.86,-10.8,0.64,0.43,0.97,0.03,0.43,0.09,0.6,0.41,446406,9192,43787,4654
Spain,Orange/Amena,214/03,27-Dec,-69.59,-8.01,0.22,0.24,0.63,0.69,0.9,0.18,0.99,0.74,991434,8701,41488,6643
Spain,Vodafone (AirTel),214/01,27-Dec,-116.25,-10,0.18,0.42,0.07,0.91,0.47,0.73,0.39,0.64,409670,6352,18030,3556
Spain,Xfera Yoigo,214/04,27-Dec,-123.88,-10.06,0.55,0.08,0.12,0.73,0.72,0.67,0.39,0.59,481725,5489,30591,6457
Spain,Telefonica Moviles(SPAIN),214/07,27-Dec,-72.36,-8.58,0.76,0.83,0.32,0.64,0.38,0.85,0.51,0.03,861362,9311,18224,6495
Sweden,Tele2 - Comviq,240/07,27-Dec,-70.67,-14.78,0.57,0.86,0.36,0.25,0.49,0.6,0.36,0.94,495784,1595,71013,8255
Sweden,"Telenor (Vodafone,Europolitn)",240/08,27-Dec,-81.03,-10.95,0.1,0.86,0.01,0.35,0.32,0.46,0.67,0.35,858592,3289,55342,7359
Sweden,TeliaSonera Mobile,240/01,27-Dec,-95.43,-6.31,0.93,0.74,0.59,0.72,0.89,0.61,0.24,0.7,514802,1955,10326,3775
Switzerland,Swisscom,228/01,27-Dec,-112.01,-9.03,0.87,0.1,0.9,0.88,0.07,0.55,0.29,0.23,186171,8899,46339,8336
Switzerland,Sunrise DiAx,228/02,27-Dec,-81.44,-12.38,0.67,0.61,0.31,0.29,0.31,0.24,0.15,0.29,748041,2702,81726,2292
Switzerland,Orange(SWITZERLAND),228/03,27-Dec,-65.82,-6.17,0.21,0.84,0.74,0.08,0.72,0.91,0.98,0.39,809581,6725,13654,9471
Thailand,True Move  HSPA,520/00,27-Dec,-152.76,-6.91,0.67,0.78,0.9,0.23,0.16,0.09,0.91,0.23,168322,2051,34300,6533
Thailand, AIS,520/03,27-Dec,-61.69,-15,0.03,0.2,0.16,0.18,0.73,0.13,0.55,0.69,340022,1497,42282,5109
Turkey,Vodafone (TelSim),286/02,27-Dec,-90.26,-10.49,0.81,0.19,0.69,0.51,0.04,0.42,0.21,0.98,779388,4759,97186,5762
Turkey,Turkcel,286/01,27-Dec,-125.2,-6.95,0.67,0.39,0.63,0.01,0.7,0.54,0.66,0.9,501011,2201,81665,9978
United Arab Emirates,Etisalat(UAE),424/02,27-Dec,-96.02,-6.27,0.27,0.17,0.61,0.06,0.62,0.5,0.65,1,569010,5401,32438,7947
United Arab Emirates,Du,424/03,27-Dec,-104.84,-6.23,0.77,0.7,0.36,0.02,0.75,0.38,0.8,0.54,638527,5240,29952,1105
United Kingdom,Vodafone(UK),234/15,27-Dec,-149.69,-6.78,0.09,0.44,0.72,0.6,0.35,0.77,0.45,0.67,110722,1052,10333,1921
United Kingdom,Everything Everywhere,234/30,27-Dec,-68.28,-7.3,0.5,0.61,0.19,0.2,0.34,0.69,0.36,0.93,686431,7096,64203,6645
United Kingdom,Telefonica O2 (CellNet),234/10,27-Dec,-148.31,-11.14,0.4,0.6,0.38,0.71,0.54,0.18,0.54,0.95,533296,1269,17427,8659
United Kingdom,Everything Everywhere (ex-Orange),234/33,27-Dec,-68.44,-12.79,0.2,0.77,0.46,0.84,0.32,0.36,0.26,0.33,399470,4427,72598,5535
Unted States,AT&T,310/410,27-Dec,-87.29,-12.21,0.12,0.45,0.91,0.49,0.38,0.86,0.22,0.7,910225,2053,25103,9959
Unted States,Guamcell Cellular and Paging,310/370,27-Dec,-115.64,-7.31,0.79,0.42,0.3,0.76,0.16,0.58,0.17,0.2,319255,5471,39741,1192
Unted States,T-Mobile,310/260,27-Dec,-112.24,-8.84,0.84,0.8,0.26,0.17,0.42,0.11,0.45,0.82,814927,4055,99688,1445
Unted States,Verizon Wireless,311/48,27-Dec,-115.51,-8.75,0.56,0.24,0.69,0.13,0.68,0.66,0.57,0.78,153870,1749,99834,2228
Albania,Vodafone(ALBANIA),276/02,28-Dec,-60.67,-9.71,0.07,0.55,0.92,0.43,0.92,0.56,0.33,0.84,775051,2580,84389,9148
Australia,Vodafone Hutchison,505/03,28-Dec,-96.44,-14.59,0.98,0.27,0.24,0.11,0.84,0.85,0.6,0.83,941546,9929,44026,8828
Australia,Optus,505/02,28-Dec,-73.73,-9.97,0.67,0.22,0.64,0.68,0.52,0.05,0.62,0.52,219596,9197,55694,6751
Australia,Telstra,505/01,28-Dec,-128.93,-9.54,0.6,0.71,0.24,0.35,0.02,0.76,0.19,0.57,975499,7123,67207,6216
Austria,A1 Austria Telekom (Mobilkom),232/01,28-Dec,-67.92,-14.57,0.15,0.94,0.94,0.13,0.71,0.22,0.45,0.38,998288,4367,32690,3521
Austria,H3G(AUSTRIA),232/10,28-Dec,-139.78,-10.48,0.34,0.09,0.68,0.7,0.95,0.97,0.36,0.28,454719,6936,26328,5022
Bahrain,Viva,426/04,28-Dec,-157.67,-11.9,0.26,0.48,0.53,0.27,0.19,0.81,0.01,0.74,246604,2028,77206,1157
Bahrain,Batelco,426/01,28-Dec,-113.22,-9.13,0.65,0.54,0.62,0.73,0.49,0.91,0.19,0.14,737040,9447,47409,1781
Bahrain,Zain/Vodafone/MTC,426/02,28-Dec,-101.67,-10.83,0.87,0.7,0.43,0.5,0.51,0.45,0.83,0.87,425774,2524,54543,2374
Belgium,"Base (KPN,Orange)",206/20,28-Dec,-97.33,-10.9,0.76,0.66,0.45,0.21,0.4,0.39,0.42,0.85,804661,1969,65650,3812
Belgium,Mobistar S.A.,206/10,28-Dec,-141.46,-14.65,0.05,0.43,0.63,0.88,0.45,0.43,0.62,0.43,592788,6659,46907,3113
Belgium,Belgacom Mobile,206/01,28-Dec,-108.35,-10.1,0.42,0.15,0.27,0.89,0.29,0.13,0.86,0.02,756607,4524,74283,4526
Brazil,Vivo S.A,724/10,28-Dec,-146.11,-6.29,0.67,0.21,0.18,0.98,0.52,0.6,0.77,0.65,766397,1765,65092,6236
Brazil,TIM,724/04,28-Dec,-103.95,-14.09,0.41,0.59,0.54,0.59,0.6,0.73,1,0.77,700326,3488,62327,2310
Bulgaria,Mobiltel,284/01,28-Dec,-139.44,-6.27,0.88,0.37,0.2,0.75,0.83,0.89,0.08,0.96,342565,5478,71635,1246
Canada,Bell Mobility,302/610,28-Dec,-98.45,-12.95,0.61,0.31,0.63,0.57,0.62,0.79,0.42,0.02,368052,4702,73701,7879
Canada,Telus Mobility,302/220,28-Dec,-135.77,-7.68,0.16,0.07,0.31,0.03,0.37,0.36,0.42,0.18,562608,7475,81923,6104
China,China Mobile,460/07,28-Dec,-158.64,-10.47,0.49,0.71,0.17,0.83,0.73,0.66,0.73,0.53,619098,9230,51953,9257
China,China Unicom,460/01,28-Dec,-123.49,-13.38,0.34,0.75,0.28,0.37,0.63,0.64,0.42,0.3,552458,5754,83465,2408
China,China Mobile,460/02,28-Dec,-116.61,-13.6,0.96,0.89,0.61,0.08,0.3,0.78,0.16,0.64,782592,3198,59700,5340
China,China Mobile,460/00,28-Dec,-77.86,-13.58,0.31,0.74,0.74,0.13,0.65,0.51,0.59,0.45,738532,7699,90796,8947
Croatia,Croatian Telecom (ex T- Mobile),219/01,28-Dec,-133.66,-7.67,0.34,0.66,0.16,0.49,0.47,0.55,0.67,0.96,416899,7463,44456,7669
Croatia,VIP-net,219/10,28-Dec,-95.27,-10.81,0.22,0.56,0.18,0.06,0.97,0.02,0.28,0.31,591169,8816,93911,5527
Czech Republic,Telefonica O2 (Eurotel),230/02,28-Dec,-82.92,-11.91,0.5,0.4,0.54,0.18,0.32,0.96,0.41,0.24,170511,9117,20781,1866
Denmark,Telenor (Sonofon),238/02,28-Dec,-75.13,-12.39,0.44,0.61,0.89,0.38,0.26,0.5,0.93,0.2,980972,7881,28849,3351
Dominica Rep.,"Orange Dominicana, S.A.",370/01,28-Dec,-80.32,-8.43,0.07,0.85,0.27,0.69,0.88,0.87,0.53,0.22,957401,1215,37139,7287
Egypt,Vodafone(EGYPT),602/02,28-Dec,-123.59,-9.55,0.2,0.1,0.3,0.61,0.85,0.86,0.7,0.12,943274,9193,90279,5753
Egypt,Etisalat Misr,602/03,28-Dec,-62.25,-9.78,0.73,0.18,0.92,0.38,0.99,0.84,0.92,0.54,224861,5885,80168,5466
Estonia,Tele2(ESTONIA),248/03,28-Dec,-87.45,-12.9,0.77,0.74,1,0.19,0.99,0.64,0.27,0.12,767234,2804,40537,8334
France,SFR (Cegetel),208/10,28-Dec,-115.99,-14.17,0.96,0.56,0.52,0.86,0.34,0.17,0.36,0.96,896104,2768,69103,4715
France,Orange (Iteneris),208/01,28-Dec,-158.4,-13.72,0.03,0.45,0.64,0.03,0.46,0.83,0.27,1,369825,7293,10489,8500
France,Free Mobile,208/15,28-Dec,-98.49,-10.5,0.18,0.72,0.17,0.92,0.32,0.41,0.85,0.46,554814,7821,43747,1297
France,Bouygues,208/20,28-Dec,-78.47,-10.79,0.19,0.53,0.83,0.52,0.63,0.2,0.25,0.47,562371,4531,22043,9037
Germany,Telekom Deutschland (T-Mobile),262/01,28-Dec,-81.02,-10.1,0.15,0.09,0.01,0.67,0.78,0.61,0.62,0.19,739714,8848,84981,4588
Germany,Vodafone(GERMANY),262/02,28-Dec,-61.06,-8.6,0.46,0.28,0.46,0.22,0.02,0.57,0.55,0.82,282822,4120,62954,4622
Germany,Telefonica O2/viag,262/07,28-Dec,-157.99,-13.82,0.47,0.09,0.34,0.59,0.41,0.07,0.45,0.62,395271,3920,10818,2613
Germany,E-Plus,262/03,28-Dec,-134.68,-9.68,0.65,0.84,0.03,0.18,0.53,0.66,0.69,0.12,857985,5622,45776,3387
Hongkong,China Mobile - Peoples,454/12,28-Dec,-102.98,-11.92,0.43,0.32,0.32,0.05,0.06,0.99,0.58,0.27,332247,6554,74733,3597
Hongkong,H3G(HONG KONG),454/03,28-Dec,-113.4,-9.84,0.91,0.15,0.14,0.05,0.79,0.16,0.77,0.32,598704,6190,87211,5136
Hongkong,PCCW-HKT Telephone Limited,454/19,28-Dec,-110.73,-8.9,0.71,0.69,0.97,0.04,1,0.57,0.95,0.86,479481,5303,49040,7093
Hongkong,SmarTone - Vodafone,454/06,28-Dec,-62.19,-8.51,0.25,0.72,0.48,0.31,0.81,0.78,0.18,0.53,412159,2128,30746,6776
Hongkong,CSL (C&W),454/00,28-Dec,-109.3,-14.35,0.29,0.99,0.35,0.18,0.51,0.13,0.43,0.45,696855,6604,36588,7136
Hungary,Vodafone(HUNGARY),216/70,28-Dec,-98.22,-6.6,0.63,0.09,0.94,0.56,0.43,0.05,0.89,0.81,542985,9662,68900,8369
Hungary,T-Mobile(HUNGARY),216/30,28-Dec,-118.51,-14.75,0.66,0.61,0.06,0.65,0.55,0.28,0.37,0.51,523622,6230,50807,4428
India,Airtel (Karnataka),404/45,28-Dec,-85.06,-12.73,0.51,0.68,0.35,0.36,0.41,0.77,0.63,0.86,878357,8528,47573,7591
India,Airtel (Delhi),404/10,28-Dec,-119.24,-13.83,0.91,0.35,0.81,0.53,0.27,0.12,0.02,0.14,511617,7320,49090,1236
Indonesia,Indosat (IDNSL),510/01,28-Dec,-141.5,-13.9,0.44,0.67,0.35,0.53,0.47,0.69,0.28,0.29,234593,7581,31703,6150
Ireland,Vodafone(IRELAND),272/01,28-Dec,-134.1,-12.79,0.03,1,0.95,0.37,0.23,0.92,0.19,0.48,699362,9415,10953,6090
Ireland,Meteor,272/03,28-Dec,-144.66,-13.81,0.13,0.85,0.54,0.78,0.61,0.43,0.07,0.79,983481,8237,36430,6838
Ireland,Telefonica O2 (East DigiFone),272/02,28-Dec,-115.76,-6.34,0.8,0.59,0.2,0.99,0.1,1,0.12,0.34,811130,9632,20169,7056
Italy,Vodafone Omnitel,222/10,28-Dec,-90.9,-14.58,0.84,0.78,0.07,0.42,0.53,0.86,0.4,0.04,678737,5397,56133,2033
Italy,Wind,222/88,28-Dec,-115.58,-11.92,0.77,0.4,0.28,0.44,0.92,0.98,0.33,0.86,307201,1230,50213,5624
Japan,KDDI Corporation,440/51,28-Dec,-98.19,-12.61,0.82,0.93,0.09,0.53,0.06,0.75,0.66,0.27,696032,2051,93891,6335
Japan,Soft Bank (Vodafone KK),440/20,28-Dec,-78.42,-7.94,0.99,0.38,0.17,0.96,0.52,0.08,0.92,0.38,176210,3891,54587,9657
Japan,KDDI,440/50,28-Dec,-148.53,-13.56,0.39,0.03,0.63,0.91,0.62,0.76,0.62,0.4,210195,6863,14401,4000
Japan,NTT Docomo,440/10,28-Dec,-146.41,-11,0.93,0.05,0.9,0.49,0.86,0.04,0.03,0.42,686196,4546,62298,1484
Jordan,Zain (Fastlink),416/01,28-Dec,-121.9,-7.64,0.96,0.32,0.54,0.66,0.71,0.76,0.53,0.67,444046,5774,49264,2392
Jordan,Orange (MobileCom),416/77,28-Dec,-135.4,-13.91,0.75,0.59,0.08,0.65,0.54,0.87,0.69,0.28,713686,8566,15797,7420
Kazakhstan ,K-Cell,401/02,28-Dec,-120.33,-13.91,0.57,0.48,0.01,0.76,0.21,0.18,0.15,0.95,981767,9536,83014,5627
Kuwait,MTC/Zain,419/02,28-Dec,-126.75,-9.78,0.67,0.54,0.67,0.94,0.84,0.35,0.94,0.17,558064,1755,26030,8754
Kuwait,Viva (KTC),419/04,28-Dec,-75.35,-8.29,0.18,0.12,0.94,0.4,0.88,0.06,0.99,0.86,724606,7970,84767,9212
Lebanon,MTC (MIC 2 Touch),415/03,28-Dec,-139.93,-14.14,0.77,0.81,0.43,0.21,0.86,0.66,0.46,0.18,836350,3093,88713,7927
Luxembourg,Tango,270/77,28-Dec,-149.78,-9.18,0.61,0.76,0.37,0.02,0.21,0.6,0.36,0.9,718143,1527,44339,5233
Macao,CTM,455/01,28-Dec,-96.56,-10.49,0.02,0.36,0.66,0.36,0.76,0.57,0.52,0.67,960901,6845,72941,4564
Macao,Hutchison 3,455/03,28-Dec,-97.29,-6.66,0.12,0.56,0.08,0.26,0.38,0.24,0.97,0.72,569586,9515,90816,8155
Malaysia,Celcom,502/19,28-Dec,-121.15,-10.84,0.03,0.88,0.09,0.41,0.29,0.74,0.59,0.27,714289,2857,19997,9092
Malaysia,DiGi  Telecommunication,502/16,28-Dec,-110.11,-12.99,0.31,0.7,0.53,0.04,0.56,0.71,0.72,0.14,631045,6386,34614,1868
Malaysia,Maxis,502/12,28-Dec,-74.98,-11.71,0.47,0.16,0.83,0.09,0.22,0.25,0.52,0.63,162864,7989,92183,7790
Malta,Vodafone(MALTA),278/01,28-Dec,-142.39,-11.37,0.51,0.92,0.78,0.87,0.38,0.35,0.61,0.62,143162,4960,66248,2103
Mauritius,Cellplus Orange,617/01,28-Dec,-92.77,-8.4,0.5,0.28,0.2,0.43,0.91,0.85,0.97,0.1,769547,5644,72643,5350
Netherlands,Vodafone(NETHERLANDS),204/04,28-Dec,-118.25,-10.48,0.91,0.97,0.43,0.59,0.69,0.11,0.75,0.06,177771,8103,67068,8444
Netherlands,T-mobile (ex Ben),204/16,28-Dec,-123.13,-6.69,0.5,0.38,0.78,0.4,0.71,0.92,0.32,0.92,943752,1189,13752,1081
New Zealand,Vodafone(NEW ZEALAND),530/01,28-Dec,-157.82,-13.3,0.38,0.37,0.99,0.11,0.51,0.71,0.61,0.5,731691,3034,31118,8321
Nigeria,EMTS,621/60,28-Dec,-143.96,-12.97,1,0.2,0.73,0.83,0.15,0.39,0.82,0.28,897576,6591,90954,4072
Norway,Telenor Mobile,242/01,28-Dec,-118.83,-13.94,0.33,0.49,0.5,0.54,0.1,0.57,0.66,0.59,979771,7712,74078,6316
Norway,NetCom TeliaSonera,242/02,28-Dec,-136.98,-9.11,0.12,0.8,0.74,0.77,0.57,0.05,0.66,0.22,285318,5499,70592,1684
Oman,Nawras,422/03,28-Dec,-78.65,-13.88,0.15,0.85,0.88,0.41,0.43,0.96,0.49,0.29,776952,6021,69795,8926
Oman,Oman Mobile - GTO (Omantel),422/02,28-Dec,-96.49,-11.23,0.78,0.81,0.75,0.32,0.3,0.73,0.82,0.01,373653,6979,63817,9771
Philippines,Smart,515/03,28-Dec,-101.15,-12.72,0.5,0.5,0.64,0.11,0.71,0.82,0.53,0.23,683380,3004,76335,9953
Poland,"T-Mobile (ERA,PTC)",260/02,28-Dec,-105.16,-13.39,0.72,0.8,0.81,0.77,0.18,0.15,0.17,0.53,221190,6474,92559,3851
Poland,Orange/Centertel,260/03,28-Dec,-99.64,-6.82,0.57,0.85,0.35,0.05,0.14,0.88,0.76,0.72,141508,7541,94020,7916
Portugal,Vodafone(PORTUGAL),268/01,28-Dec,-147.36,-12.99,0.61,0.64,0.28,0.76,0.62,0.77,0.5,0.08,643918,7443,73899,7621
Portugal,Optimus (Sonecom),268/03,28-Dec,-137.21,-14.34,0.4,0.53,0.82,0.06,0.14,0.41,0.63,0.07,111532,6330,80923,9898
Qatar,Vodafone(QATAR),427/02,28-Dec,-64.58,-10.14,0.08,0.41,1,0.66,0.67,0.64,0.35,0.12,602686,4295,10391,6176
Qatar,Q-Tel,427/01,28-Dec,-69.11,-9.66,0.85,0.42,0.54,0.36,0.42,0.85,0.16,0.99,190187,5227,16603,6886
Romania,Orange (Mobilrom),226/10,28-Dec,-134.15,-11.67,0.04,0.01,0.08,0.79,0.77,0.42,0.52,0.92,299812,8216,50082,2332
Russia,MTS(RUSSIA),250/01,28-Dec,-133.1,-15,0.77,0.6,0.96,0.88,0.77,0.88,0.69,0.05,200307,3138,25270,8644
Russia,MegaFon,250/02,28-Dec,-144.37,-14.83,0.22,0.06,0.67,0.6,0.09,0.91,0.36,0.46,686486,4249,75666,1550
Russia,Vimpelcom Beeline (KB Impuls),250/99,28-Dec,-144.19,-10.89,0.39,0.22,0.75,0.64,0.72,0.58,0.9,0.39,503623,3975,96018,4837
Saudi Arabia,Saudi Telecom Company,420/01,28-Dec,-75.87,-12.96,0.5,0.57,0.35,0.32,0.57,0.8,0.3,0.21,743763,8149,75562,6369
Saudi Arabia,Mobily,420/03,28-Dec,-93.52,-8.08,0.64,0.95,0.18,0.33,0.02,0.5,0.36,0.25,252987,2173,46904,8036
SERBIA,Telenor Serbia,220/01,28-Dec,-108.4,-7.89,0.59,0.85,0.95,0.77,0.39,0.64,0.87,0.97,382496,1841,40596,9212
Singapore,Mobile One,525/03,28-Dec,-137.42,-8.85,0.99,1,0.77,0.13,0.62,0.65,0.99,0.15,326542,7211,31189,2088
Singapore,Starhub,525/05,28-Dec,-83.92,-12.85,0.61,0.58,0.7,0.13,0.67,0.61,0.51,0.95,300146,1001,58583,6632
Singapore,SingTel,525/01,28-Dec,-157.9,-13.06,0.96,0.03,0.19,0.36,0.38,0.41,0.41,0.17,316530,1602,72633,1722
Slovak Republic,Orange (ex Globtel),231/01,28-Dec,-151.1,-14.89,0.56,0.16,0.9,0.85,0.24,0.4,0.64,0.73,720785,8036,56498,4217
Slovenia,SI Mobil,293/40,28-Dec,-94.72,-7.7,0.64,0.55,0.05,0.16,0.09,0.15,0.66,0.53,212081,2322,28217,8312
South Africa,Vodacom(SOUTH AFRICA),655/01,28-Dec,-73.58,-10.87,0.83,0.83,0.21,0.38,0.54,0.72,0.26,0.64,164195,3846,50267,7445
South Africa,MTN(SOUTH AFRICA),655/10,28-Dec,-98.22,-8.39,0.12,0.29,0.97,0.25,0.02,0.99,0.26,0.44,846458,8668,92682,4489
South Korea,KT (KTF),450/08,28-Dec,-101.46,-9.38,0.15,0.09,0.71,0.51,0.62,0.08,0.52,0.63,432632,7989,10432,3819
South Korea,SK Telecom,450/05,28-Dec,-105.86,-10.65,0.58,1,0.94,0.94,0.66,0.97,0.75,0.47,269542,3641,51374,9610
Spain,Orange/Amena,214/03,28-Dec,-65.64,-8.31,0.92,0.49,0.07,0.77,0.29,0.47,0.7,0.08,473369,2689,53824,5663
Spain,Vodafone (AirTel),214/01,28-Dec,-144.34,-14.99,0.79,0.54,0.07,0.34,0.37,0.57,0.98,0.98,818920,3270,56517,9604
Spain,Xfera Yoigo,214/04,28-Dec,-94.32,-10.07,0.77,0.97,0.92,0.8,0.14,0.32,0.56,0.31,165818,7672,62484,8470
Spain,Telefonica Moviles(SPAIN),214/07,28-Dec,-67.42,-10.81,0.37,0.55,0.72,0.4,0.57,0.41,0.53,0.02,996601,2457,12472,3828
Sweden,Tele2 - Comviq,240/07,28-Dec,-78.4,-7.09,0.73,0.19,0.95,0.49,0.86,0.69,0.6,0.39,108039,8021,37577,4887
Sweden,"Telenor (Vodafone,Europolitn)",240/08,28-Dec,-60.59,-12.29,0.26,0.87,0.54,0.56,0.84,0.94,0.84,0.85,863705,2275,78396,3270
Sweden,TeliaSonera Mobile,240/01,28-Dec,-71.29,-11.45,0.28,0.53,0.57,0.42,0.56,0.88,0.92,0.2,317998,6919,68180,2232
Switzerland,Swisscom,228/01,28-Dec,-62.25,-9.39,0.24,0.2,0.14,0.11,0.92,0.29,0.55,0.97,987268,2941,97995,5294
Switzerland,Sunrise DiAx,228/02,28-Dec,-94.86,-14.3,0.17,0.46,0.03,0.76,0.19,0.85,0.43,0.13,709979,1207,97567,4661
Switzerland,Orange(SWITZERLAND),228/03,28-Dec,-140.27,-8.23,0.54,0.32,0.29,0.37,0.54,0.72,0.44,0.86,845123,9366,27664,5618
Thailand,True Move  HSPA,520/00,28-Dec,-91.93,-11.87,0.45,0.71,0.91,0.47,1,0.76,0.08,0.1,195324,2750,67534,3609
Thailand, AIS,520/03,28-Dec,-123.36,-10.32,0.67,0.42,0.07,0.45,0.93,0.2,0.49,0.44,255284,3824,14687,7798
Turkey,Vodafone (TelSim),286/02,28-Dec,-96.02,-9.63,0.95,0.41,0.03,0.98,0.64,0.46,0.26,0.17,997150,8053,92002,1572
Turkey,Turkcel,286/01,28-Dec,-99.22,-6.67,0.98,0.85,0.51,0.98,0.89,0.85,0.71,0.43,193311,9802,33781,6957
United Arab Emirates,Etisalat(UAE),424/02,28-Dec,-70.4,-10.63,0.88,0.36,0.79,0.34,0.63,0.2,0.15,0.46,887001,6248,66077,4674
United Arab Emirates,Du,424/03,28-Dec,-85.85,-7.6,0.94,0.22,0.34,0.75,0.26,0.47,0.51,0.81,774214,2610,11467,8753
United Kingdom,Vodafone(UK),234/15,28-Dec,-61.13,-6.45,0.71,0.22,0.07,0.45,0.44,0.66,1,0.68,770726,1105,15479,7194
United Kingdom,Everything Everywhere,234/30,28-Dec,-136.56,-6.68,0.05,0.22,0.27,0.76,0.8,0.43,0.41,0.09,245405,1877,97004,9297
United Kingdom,Telefonica O2 (CellNet),234/10,28-Dec,-62.79,-8.22,1,0.61,0.49,0.15,0.03,0.36,0.09,0.06,854643,3108,18897,8037
United Kingdom,Everything Everywhere (ex-Orange),234/33,28-Dec,-146.49,-9.44,0.8,0.47,0.23,0.22,0.65,0.2,0.91,0.71,827382,2709,67309,2228
Unted States,AT&T,310/410,28-Dec,-103.25,-9.66,0.5,0.48,0.34,0.49,0.13,0.05,0.64,1,745765,3464,59244,9413
Unted States,Guamcell Cellular and Paging,310/370,28-Dec,-90.99,-8.94,0.69,0.05,0.66,0.48,0.63,0.89,0.75,0.36,351703,5335,43257,9351
Unted States,T-Mobile,310/260,28-Dec,-118.32,-13.36,0.79,0.56,0.97,0.72,0.05,0.46,0.66,0.48,917364,7234,56133,8851
Unted States,Verizon Wireless,311/48,28-Dec,-154.13,-6,0.39,0.47,0.34,0.13,0.82,0.85,0.18,0.5,472914,4596,10755,4598
Albania,Vodafone(ALBANIA),276/02,29-Dec,-125.03,-10.81,0.79,0.02,0.23,0.79,0.98,0.82,0.49,0.72,988979,1140,98434,4755
Australia,Vodafone Hutchison,505/03,29-Dec,-139.19,-9.92,0.85,0.09,0.88,0.86,0.1,0.69,0.84,0.15,404198,5632,71620,4833
Australia,Optus,505/02,29-Dec,-137.19,-11.49,0.42,0.76,0.95,0.35,0.52,0.26,0.83,0.09,312981,4432,61303,6551
Australia,Telstra,505/01,29-Dec,-131.75,-14.48,0.05,0.96,0.97,0.97,0.58,0.58,0.76,0.9,470492,5110,19670,9593
Austria,A1 Austria Telekom (Mobilkom),232/01,29-Dec,-98.26,-8.83,0.69,0.7,0.03,0.61,0.2,0.58,0.78,0.08,867353,3903,24342,6050
