Region,Time,Subscriber_Prepaid,Subscriber_Postpaid,Subscriber_Combo1,Subscriber_Combo2,Subscriber_Combo3,Subscriber_Combo4,Subscriber_Combo5,Subscriber_Combo6,Subscriber_Combo12,VoLTE Holding Time_VoLTE holding Time,Data_Downlink traffic,Data_Uplink traffic,Coverage_Avg RSRP,Coverage_SINR,Quality_Avg RSRQ,VoLTE_Call setup success rate,VoLTE_Call completion success rate,VoLTE_Call setup time ,VoLTE_Drop call rate,VoLTE_IMS registration latency ,VoLTE_IMS registration success rate,VoLTE_HO interruption time,VoLTE_MOS,VoLTE_Speech path delay,Data_Call setup success rate,Data_Call completion success rate,Data_Call setup time ,Data_Drop call rate,Data_HO interruption time ,Data_Low throughput samples rate,Data_Retransmission rate,Streaming_Startup time,Streaming_MOS,Streaming_Freeze rate ,Streaming_Number of video stall,Streaming_Dropped frame rate,Streaming_Reproduction start failure rate,Streaming_Reproduction start delay,Streaming_Buffering time,Streaming_number of re-buffering,Streaming_Synchronization index,Streaming_Throughput,Streaming_Inter packet delay,Streaming_Jitter,Streaming_Packet loss rate,Streaming_Round trip time,Gaming_Startup time,Gaming_MOS,Gaming_Dropped frame rate,Gaming_Reproduction start failure rate,Gaming_Reproduction start delay,Gaming_Throughput,Gaming_Inter packet delay,Gaming_Jitter,Gaming_Packet loss rate,Gaming_Round trip time,Chatting_DNS lookup attempt,Chatting_Avg ping time,Chatting_App login time
JRW,15:00,3306,31893,20967,2140,1913,1784,1810,845,2432,46.38,1842.23,406.78,-75.75,17.34,-9.02,98.03,98.62,232.68,0.72,60.09,98.41,64.19,5,69.78,97.55,97.23,296.34,0.47,39.69,1.75,0.37,654.37,5,0.81,2,0.75,0.44,725.17,630.13,2,0.63,8.9,82.66,76.86,0.45,35.16,998.34,5,0.93,0.76,422.16,8.4,57.7,77.28,0.54,40.48,1,34.59,91.07
KLG,15:00,2629,31533,19264,1931,1810,2394,2809,960,2365,118.70,1497.61,397.65,-81.7,21.93,-9.93,98.43,98.19,253.24,0.85,87.6,97.87,44.7,5,68.09,97.64,98.07,231.9,0.18,66.79,1.49,0.22,449.41,5,0.94,3,0.43,0.37,557.57,898.66,1,0.62,3.78,74.68,99.04,0.66,94.8,882.97,4,0.98,0.93,551.81,2.7,71.27,40.23,0.41,39.64,3,93.39,98.7
KRD,15:00,2476,30868,18529,2632,1185,2585,1735,1968,2233,-14.96,2414.68,414.77,-84.27,19.09,-10.04,97.65,99.33,207.42,0.99,71.18,100,57.03,5,42.95,97.77,99.05,282.41,0.57,93.41,1.19,0.21,962.43,4,0.88,3,0.52,0.07,365.63,440.62,2,0.69,5.06,67.95,83.32,0.7,33.26,396.94,4,0.75,0.07,552.24,3.37,88.36,88.42,0.79,96.09,1,80.19,85.13
KRJ,15:00,4309,32516,21322,1336,1678,2673,1716,2054,1737,167.93,2486.12,443.00,-75.3,22.29,-10.18,98.29,97.93,246.77,0.14,34.94,97.37,93.39,4,49.33,97.74,97.62,162.9,0.18,83.57,1.24,0.13,751.7,5,0.75,1,0.34,0.58,756.25,644.78,3,0.42,4.35,57.8,31.4,0.97,95.24,837.7,5,0.23,0.08,999.56,4.77,68.02,60.6,0.28,51.9,3,32.84,52.93
LCK,15:00,2906,31151,20153,1759,1762,2549,836,2143,1950,-54.78,1950.74,398.39,-80.81,23.7,-8.99,97.33,99.78,199.18,0.17,73.86,97.86,39.75,5,56.39,97.91,97.64,180.19,0.15,86.31,1.16,0.2,512.1,4,0.38,2,0.74,0.52,466.43,748.12,1,0.8,8.17,99.55,83.76,0.24,90.42,825.99,4,0.89,0.55,776.29,7.47,97.51,41.36,0.42,35.81,2,99.35,63.89
LTG,15:00,3047,30225,20220,1489,2038,1282,2137,1212,1848,151.14,2118.82,424.30,-75.31,17.23,-9.85,98.78,99.17,253.05,0.68,70.98,99.45,96.09,5,52.63,99.79,97.88,258.63,0.55,57.85,1.01,0.24,886.22,4,0.54,2,0.48,0.19,449.62,941.38,1,0.93,6.26,80.68,59.71,0.77,41.5,977.91,5,0.39,0.84,483.66,2.37,42.25,97.31,0.42,95.89,1,82.07,38.61
MBY,15:00,3729,32590,18923,1547,2357,2501,2744,2046,2472,87.82,1761.71,393.79,-85.69,19.94,-8.02,99.73,97.94,256.43,0.62,31.87,97.37,48.12,5,92.01,98.08,98.02,176.47,0.26,34.93,1.87,0.14,467.95,5,0.21,2,0.36,0.3,813.41,480.62,2,0.46,5.33,59.26,63.45,0.18,64.22,510.32,4,0.73,0.23,872.78,2.23,72.08,49.81,0.16,40.12,2,48.4,88.58
MND,15:00,4935,30582,20752,1569,1743,2404,1776,962,1376,91.61,1798.15,385.85,-72.47,18.55,-10.13,97.87,99.85,208.68,0.34,68.73,98.31,54.56,5,77.4,97.2,98.58,250.07,0.57,73.59,1.21,0.2,580.71,5,0.84,2,0.61,0.69,505.22,970.7,2,0.11,4.02,41.98,45.49,0.47,53.64,877.84,4,0.54,0.71,460.04,8.92,59.01,83.44,0.52,79.89,3,54.63,37.31
MPR,15:00,2785,32585,20076,2031,2375,1719,2760,2505,1119,111.80,2080.08,391.53,-80.39,17.8,-10.55,98.13,98.8,183.2,0.3,88.65,98.74,69.16,4,81.73,99.4,97.28,191.36,0.82,59.59,1.35,0.25,801.6,5,0.08,2,0.32,0.83,942.62,428.4,3,0.09,2.14,41.9,75.44,0.11,80.87,986.57,5,0.79,0.77,776.19,9.08,99.17,72.48,0.1,91.26,2,71.81,49.61
MSL,15:00,2366,32612,19177,1134,2437,2569,2368,2199,2728,101.25,2273.48,391.79,-74.93,18.43,-8.13,98,98.37,292.13,0.48,57.53,99.68,89.02,4,76.47,99.24,99.95,244.6,0.33,31.52,1.91,0.29,635.83,4,0.37,3,0.83,0.62,307.4,503.96,3,0.1,3.46,55.68,93.91,0.26,67.66,466.16,4,0.15,0.7,358.69,4.98,72.09,40.77,0.63,68.97,2,56.13,83.98
ORC,15:00,4446,32194,20416,1854,2116,1463,1981,2252,2112,118.56,1917.88,396.79,-71.37,19.63,-8.81,98.83,97.4,168.26,0.66,36.66,98.3,76.89,4,39.29,98.6,97.79,187.5,0.95,66.29,1.82,0.48,465.8,5,0.83,3,0.82,0.96,578.74,964.57,2,0.45,8.36,71.4,49.66,0.7,96.39,504.01,4,0.78,0.14,337.7,7.45,50.71,47.13,0.3,89.72,1,63.13,58.62
PGL,15:00,2350,32354,20708,1518,2273,1439,2227,2101,2089,113.58,2803.87,439.15,-78.29,19.71,-8.86,98.19,99.07,284.02,1,93.01,98.68,73.95,4,89.98,99.51,97.2,163.74,0.66,93.21,1.37,0.41,749.83,5,0.52,3,0.93,0.98,430.64,421.66,3,0.62,5.22,51.28,71.13,0.1,58.55,743.2,4,0.08,0.21,712.38,8.09,68.23,64.04,0.57,88.46,3,80.08,36.46
PLB,15:00,2254,31926,20537,1379,2456,1115,2404,2347,1687,175.65,2974.91,393.87,-83.23,19.08,-8.15,97.21,98.4,288.64,0.43,93.76,99.87,99.11,5,38.57,99.67,97.44,271.73,0.57,69.1,1.77,0.24,714.19,4,0.29,3,0.1,0.8,831.69,640.38,2,0.24,3.21,65.93,34.4,0.44,70.7,857.96,4,0.85,0.27,359.99,2.38,99.4,58.03,0.36,50.55,3,52.55,40.16
PNR,15:00,4522,29106,17293,1779,1679,2471,2024,2306,1555,83.28,2084.70,410.09,-78,17.37,-8.56,97.31,97.63,279.97,0.56,75.78,97.59,42.33,5,71.61,98.36,98.03,151.46,0.43,31.15,1.65,0.16,440.8,4,0.56,1,0.19,0.48,881.13,350.31,1,0.62,9.06,59.02,66.86,0.45,99.88,336.75,5,0.96,1,794.14,3.07,96.43,97.16,0.81,40.04,1,45.92,54.33
PRS,15:00,3498,33937,21660,1587,1296,2142,2060,2627,2563,127.16,842.24,403.90,-85.57,23.7,-9.24,98.52,99.23,207.69,0.52,55.84,99.39,56.48,5,96.8,98.18,98.8,297.24,0.58,94.85,1.09,0.14,532.27,4,1,3,0.78,0.34,866.48,622.11,1,0.32,1.85,81.33,92.21,0.73,53.64,611.53,5,0.51,0.69,329.98,3.56,93.09,82.72,0.97,84.99,3,91.01,54.88
PTK,15:00,1387,31897,20783,2120,1788,1765,2579,1138,1725,85.46,2166.72,338.28,-89.69,23.15,-11.78,98.55,98.65,247.51,0.61,50.38,97,59.91,5,73.26,98.92,98.11,219.22,0.58,76.23,1.95,0.48,561.64,4,0.34,1,0.87,0.63,870.19,445.47,3,0.35,3.84,39.31,30,0.9,69.84,519.34,4,0.46,0.73,499.39,7.11,63.57,57.53,0.8,64.5,3,36.5,40.33
PUB,15:00,198,30624,20872,1435,1549,1582,1676,2300,1210,-4.21,2914.14,429.96,-73.22,20.6,-10.59,98.27,98.27,188.12,0.96,99.37,97.18,37.51,4,85.76,99.83,99.85,264.86,0.96,55.78,1.48,0.29,823.69,5,0.95,3,0.84,0.67,605.47,503.97,3,0.87,4.05,30.94,70.95,0.99,57.16,518.2,5,0.11,0.3,896.61,7.81,83.01,30.8,0.99,81.5,1,35.42,54.91
SDM,15:00,2333,30987,18148,1990,1980,2493,2246,1637,2492,75.63,2539.22,403.83,-71.61,21.97,-10.17,97.14,97.68,171.84,0.51,42.28,99.23,62.07,4,52.88,99.76,99.25,169.13,0.35,91.22,1.01,0.4,450.11,4,0.93,3,0.93,0.59,565.02,755.84,1,0.77,8.24,72.64,85.97,0.23,51.07,681.77,5,0.27,0.81,479.34,1.47,89.59,33.92,0.6,98.59,1,46.63,99.49
SHW,15:00,2887,31960,20099,1253,2598,2115,2014,1724,2159,-67.99,2785.74,366.04,-73.46,19.18,-11.19,98.46,99.08,258.71,0.9,52.55,98.69,60.7,4,34.8,98.62,98.24,284.99,0.53,96.87,1.57,0.2,318.81,5,0.31,3,0.77,0.58,826.02,455.34,2,0.23,1.18,73.53,38.93,0.67,75.78,426.02,4,0.35,0.97,891.07,7.87,86.46,96.77,0.07,32.87,1,99.86,62.72
SKG,15:00,3086,31545,19626,1429,1794,1983,2160,2638,1915,48.04,1324.69,383.07,-70.14,19.48,-8.33,97.09,98.67,156.54,0.73,45.71,98.94,67.31,5,40.1,99.13,99.29,294.67,0.86,44.31,1.29,0.22,348.14,4,0.39,3,0.3,0.52,325.88,680.8,1,0.56,1.26,64.54,31.23,0.85,97.04,609.85,5,0.93,0.6,540.84,8.93,40.79,33.52,0.48,73.32,3,78.65,67.32
SMB,15:00,3134,34716,23730,1713,2951,1523,2571,1392,835,67.99,2855.87,376.79,-79.44,18.34,-9.78,98.44,98.1,235.53,0.33,68.22,97.1,85.14,4,70.24,98.86,99.35,171.73,0.56,64.28,1.39,0.3,378.79,4,0.26,1,0.93,0.88,853.41,552,3,0.88,3.78,72.48,51.69,0.1,61.26,627.37,4,0.23,0.72,513.92,6.15,40.2,44.04,0.49,47.51,1,36.36,46.74
SMI,15:00,3315,30812,18074,2277,1587,2720,2977,1158,2018,222.05,2125.97,382.77,-74.75,23.75,-10.18,97.3,99.35,229.59,0.94,95.14,99.24,92.88,4,63.93,99.06,98.36,259.95,0.84,33.19,1.6,0.2,483.08,4,0.66,2,0.39,0.85,929.83,985.68,1,0.8,5.27,42.57,74.86,0.43,63.37,838.19,5,0.78,0.74,368.94,5.39,97.1,38.22,0.88,99.19,3,88.13,76.76
SRG,15:00,2139,34357,20797,2223,2479,2395,1767,2343,2354,-4.92,2431.14,410.24,-74.5,20.3,-8.58,98.44,98.65,252.98,0.56,32.28,97.81,62.54,5,30.05,97.81,98.04,252.96,0.5,95.44,1.33,0.5,515.57,5,0.35,2,0.77,0.87,344.04,601.77,2,0.09,3.31,68.28,46.39,0.08,39.37,594.23,4,0.28,0.25,567.35,1.26,67.28,81.19,0.72,31.23,1,97.88,40.52
STS,15:00,3594,31533,19605,1498,2180,1564,1749,2349,2588,41.26,1515.76,435.18,-76.49,17.9,-11.23,99.36,99.66,233.18,0.58,60.89,98.73,33.86,4,64.47,98.6,99.77,233.93,0.49,92.69,1.4,0.39,433.02,4,0.28,1,1,0.5,944.87,455.81,2,0.61,4.41,85.24,49.97,0.3,69.63,465.03,5,0.07,0.08,344.83,5.07,96.87,56.63,0.85,59.06,2,48.48,63.92
TBL,15:00,1677,30766,17877,2558,2011,2557,2111,1982,1669,141.72,1453.86,402.66,-77.97,22.49,-11.41,99.86,98.32,249.35,0.45,66.05,98.75,55.32,4,32.61,97.78,98.72,292.14,0.32,96.07,1.47,0.23,919.83,5,0.23,3,0.83,0.84,774.82,872.5,2,0.63,1.65,66.99,90.35,0.75,38.35,646.67,5,0.91,0.28,921.69,1.8,83.03,70.23,0.94,88.64,2,78.46,40.32
TGL,15:00,2786,32256,20901,2356,1373,2751,1139,1593,2143,81.79,1222.63,372.46,-84.15,22.97,-11.95,98.34,97.2,211.8,0.26,56.81,99.45,42.67,5,35.49,97.5,98.52,152.09,0.52,93.1,1.87,0.35,760.19,5,0.54,2,0.71,0.27,324.72,789,2,0.89,9.11,46.87,68.16,0.68,66.46,546.71,4,0.24,0.52,859.23,9.9,35.79,76.69,0.1,81.73,1,92.08,62.11
TMP,15:00,4361,33516,20255,2441,2280,1546,1953,2457,2584,166.99,1861.48,391.69,-86.7,16.35,-8.26,99.55,99.68,287.38,0.27,81.68,98.99,91.66,5,43.6,98.27,99.24,281.04,0.26,31.64,1.64,0.19,980.58,5,0.44,2,0.74,0.45,830.46,870.97,1,0.15,6.15,80.31,76.03,0.8,75.38,953.36,4,0.79,0.84,783.31,3.14,95.04,96.88,0.68,39.23,3,32.81,97.05
TMS,15:00,4343,33047,19600,1942,2818,1921,2246,1890,2632,100.29,1774.42,431.71,-72.81,21.46,-8.77,97.44,98.96,219.03,0.48,86.41,98.35,49.85,4,76.32,99.86,99.63,236.59,0.46,38.81,1.61,0.46,322.25,4,0.36,1,0.75,0.33,791.84,308.78,3,0.68,5.74,57.87,68.66,0.11,55.3,908.71,5,0.21,0.29,366.18,6.89,96.55,80.83,0.37,65.21,3,54.65,89.95
TPY,15:00,4490,31748,18746,1991,2088,2777,1862,2503,1781,127.41,2228.54,388.29,-76.13,19.69,-10.33,97.81,97.85,227.48,0.52,56.9,98.22,74.26,4,54.17,98.56,97.42,274.35,0.49,92.55,1.28,0.1,717.41,4,0.18,1,0.53,0.27,421.58,970.03,1,0.39,4.31,86.93,85.83,0.36,85.03,741.86,5,0.8,0.34,843.41,1.61,37.03,63.68,0.94,33.39,1,92.37,52.7
TUS,15:00,4164,31832,18584,2265,2562,1916,2197,2448,1858,158.70,1998.60,410.29,-75.69,18.87,-8.16,97.39,97.12,179.66,0.68,69.78,98.47,38.69,5,42.5,97.09,97.29,223.35,0.4,46.43,1.72,0.28,658.05,4,0.42,2,0.98,0.19,918.1,804.83,1,0.11,4.17,87.17,31.88,0.73,51.84,544.21,5,0.8,0.9,792.19,7.44,56.89,98.39,0.99,95.57,1,34.55,49.96
WLD,15:00,2863,35873,22365,2246,3033,2675,1649,2264,1640,151.12,2661.77,402.19,-78.69,17.01,-10.97,98.67,99.03,286.35,0.5,89.74,97.1,79.56,4,83.07,98.27,98.36,221.56,0.92,89.62,1.41,0.49,839.06,5,0.87,2,0.59,0.86,389.9,490.8,2,0.44,8.42,52.1,69.54,0.44,67.99,378.4,4,0.24,0.07,503.11,4.01,73.76,71.8,0.86,78.54,2,89.11,48.26
YCK,15:00,3855,32628,18434,1667,2427,2251,2347,2587,2914,201.74,1450.10,390.50,-79.74,16.52,-11.19,97.22,98.54,194.73,0.87,34.85,98.1,78.54,4,33.78,98,98.57,158.72,0.63,31.65,1.6,0.2,913.09,5,0.57,3,0.94,0.35,351.05,453.52,3,0.18,7.91,72.49,67.41,0.47,82.83,986.67,4,0.92,0.91,900.6,7.16,58.18,60.84,0.43,35.06,3,35.01,38.97
YSH,15:00,3176,32295,19457,2373,3040,2035,2147,1510,1734,149.45,1605.55,359.05,-73.42,19.51,-11.04,97.84,98.53,219.62,0.41,58.17,98.66,43.41,4,67.38,97.72,98.93,165.25,0.58,59.58,1.43,0.42,502.57,5,0.92,2,0.35,0.24,814.79,869.86,2,0.34,3.53,98.32,47.45,0.16,74.12,309.85,5,0.43,0.89,329.97,7.53,88.37,54.23,0.92,52.88,2,71.43,47.05
ALX,16:00,3674,33033,20625,2041,2592,2357,2325,1669,1422,71.28,2255.79,432.72,-80.45,20.97,-8.24,97.21,98.9,240.92,0.73,32.96,97.1,87.01,5,86.78,98.4,98.99,250.66,0.14,99.08,1.34,0.28,680.03,5,0.12,2,0.92,0.53,837.51,645.89,2,0.67,1.04,70.78,81.16,0.11,39.24,459.22,4,0.47,0.41,658.28,9.99,32.52,74.83,0.18,57.49,2,43.02,85.39
AMK,16:00,2827,31111,20956,767,2650,700,2865,1253,1920,123.00,2237.29,432.28,-77.55,20.07,-11.12,98.6,97.83,231.52,0.67,73.13,97.37,77.6,4,96.71,99.56,99.76,289.13,0.73,50.61,1.37,0.16,764.26,5,0.25,2,0.36,0.25,515.82,516.96,3,0.63,6.67,63.28,79.86,0.09,44.67,633.88,4,0.82,0.75,448.55,5.98,38.66,44.72,0.5,93.24,3,38.54,47.4
ART,16:00,3890,28748,19732,1989,1131,1903,1036,1681,1276,120.02,1783.47,400.48,-83.51,19.31,-11.66,97.44,99.68,165.98,0.93,54.03,99.39,89.45,5,46.49,98.09,99.24,164.38,0.5,38.74,1.99,0.19,601.41,5,0.4,1,0.92,0.08,400.42,987.18,3,0.26,6.44,89.1,78.77,0.92,89.24,825.71,4,0.65,0.69,364.19,9.63,60.91,65.37,0.95,68.03,3,93.58,89.45
AYE,16:00,3277,33638,20709,2584,1531,2374,1882,2132,2426,110.55,2534.58,391.14,-77.7,23.77,-11.31,99.52,97.16,167.8,0.68,83.87,99.31,66.84,4,84.05,97.56,98.02,296.62,0.39,49.8,1.98,0.12,445.01,4,0.99,1,0.55,0.41,778.25,928.91,3,0.12,7.5,32.02,43.34,0.3,43.58,801.21,4,0.44,0.73,965.95,3.35,53.26,85.6,0.65,36.86,3,73.93,75.61
BDK,16:00,1768,31736,19720,2025,2485,1354,2717,1500,1934,-12.86,2928.94,403.33,-81.76,21.57,-9.48,97,98.15,259.61,0.21,66.3,99.79,62.26,5,91.01,99.35,98.45,206.89,0.72,37.17,1.23,0.1,574.56,5,0.82,1,0.61,0.75,559.14,808.88,3,0.19,9.6,36.21,82.87,0.37,80.4,432.39,4,0.09,0.41,731.02,7.21,78,56.47,0.4,96.99,1,30.16,71.9
BKK,16:00,4136,31476,18548,3198,2523,2084,1570,2140,1415,30.61,2088.53,426.37,-72.09,19.75,-8.91,98.27,97.42,195.58,0.95,85.98,99.87,30.52,4,32.48,97.71,98.99,245.81,0.94,64.57,1.72,0.32,641.78,4,0.2,2,0.83,0.15,471.16,493.11,1,0.69,3.5,94.56,97.3,0.09,36.54,359.03,4,0.72,0.79,781.94,1.83,51.31,56.38,0.58,74.39,1,41.22,99.99
BKT,16:00,1770,32382,20132,1968,2266,1504,2486,2039,1986,58.44,2477.06,413.99,-76.77,18.88,-11.94,98.66,97.07,217.41,0.2,78.81,97.21,41.57,4,84.89,99.99,98.46,257.13,0.61,91.99,1.22,0.13,562.7,4,0.82,1,0.96,0.72,367.21,688.08,3,0.94,6.01,43.19,97.12,0.13,59.32,689.77,5,0.21,0.53,533.66,9.61,81.22,58.42,0.92,69.18,1,42.77,54.92
BLT,16:00,2383,34017,19800,2605,2468,2508,2001,2723,1914,84.77,1741.30,393.85,-70.83,19.29,-9.85,97.59,99.29,198.62,0.78,67.66,98.06,79.66,4,73.22,98.54,97.42,292.89,0.53,40.04,1.8,0.32,904.17,5,0.54,3,0.58,0.28,687.59,533.39,3,0.65,7.06,85.24,57.93,0.23,55.47,592.79,5,0.09,0.1,489.75,2.49,51.14,94.05,0.76,79.08,1,53.12,58.39
BLY,16:00,1499,30602,19679,2147,1219,1737,2337,2034,1450,28.05,1951.63,413.65,-88.16,16.51,-9.46,98.98,97.84,198.5,0.99,68.16,99.65,82.31,5,55.68,98.35,97.05,224.59,0.13,91.82,1.88,0.19,446.2,5,0.44,1,0.63,0.52,996.52,906.88,2,0.46,1.06,97.88,71.57,0.3,87.31,799.52,5,0.36,0.78,895.23,9.55,31.05,69.6,0.96,62.44,2,74.17,61.56
BSN,16:00,4104,34811,20694,2207,2290,3620,1791,1863,2346,-28.65,1697.57,426.37,-80.13,22.61,-8.81,97.7,98.38,257.41,0.55,73.43,97.66,36.27,4,32.42,99.91,98.51,265.57,0.76,76.13,1.88,0.1,953.93,5,0.69,1,0.31,0.22,973.03,351.16,3,0.15,3.82,70.94,70.01,0.37,48.36,340.62,4,0.62,0.08,971.49,7.92,51.05,80.36,0.43,51.95,3,42.23,34.72
BTB,16:00,3033,31407,19476,2141,2031,1940,2088,1274,2457,144.46,2728.87,388.77,-88.02,23.03,-10.45,97.96,99.43,254.71,0.49,72.84,98.98,84.64,5,84.93,98.07,97.68,260.36,0.45,92.91,1.04,0.36,663.44,4,0.77,1,0.38,0.73,565.66,508.28,1,0.92,5.96,43.46,47.45,0.4,52.79,315.5,4,0.24,0.96,776.84,1.31,42.17,59.53,0.62,55.67,1,81.25,46.42
BTP,16:00,1745,32622,20109,1529,1905,2984,1896,2555,1644,157.57,2472.52,378.08,-82.68,17.04,-10.63,98.32,100,225.6,1,50.84,99.83,39.96,4,64.69,97.79,99.26,239.38,0.68,39.14,1.07,0.44,475.43,4,0.16,1,0.5,0.32,765.83,716.78,2,0.62,3.13,32.17,92.77,0.39,45.51,539.84,5,0.1,0.13,436.23,9.26,56.56,86.64,0.6,96.54,3,80.79,37.02
CCK,16:00,2732,32230,18998,2033,2388,2187,2414,1922,2287,25.71,2153.17,386.72,-81.79,21.55,-11.26,98.18,99.39,281.99,0.78,87.24,98.93,95.06,5,92.33,99.75,97,230.66,0.89,74.09,1.1,0.38,816.09,5,0.91,3,0.38,0.15,385.12,857.78,2,0.08,5.85,76.84,51.63,0.91,90.41,810.48,5,0.82,0.61,412.15,7.38,98.78,31.36,0.12,76.81,3,72.19,72.18
CLM,16:00,4045,33618,20717,1717,2619,2033,1783,2077,2671,146.22,2157.32,423.04,-75.89,22.96,-10.32,98.55,98.19,241.6,0.51,40.24,97.79,77.98,5,31.11,97.07,99.43,224,0.85,38.01,1.48,0.41,393.25,5,0.26,1,0.56,0.95,400.72,899.55,3,0.19,5.28,77.83,44.59,0.4,43.16,549.72,5,0.47,0.39,477.87,3.92,58.25,44.49,0.45,34.29,3,42.69,55.35
CNG,16:00,2346,29130,18869,973,2130,1933,2015,1773,1437,168.37,2084.96,405.33,-72.43,20.62,-9.75,98.33,97.78,246.67,0.59,41.33,99.65,70.92,5,69.17,98.32,98.62,275.81,0.08,81.45,1.17,0.43,520.95,5,0.67,3,0.99,0.78,774.35,373.83,2,0.84,9.22,57.44,41.9,0.48,72.21,387.48,4,0.67,0.28,818.48,6.21,38.11,68.69,0.82,89.81,1,73.38,62.17
CTH,16:00,3908,32998,20746,1245,1833,2827,2284,2095,1966,126.99,1735.88,424.36,-75.96,18.06,-8.22,97.31,99.63,277.7,0.72,83.32,98.6,98.78,5,31.96,99.41,97.74,283.93,0.84,53.77,1.94,0.44,682.88,5,0.71,1,0.59,0.67,719.23,845.9,1,0.28,1.38,83.27,66.66,0.89,97.71,853.66,4,0.94,0.91,759.73,4.24,30.92,70.83,0.42,74.54,2,75.32,98.55
ECS,16:00,2220,34414,20787,1731,2608,2261,1738,2359,2928,73.21,1548.51,390.11,-79.03,16.84,-9.1,97.42,97.33,192.05,0.26,42.6,98.34,88.9,5,74.11,99.43,97.28,232.27,0.92,50.2,1.89,0.18,827.66,4,0.38,2,0.92,0.78,522.55,989.92,3,0.55,5.2,77.88,56.93,0.88,33.31,503.2,4,0.69,0.77,310.22,3.55,38.24,91.51,0.13,32.42,3,35.91,79.93
GUL,16:00,3941,31638,18514,1694,2338,3202,2428,1574,1889,143.97,2098.72,384.63,-83.01,20.01,-11.93,98.78,99.66,188.57,0.48,31.17,98.51,37.81,5,50.94,98.67,98.52,288.01,0.08,71.76,1.95,0.16,719.2,5,0.9,1,0.96,0.57,413.79,889.62,3,0.69,8.4,79.02,92.11,0.73,49.78,842.32,4,0.48,0.13,630.02,6.37,90.86,46.27,0.15,58.26,2,44.01,62.04
HGG,16:00,3031,32162,19663,2436,1581,2644,1861,1970,2007,79.38,1476.59,402.21,-87.68,17.98,-9.92,97.79,99.86,196.32,0.16,76.23,97.71,70.67,4,57.37,99.26,99.96,204.6,0.28,50.07,1.31,0.18,547.75,4,0.54,1,0.92,0.56,311.03,879.01,1,0.38,8.07,83.16,88.56,0.43,77.53,676.72,5,0.29,0.4,758.07,9.09,99.11,95.69,0.78,38.4,1,93.38,43.65
HLV,16:00,4386,31574,20504,1429,1856,1215,2104,1990,2476,211.85,2227.46,385.31,-77.71,23.77,-8.23,98.04,97.22,299.11,0.28,36.61,99.89,60.37,4,49.52,97.5,98.98,283.34,0.85,46.22,1.27,0.39,398.85,4,0.93,2,0.37,0.79,772.96,791.05,1,0.71,6.69,49,34.75,0.54,47.85,465.58,5,0.82,0.62,457.07,5.43,38.66,71.23,0.69,76.56,1,66.47,36.24
JRE,16:00,1931,32351,20411,2071,2018,1582,1663,2409,2197,37.76,1621.38,384.32,-78.53,20.99,-10.8,99.18,97.59,230.03,0.52,62.37,97.58,49.7,5,80.78,97.87,99.91,186.82,0.37,45.29,1.42,0.24,480.96,4,0.37,3,0.5,0.96,780.18,368.97,3,0.93,7.1,67.97,98.09,0.19,73.94,776.27,4,0.72,0.54,665.92,4.27,60.34,58.18,0.89,48.85,1,53.14,34.14
JRI,16:00,3894,32980,20681,2867,2435,1828,1664,1366,2139,164.70,2341.32,398.35,-79.14,17.18,-11.18,97.88,97.53,194.39,0.09,47.27,98.75,57.13,4,47.5,97.47,98.17,289.54,0.67,38.21,1.6,0.33,917.87,5,0.91,1,0.33,0.8,398.86,309.85,1,0.97,3.67,37.46,54.1,0.41,58.64,621.51,4,0.24,0.22,891.41,2.52,71.1,52.49,0.38,57.28,1,33.02,41.75
JRW,16:00,2768,31432,21047,1857,1651,1150,1815,1971,1941,135.72,2089.46,410.83,-80.77,19,-11.22,98.32,99.4,278.54,0.6,41.37,98.31,91.29,5,86.25,97.31,97.13,291.46,0.29,97.68,1.97,0.38,586.84,4,0.13,2,0.98,0.3,555.52,691.93,3,0.69,4.57,60.74,70.44,0.57,60.39,670.81,4,0.23,0.1,858.68,7.03,50.67,65.93,0.7,97.66,3,65.13,81
KLG,16:00,2972,34170,21461,1863,2320,1918,2504,2213,1891,72.06,1067.43,393.29,-74.68,16.82,-10.51,97.88,97.07,238.24,0.29,49.55,97.03,64.1,4,37.45,98.65,97.12,247.62,0.21,33.18,1.07,0.35,793.11,5,0.83,2,0.57,0.4,316.25,861.71,1,0.76,3.34,97.56,88.98,0.8,69.58,781.25,5,0.23,0.33,375.59,8.45,40.11,33.16,0.59,46.56,2,74.8,40.14
KRD,16:00,3143,33906,20984,2907,2247,2412,2297,1908,1150,96.88,2061.57,413.28,-83.84,16.99,-11.69,99.12,99.03,177.92,0.9,58.11,97.04,68.15,4,70.31,99.42,98.86,196.02,0.15,95.04,1.53,0.19,784.46,4,0.21,3,0.74,0.56,917.91,646.46,3,0.82,5.52,31.97,84.79,0.95,55.4,359.61,5,0.75,0.58,470.67,4.32,81.24,33.03,0.08,53.73,1,61.54,74.61
